Mean episodic reward
11.6
97.9
90.9
109.7
150.6
157.1
173.1
206.8
268.1
409.3
361.3
390.2
417.5
467.8
420.4
482.3
456.9
476.6
474.2
500.0
493.6
494.9
500.0
500.0
500.0
