Mean episodic reward
9.5
54.3
85.8
84.7
138.2
107.5
121.3
194.9
215.4
228.6
273.7
403.7
445.3
500.0
485.5
488.8
366.4
484.6
483.8
500.0
490.2
500.0
497.1
500.0
500.0
