Mean episodic reward
9.3
29.1
61.8
206.3
270.2
268.8
274.2
194.4
158.4
279.3
441.7
439.3
430.6
488.7
487.4
500.0
491.9
500.0
500.0
488.9
500.0
500.0
500.0
500.0
500.0
