V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000,V_Values_500000
0.1545246,3.776441,4.78851,6.8640866,8.577896,9.455164,9.561567,9.846464,9.541729,9.739785,10.197558,9.866685,10.207576,9.6733465,8.920859,10.856689,8.737446,10.105628,10.384232,10.069239,9.3289,8.921314,10.103509,10.373764,10.579051,9.965387
0.15499114,3.8618832,4.9240556,6.98151,8.577452,9.465116,9.700986,9.834857,9.522517,9.77392,10.166605,9.9041815,10.121188,9.693545,8.942044,10.882748,8.7318325,10.101407,10.400022,10.087909,9.336839,8.932277,10.102092,10.390284,10.573032,9.95408
0.15017222,3.7474875,4.7835197,6.903439,8.597671,9.468213,9.614934,9.83698,9.529979,9.75264,10.173286,9.891673,10.173407,9.689717,8.937799,10.866084,8.725402,10.098973,10.3937,10.078303,9.335515,8.9214,10.100331,10.378051,10.577881,9.956711
0.1403464,3.8490598,4.9202023,7.011903,8.59368,9.473163,9.742486,9.841914,9.537914,9.783659,10.190005,9.925738,10.257096,9.708123,8.958049,10.889594,8.737348,10.095336,10.407207,10.09442,9.3420515,8.932561,10.098382,10.393381,10.579623,9.974112
0.12635644,3.7153049,4.7761674,6.9375353,8.617202,9.478117,9.657957,9.855195,9.533455,9.761934,10.180304,9.914038,10.221189,9.702609,8.953407,10.87307,8.74342,10.093398,10.401698,10.086999,9.340985,8.92157,10.0963745,10.382321,10.575781,9.972705
0.10922484,3.8328168,4.91405,7.0379157,8.609451,9.477666,9.77595,9.857162,9.541105,9.7906475,10.194941,9.945214,10.297774,9.719594,8.972994,10.894648,8.756644,10.090386,10.413227,10.064872,9.346399,8.932876,10.098146,10.365874,10.576886,9.989196
0.08987181,3.6788433,4.7660856,6.9673915,8.636664,9.484733,9.693131,9.86857,9.5368595,9.768554,10.186832,9.93498,10.261749,9.712667,8.967953,10.8783,8.762807,10.0887985,10.408571,10.080475,9.345516,8.921762,10.100131,10.381666,10.573405,9.986589
0.06901499,3.812355,4.905283,7.060378,8.624792,9.46428,9.803345,9.868739,9.544113,9.795544,10.199651,9.963505,10.332784,9.728529,8.987115,10.89842,8.777442,10.086398,10.418329,10.055807,9.350024,8.933162,10.101502,10.364847,10.574149,10.002543
0.04719585,3.6366806,4.752812,6.993811,8.656021,9.477378,9.722374,9.878215,9.540365,9.773101,10.193233,9.955339,10.297223,9.720396,8.981684,10.882248,8.783873,10.085052,10.41456,10.073565,9.34927,8.921936,10.103271,10.380967,10.570976,9.998927
0.024848742,3.786473,4.893486,7.079936,8.639499,9.452743,9.826177,9.877479,9.547009,9.798793,10.204361,9.981168,10.363741,9.735371,9.000642,10.901267,8.774031,10.083218,10.422676,10.046123,9.35304,8.933378,10.10439,10.364022,10.571531,10.014648
,3.5869586,4.7357707,7.0174313,8.674999,9.468337,9.747165,9.8848715,9.543985,9.775977,10.199718,9.975659,10.329144,9.72618,8.994845,10.88524,8.766542,10.082044,10.419823,10.066119,9.352365,8.922052,10.105985,10.380427,10.568617,10.010217
,3.7534766,4.8781233,7.0970936,8.653097,9.473249,9.845606,9.883923,9.53035,9.800695,10.20917,9.9984455,10.391817,9.740466,9.013816,10.903435,8.7582245,10.080721,10.426346,10.035508,9.355533,8.933489,10.106956,10.36357,10.56909,10.025933
,3.527288,4.7142506,7.0387535,8.693047,9.478282,9.768664,9.888984,9.54219,9.77745,10.206394,9.996197,10.358635,9.730311,9.007687,10.887509,8.75118,10.079668,10.424439,10.057902,9.3549,8.92209,10.108408,10.380182,10.566395,10.020888
,3.7110507,4.858513,7.112237,8.664785,9.477726,9.862544,9.88836,9.525272,9.801446,10.2140665,10.015222,10.417853,9.74407,9.026884,10.905092,8.7442,10.078803,10.42935,10.023533,9.357576,8.933471,10.109303,10.363607,10.566853,10.006428
,3.4546347,4.687374,7.0581727,8.709253,9.484878,9.787796,9.890737,9.534901,9.77769,10.213252,10.016861,10.386507,9.733012,9.020462,10.889212,8.737345,10.07784,10.428425,10.048568,9.356953,8.92203,10.110635,10.380326,10.564343,10.01048
,3.6560917,4.833795,7.1256585,8.715678,9.464593,9.877709,9.890855,9.514298,9.801164,10.218912,10.030908,10.442417,9.746376,9.040113,10.906355,8.750199,10.077387,10.431616,10.009582,9.359225,8.933305,10.111509,10.364204,10.564825,9.996617
,3.3651948,4.6540585,7.075991,8.708011,9.477703,9.805308,9.890069,9.521908,9.776789,10.220162,10.037085,10.413307,9.734438,9.033449,10.89045,8.75632,10.076489,10.43171,10.037629,9.358578,8.921861,10.112738,10.380906,10.56247,10.000394
,3.5844984,4.802884,7.137568,8.71058,9.45325,9.891686,9.891231,9.530674,9.799906,10.223414,10.044226,10.465827,9.74752,9.053798,10.907293,8.770522,10.0764065,10.432966,9.992787,9.3605175,8.932976,10.113635,10.365401,10.563002,9.987077
,3.2543037,4.6129694,7.092435,8.703733,9.468847,9.8218155,9.8866625,9.525204,9.774779,10.226843,10.055591,10.4393215,9.734693,9.046944,10.891284,8.776823,10.075558,10.434131,10.024376,9.359816,8.921573,10.114773,10.381932,10.560776,9.99053
,3.4909537,4.764413,7.148101,8.702612,9.473563,9.904956,9.889072,9.533717,9.797678,10.220151,10.052867,10.488122,9.747585,9.068253,10.907947,8.767506,10.075821,10.428994,10.057201,9.361487,8.932473,10.115729,10.36719,10.561368,9.977699
,3.1164463,4.5624647,7.107657,8.696816,9.478718,9.837839,9.879903,9.5284605,9.771638,10.226197,10.070014,10.464541,9.733831,9.061278,10.89174,8.760031,10.075003,10.430236,10.039696,9.360699,8.921163,10.116785,10.383371,10.55925,9.980755
,3.368771,4.7166605,7.1573253,8.691971,9.4538965,9.917917,9.883658,9.536636,9.794444,10.2153,10.067279,10.509016,9.746613,9.083838,10.908319,8.752189,10.075598,10.424005,10.067651,9.362153,8.931786,10.115887,10.369525,10.559908,9.997658
,2.9455311,4.500527,7.1217422,8.687423,9.469579,9.853826,9.86881,9.531885,9.767288,10.221744,10.073464,10.488596,9.731862,9.076821,10.891805,8.745033,10.074787,10.426331,10.052816,9.361242,8.92063,10.114779,10.385134,10.557878,9.994777
,3.2099667,4.65747,7.1652336,8.6786375,9.474564,9.930911,9.873896,9.539551,9.790114,10.206448,10.066632,10.437568,9.744594,9.100964,10.908393,8.758395,10.075713,10.419241,10.076758,9.362527,8.93091,10.113947,10.372291,10.558606,10.011279
,2.735668,4.4246955,7.1347036,8.675515,9.479389,9.87016,9.851903,9.535541,9.761597,10.213185,10.073548,10.4680395,9.728744,9.094001,10.891433,8.764527,10.074877,10.422585,10.064406,9.361455,8.919982,10.112732,10.387053,10.556646,10.00748
,3.0059073,4.584154,7.1717424,8.662382,9.47899,9.944222,9.858166,9.542415,9.784552,10.193015,10.063724,10.413991,9.741471,9.120093,10.908111,8.779265,10.076158,10.414832,10.084916,9.362611,8.929843,10.111921,10.37528,10.557444,9.993713
,2.4827645,4.3320084,7.1464734,8.6608515,9.485936,9.887175,9.871445,9.53933,9.754362,10.199879,10.071448,10.447328,9.724382,9.113301,10.890533,8.785633,10.075239,10.419114,10.074917,9.361332,8.919228,10.110602,10.356303,10.555538,9.997362
,2.7490482,4.4934053,7.1766768,8.642759,9.465327,9.95809,9.87488,9.526975,9.777554,10.174024,10.059395,10.390469,9.737141,9.141756,10.907379,8.775673,10.076917,10.410863,10.047651,9.362396,8.928592,10.109757,10.371126,10.556404,9.984125
,3.0272253,4.2189674,7.156891,8.642975,9.478666,9.905153,9.884585,9.540238,9.745305,10.180746,10.06794,10.426427,9.718622,9.135286,10.888964,8.76814,10.075829,10.415992,10.066829,9.360858,8.918389,10.10833,10.351204,10.554541,9.987422
,2.5744288,4.381232,7.1797447,8.619071,9.453722,9.972697,9.885827,9.524774,9.768844,10.195275,10.054187,10.366839,9.731425,9.1665535,10.906049,8.759698,10.077976,10.407385,10.036032,9.361871,8.927175,10.107376,10.366558,10.555473,9.974657
,2.8609636,4.081591,7.1656775,8.621175,9.46956,9.92432,9.893161,9.535835,9.734038,10.188554,10.063521,10.405145,9.711236,9.160594,10.886508,8.752575,10.0765705,10.413261,10.057795,9.360003,8.9175005,10.105821,10.346011,10.553638,9.977517
,2.3803973,4.242978,7.1805186,8.5903015,9.474711,9.98817,9.892492,9.517035,9.758044,10.201024,10.048434,10.342786,9.724076,9.195145,10.903897,8.766775,10.079301,10.404422,10.022755,9.361006,8.925626,10.104649,10.361933,10.554636,9.994369
,2.6680503,3.915595,7.1724033,8.594414,9.479459,9.944837,9.898358,9.52617,9.720037,10.196166,10.058509,10.383144,9.748792,9.189935,10.882851,8.773142,10.077337,10.410942,10.047406,9.358724,8.939521,10.102937,10.341014,10.55282,9.991573
,2.1655028,4.0735145,7.1783814,8.555034,9.479228,10.004552,9.895933,9.503495,9.744639,10.206654,10.042336,10.317866,9.746076,9.163481,10.900602,8.764269,10.080817,10.401982,10.007077,9.359765,8.927686,10.101387,10.357493,10.553879,10.007966
,2.445599,3.7168362,7.1764474,8.561235,9.486093,9.96677,9.9010105,9.510768,9.70258,10.203753,10.053093,10.35997,9.767654,9.173611,10.877533,8.757033,10.077898,10.409042,10.0350685,9.356956,8.942495,10.099473,10.33641,10.5520735,10.004212
,1.9304321,3.8677287,7.1724734,8.511286,9.46533,10.021781,9.896858,9.520593,9.727924,10.212193,10.0359955,10.291525,9.764037,9.148513,10.895689,8.771573,10.082361,10.4000635,10.064369,9.358093,8.930142,10.101,10.353409,10.553194,10.020427
,2.19311,4.086892,7.1769285,8.519591,9.478836,9.990075,9.901667,9.513986,9.761707,10.211348,10.047381,10.335052,9.782677,9.160675,10.91792,8.777996,10.077839,10.407557,10.048654,9.354609,8.945799,10.102905,10.33232,10.551389,10.015932
,1.6790729,3.8583362,7.161602,8.456306,9.4536705,10.039656,9.895696,9.523559,9.748856,10.217516,10.029455,10.263089,9.778573,9.136758,10.905512,8.76877,10.083599,10.398657,10.073744,9.355916,8.932906,10.1041355,10.349783,10.5525675,10.001672
,1.9141935,4.0756035,7.1726136,8.466606,9.46967,10.014544,9.900635,9.5170765,9.77896,10.218827,10.041413,10.307701,9.794313,9.150732,10.924727,8.761526,10.076414,10.406478,10.060522,9.351556,8.949363,10.105849,10.328819,10.550756,10.005774
,1.4192713,3.8380644,7.1441274,8.486319,9.475053,10.057771,9.89264,9.526371,9.767732,10.222317,10.022703,10.231766,9.79001,9.127846,10.912856,8.75371,10.083875,10.39775,10.082064,9.353137,8.935936,10.106906,10.346677,10.551995,9.992081
,1.6180948,4.053026,7.1617937,8.497713,9.479633,10.039748,9.8980255,9.520333,9.79485,10.225893,10.035188,10.277108,9.77286,9.143472,10.929646,8.74673,10.083937,10.405793,10.071189,9.347619,8.953152,10.10846,10.325943,10.550172,9.995903
,1.8561212,3.8051226,7.1177807,8.513101,9.479675,10.075447,9.887682,9.529236,9.785458,10.219318,10.015694,10.196618,9.780917,9.121491,10.918307,8.76034,10.076931,10.39733,10.042122,9.349615,8.939215,10.1094265,10.344121,10.551467,9.982724
,1.4165592,4.0173063,7.142092,8.525749,9.486368,10.064968,9.8937645,9.523899,9.8100195,10.225444,10.028666,10.2423315,9.763328,9.138679,10.933099,8.766513,10.077316,10.405488,10.062275,9.342535,8.9571705,10.110848,10.323707,10.549625,9.986205
,1.6315804,3.7573879,7.0794206,8.537175,9.465286,10.091611,9.880609,9.532203,9.802624,10.21503,10.008355,10.317967,9.772137,9.117503,10.922258,8.781488,10.0710335,10.397382,10.029113,9.345151,8.942764,10.111788,10.342125,10.550978,9.973484
,1.2179539,3.966178,7.1101956,8.551764,9.479021,10.089063,9.8875885,9.527777,9.8248625,10.221649,10.02178,10.2847,9.754033,9.1362095,10.935358,8.787882,10.071914,10.405544,10.052101,9.335917,8.961449,10.113092,10.322107,10.549112,9.976536
,1.4040059,3.6923814,7.135385,8.559411,9.45342,10.048667,9.870994,9.535166,9.819581,10.20725,10.000583,10.354702,9.763542,9.115766,10.924957,8.777844,10.066108,10.397887,10.076254,9.339453,8.946629,10.112137,10.34069,10.550524,9.993651
,1.0266024,3.8969114,7.1222177,8.576529,9.469649,10.084408,9.879025,9.531813,9.839571,10.214278,10.014439,10.322299,9.744817,9.1360035,10.936579,8.770373,10.067531,10.405943,10.063913,9.349344,8.966037,10.11064,10.321142,10.548626,9.990982
,1.1800804,3.6072736,7.145647,8.580418,9.475467,10.041803,9.858143,9.519838,9.836483,10.195509,9.992256,10.387552,9.754977,9.116246,10.926537,8.761827,10.062015,10.398829,10.03154,9.352269,8.95088,10.109627,10.339803,10.5500965,10.007602
,0.8480416,3.806306,7.130492,8.600579,9.479719,10.080122,9.867329,9.534128,9.85415,10.202812,10.006521,10.356566,9.735492,9.138078,10.936816,8.75473,10.063977,10.406652,10.053974,9.359973,8.971004,10.107983,10.320793,10.548165,10.003955
,0.9682977,3.4989588,7.1531253,8.60058,9.480302,10.036345,9.841018,9.519062,9.853302,10.1790085,9.983222,10.417572,9.746254,9.118986,10.927034,8.769059,10.0585985,10.400184,10.077546,9.36361,8.955606,10.106811,10.339446,10.549694,9.990191
