Mean episodic reward
9.3
73.4
169.9
360.8
497.3
490.8
415.3
500.0
462.1
480.0
500.0
478.4
500.0
479.7
446.2
500.0
500.0
405.7
467.4
500.0
500.0
492.7
500.0
494.3
500.0
500.0
