Mean episodic reward
9.5
78.9
217.8
446.3
488.6
481.7
500.0
500.0
500.0
493.0
500.0
485.8
489.2
500.0
500.0
500.0
500.0
285.0
500.0
500.0
429.5
500.0
500.0
500.0
500.0
500.0
