Mean episodic reward
13.3
108.1
232.9
357.0
453.6
483.7
497.6
493.9
500.0
494.1
490.9
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
496.9
500.0
460.8
500.0
500.0
500.0
495.6
