Episodic reward,Step
10.0,54
11.0,60
14.0,78
17.0,96
25.0,144
14.0,162
29.0,168
22.0,186
8.0,192
16.0,192
23.0,198
11.0,234
14.0,276
19.0,300
23.0,336
18.0,342
12.0,348
9.0,402
16.0,432
40.0,432
23.0,438
28.0,510
20.0,522
15.0,528
16.0,528
67.0,564
23.0,570
11.0,576
13.0,606
21.0,654
16.0,660
23.0,660
17.0,672
17.0,708
13.0,738
14.0,756
32.0,846
46.0,852
20.0,858
34.0,864
31.0,894
27.0,918
17.0,954
19.0,972
22.0,978
12.0,990
26.0,1020
13.0,1032
28.0,1062
15.0,1062
17.0,1080
17.0,1092
19.0,1134
19.0,1176
23.0,1230
35.0,1242
34.0,1266
34.0,1284
11.0,1296
12.0,1314
32.0,1326
9.0,1338
12.0,1386
22.0,1398
41.0,1422
11.0,1452
24.0,1470
31.0,1482
26.0,1494
16.0,1518
20.0,1518
16.0,1548
13.0,1560
19.0,1584
17.0,1596
15.0,1608
12.0,1620
13.0,1638
18.0,1692
12.0,1710
35.0,1728
21.0,1734
25.0,1746
14.0,1794
16.0,1824
15.0,1836
10.0,1854
20.0,1854
13.0,1902
48.0,1908
13.0,1914
11.0,1920
11.0,1980
52.0,2004
25.0,2058
37.0,2076
20.0,2100
34.0,2106
34.0,2124
9.0,2154
15.0,2166
36.0,2220
17.0,2256
23.0,2262
11.0,2286
38.0,2286
23.0,2304
37.0,2328
13.0,2340
15.0,2346
13.0,2364
16.0,2382
20.0,2424
11.0,2430
16.0,2436
17.0,2448
14.0,2466
15.0,2514
15.0,2538
40.0,2568
25.0,2580
32.0,2628
20.0,2634
17.0,2640
13.0,2646
14.0,2664
35.0,2676
12.0,2706
18.0,2736
17.0,2742
17.0,2748
17.0,2766
15.0,2796
15.0,2832
27.0,2838
10.0,2856
20.0,2868
18.0,2874
25.0,2886
11.0,2904
11.0,2922
9.0,2928
14.0,2952
20.0,2952
22.0,3018
21.0,3030
13.0,3030
18.0,3030
20.0,3048
10.0,3090
13.0,3126
19.0,3144
24.0,3162
12.0,3198
19.0,3204
30.0,3210
44.0,3216
15.0,3252
16.0,3300
28.0,3312
20.0,3318
21.0,3342
24.0,3396
20.0,3420
40.0,3450
23.0,3456
21.0,3468
15.0,3486
11.0,3522
10.0,3528
20.0,3540
39.0,3546
25.0,3600
11.0,3606
12.0,3618
18.0,3630
32.0,3678
12.0,3690
18.0,3714
22.0,3732
37.0,3750
27.0,3792
15.0,3822
21.0,3840
16.0,3846
28.0,3846
26.0,3846
14.0,3924
25.0,3942
30.0,4002
13.0,4020
32.0,4038
25.0,4074
13.0,4080
42.0,4098
11.0,4104
51.0,4152
24.0,4164
12.0,4170
20.0,4224
15.0,4242
13.0,4248
32.0,4272
20.0,4284
14.0,4308
14.0,4326
47.0,4356
20.0,4404
28.0,4416
25.0,4422
21.0,4434
18.0,4434
15.0,4494
10.0,4494
26.0,4512
21.0,4542
9.0,4548
12.0,4566
25.0,4572
14.0,4596
30.0,4614
10.0,4632
15.0,4638
20.0,4686
14.0,4716
22.0,4728
31.0,4728
23.0,4752
19.0,4752
27.0,4848
18.0,4860
31.0,4914
27.0,4914
34.0,4920
13.0,4926
34.0,4932
14.0,5004
15.0,5004
14.0,5016
19.0,5028
29.0,5034
25.0,5076
17.0,5106
13.0,5112
11.0,5142
22.0,5160
14.0,5190
14.0,5196
10.0,5256
22.0,5274
22.0,5292
48.0,5304
60.0,5364
10.0,5364
18.0,5364
14.0,5448
26.0,5448
44.0,5454
23.0,5502
39.0,5508
18.0,5610
30.0,5628
30.0,5634
24.0,5652
48.0,5652
39.0,5682
10.0,5712
17.0,5730
20.0,5754
27.0,5772
25.0,5832
20.0,5832
22.0,5862
10.0,5892
41.0,5898
27.0,5916
9.0,5952
37.0,5994
13.0,5994
28.0,6000
23.0,6000
28.0,6060
15.0,6084
24.0,6096
17.0,6096
18.0,6108
12.0,6180
18.0,6192
19.0,6210
25.0,6246
11.0,6258
37.0,6282
19.0,6294
17.0,6384
26.0,6402
35.0,6420
11.0,6450
76.0,6456
36.0,6474
41.0,6540
17.0,6552
19.0,6570
20.0,6660
33.0,6672
43.0,6678
18.0,6678
10.0,6720
14.0,6756
16.0,6774
66.0,6798
46.0,6828
12.0,6870
23.0,6894
30.0,6900
22.0,6906
21.0,6954
15.0,6960
11.0,6972
18.0,7008
22.0,7026
11.0,7038
61.0,7044
12.0,7098
31.0,7146
18.0,7146
14.0,7182
34.0,7212
12.0,7218
38.0,7272
22.0,7314
30.0,7326
23.0,7356
74.0,7398
26.0,7428
21.0,7452
33.0,7512
16.0,7548
21.0,7554
35.0,7566
16.0,7608
69.0,7626
14.0,7638
16.0,7644
43.0,7656
20.0,7686
14.0,7692
20.0,7776
35.0,7836
36.0,7860
36.0,7902
51.0,7944
20.0,7956
10.0,8004
55.0,8022
23.0,8040
48.0,8064
22.0,8088
13.0,8100
19.0,8118
15.0,8130
10.0,8148
16.0,8160
50.0,8160
20.0,8268
29.0,8274
21.0,8286
30.0,8298
24.0,8304
37.0,8352
14.0,8370
18.0,8406
26.0,8460
32.0,8460
33.0,8472
27.0,8568
18.0,8568
20.0,8580
38.0,8580
37.0,8592
32.0,8664
21.0,8706
24.0,8712
32.0,8760
21.0,8832
18.0,8868
53.0,8898
33.0,8910
43.0,8922
18.0,9006
19.0,9036
30.0,9048
41.0,9078
31.0,9096
91.0,9138
24.0,9150
30.0,9216
19.0,9252
32.0,9270
35.0,9306
48.0,9336
13.0,9384
44.0,9414
31.0,9438
30.0,9450
23.0,9474
19.0,9552
19.0,9564
27.0,9576
22.0,9606
47.0,9666
30.0,9732
28.0,9732
27.0,9738
16.0,9762
12.0,9804
111.0,9882
24.0,9906
18.0,9912
17.0,9984
18.0,10020
80.0,10086
59.0,10092
22.0,10152
29.0,10158
52.0,10218
22.0,10224
27.0,10248
93.0,10290
17.0,10350
42.0,10410
13.0,10428
46.0,10494
52.0,10536
