Episodic reward,Step
31.0,30
33.0,63
24.0,87
17.0,104
26.0,130
11.0,141
11.0,152
17.0,169
11.0,180
15.0,195
29.0,224
41.0,265
14.0,279
31.0,310
15.0,325
12.0,337
28.0,365
87.0,452
13.0,465
32.0,497
15.0,512
13.0,525
13.0,538
16.0,554
20.0,574
13.0,587
11.0,598
14.0,612
18.0,630
31.0,661
36.0,697
34.0,731
27.0,758
27.0,785
9.0,794
26.0,820
49.0,869
41.0,910
18.0,928
21.0,949
32.0,981
38.0,1019
36.0,1055
12.0,1067
14.0,1081
17.0,1098
18.0,1116
13.0,1129
24.0,1153
12.0,1165
31.0,1196
29.0,1225
31.0,1256
23.0,1279
29.0,1308
10.0,1318
15.0,1333
40.0,1373
11.0,1384
14.0,1398
14.0,1412
12.0,1424
28.0,1452
16.0,1468
50.0,1518
20.0,1538
26.0,1564
21.0,1585
26.0,1611
50.0,1661
12.0,1673
36.0,1709
32.0,1741
20.0,1761
16.0,1777
28.0,1805
36.0,1841
36.0,1877
27.0,1904
63.0,1967
47.0,2014
40.0,2054
13.0,2067
58.0,2125
15.0,2140
26.0,2166
12.0,2178
17.0,2195
43.0,2238
45.0,2283
10.0,2293
44.0,2337
56.0,2393
21.0,2414
19.0,2433
17.0,2450
76.0,2526
18.0,2544
24.0,2568
17.0,2585
37.0,2622
9.0,2631
14.0,2645
26.0,2671
46.0,2717
19.0,2736
20.0,2756
21.0,2777
45.0,2822
12.0,2834
9.0,2843
62.0,2905
25.0,2930
23.0,2953
41.0,2994
52.0,3046
17.0,3063
27.0,3090
20.0,3110
23.0,3133
28.0,3161
14.0,3175
12.0,3187
28.0,3215
37.0,3252
58.0,3310
48.0,3358
20.0,3378
22.0,3400
47.0,3447
28.0,3475
47.0,3522
74.0,3596
18.0,3614
45.0,3659
16.0,3675
33.0,3708
24.0,3732
18.0,3750
26.0,3776
18.0,3794
28.0,3822
21.0,3843
45.0,3888
30.0,3918
33.0,3951
29.0,3980
39.0,4019
45.0,4064
19.0,4083
30.0,4113
26.0,4139
27.0,4166
24.0,4190
11.0,4201
19.0,4220
27.0,4247
30.0,4277
12.0,4289
48.0,4337
40.0,4377
12.0,4389
56.0,4445
41.0,4486
47.0,4533
26.0,4559
23.0,4582
47.0,4629
56.0,4685
34.0,4719
30.0,4749
33.0,4782
41.0,4823
11.0,4834
16.0,4850
27.0,4877
29.0,4906
12.0,4918
57.0,4975
16.0,4991
60.0,5051
73.0,5124
44.0,5168
20.0,5188
77.0,5265
44.0,5309
58.0,5367
24.0,5391
38.0,5429
63.0,5492
45.0,5537
28.0,5565
34.0,5599
29.0,5628
34.0,5662
24.0,5686
78.0,5764
16.0,5780
26.0,5806
30.0,5836
45.0,5881
17.0,5898
28.0,5926
51.0,5977
26.0,6003
42.0,6045
26.0,6071
13.0,6084
52.0,6136
24.0,6160
73.0,6233
26.0,6259
26.0,6285
27.0,6312
49.0,6361
36.0,6397
11.0,6408
57.0,6465
31.0,6496
78.0,6574
26.0,6600
27.0,6627
36.0,6663
35.0,6698
129.0,6827
27.0,6854
34.0,6888
46.0,6934
17.0,6951
42.0,6993
68.0,7061
47.0,7108
47.0,7155
27.0,7182
43.0,7225
77.0,7302
58.0,7360
35.0,7395
23.0,7418
36.0,7454
41.0,7495
13.0,7508
32.0,7540
31.0,7571
59.0,7630
96.0,7726
67.0,7793
39.0,7832
46.0,7878
40.0,7918
18.0,7936
24.0,7960
69.0,8029
62.0,8091
17.0,8108
105.0,8213
30.0,8243
37.0,8280
32.0,8312
60.0,8372
38.0,8410
15.0,8425
39.0,8464
34.0,8498
14.0,8512
25.0,8537
47.0,8584
23.0,8607
18.0,8625
55.0,8680
53.0,8733
40.0,8773
67.0,8840
38.0,8878
51.0,8929
35.0,8964
52.0,9016
68.0,9084
68.0,9152
26.0,9178
81.0,9259
53.0,9312
104.0,9416
32.0,9448
28.0,9476
61.0,9537
92.0,9629
46.0,9675
59.0,9734
80.0,9814
55.0,9869
67.0,9936
29.0,9965
99.0,10064
78.0,10142
61.0,10203
55.0,10258
52.0,10310
71.0,10381
44.0,10425
36.0,10461
36.0,10497
61.0,10558
28.0,10586
31.0,10617
136.0,10753
118.0,10871
48.0,10919
75.0,10994
29.0,11023
21.0,11044
55.0,11099
35.0,11134
109.0,11243
55.0,11298
39.0,11337
73.0,11410
45.0,11455
59.0,11514
64.0,11578
29.0,11607
36.0,11643
120.0,11763
109.0,11872
28.0,11900
71.0,11971
23.0,11994
76.0,12070
61.0,12131
34.0,12165
122.0,12287
113.0,12400
113.0,12513
77.0,12590
75.0,12665
40.0,12705
