V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000
-0.002196224,3.8722281,7.107309,8.161098,8.874356,9.177564,8.874581,10.383789,9.0300455,7.5771766,9.9513645,9.60137,9.73664,9.323261,9.367933,11.226685,11.194177,10.62055,8.512408,10.394332,11.054196,11.405058,9.57094,8.954681,11.52406
0.004749108,3.948227,7.1391315,8.199761,9.042069,9.247117,9.120297,10.405575,9.119365,7.579269,9.9515915,9.549046,9.827513,9.258352,9.372538,11.243623,11.194455,10.625243,8.527394,10.47925,11.044276,11.434807,9.557262,8.95755,11.534638
0.0091834115,3.8792298,7.129081,8.068275,8.905028,9.202819,8.963102,10.352312,9.077343,7.5917587,9.963966,9.585673,9.783379,9.280211,9.366013,11.239389,11.191359,10.627487,8.516859,10.421882,11.050491,11.414774,9.564318,8.956594,11.529546
0.010458819,3.947598,7.1359982,8.110973,9.056911,9.265585,9.185284,10.371391,9.164078,7.5939155,9.961296,9.524057,9.860005,9.224408,9.36974,11.255881,11.193139,10.630542,8.533474,10.505279,11.039907,11.443392,9.5508175,8.959056,11.521419
0.008410601,3.8858457,7.14203,7.973234,8.928433,9.22138,9.054471,10.32238,9.116734,7.605294,9.972944,9.559063,9.828076,9.238691,9.36404,11.251443,11.189091,10.633088,8.521757,10.450963,11.045624,11.425589,9.55653,8.958111,11.527599
0.0031977315,3.9453855,7.1187596,8.01985,9.067457,9.278913,8.806853,10.339392,9.199134,7.6082606,9.967579,9.490103,9.892263,9.284748,9.367062,11.266719,11.192114,10.634087,8.539992,10.531592,11.047153,11.404905,9.543064,8.960267,11.519544
-0.004872004,3.8913696,7.1423345,7.874226,8.946123,9.235155,9.001414,10.293623,9.148295,7.618423,9.978661,9.521596,9.869863,9.244461,9.362173,11.261601,11.187223,10.636507,8.527259,10.481268,11.04325,11.438004,9.547522,8.959224,11.526108
-0.015443944,3.9408307,7.112878,7.9241905,9.074633,9.288552,8.731155,10.309137,9.225771,7.622998,9.970762,9.448003,9.923552,9.293303,9.364471,11.243928,11.191251,10.635002,8.546867,10.55783,11.044092,11.419912,9.556253,8.961151,11.5181265
-0.028145503,3.8949745,7.1243386,7.769316,8.959191,9.245377,8.932511,10.265625,9.172784,7.631901,9.981333,9.473355,9.908256,9.2505665,9.360426,11.257445,11.185621,10.636677,8.533496,10.512322,11.04035,11.448643,9.546724,8.959965,11.52502
-0.042581208,3.933045,7.0898266,7.8217306,9.0790615,9.29545,8.643234,10.28014,9.245378,7.6389685,9.971025,9.508884,9.953366,9.302149,9.361715,11.235943,11.190453,10.632107,8.553953,10.43688,11.040443,11.4327965,9.553772,8.961712,11.517132
,3.8956707,7.1069875,7.6565337,8.968375,9.252859,8.8461075,10.237923,9.191156,7.6466756,9.9810505,9.460538,9.943005,9.257032,9.35858,11.251404,11.184175,10.632175,8.540532,10.502844,11.0367365,11.458478,9.544191,8.96037,11.524291
,3.920974,7.067583,7.710228,9.081129,9.300226,8.543109,10.251896,9.259179,7.6572413,9.968407,9.492112,9.98136,9.311358,9.350475,11.227043,11.189644,10.636091,8.561034,10.431375,11.03601,11.444558,9.5497875,8.961964,11.516513
,3.8922598,7.0902505,7.5340104,8.974138,9.25814,8.740936,10.209978,9.204309,7.663986,9.977753,9.449937,9.973995,9.263911,9.357021,11.243795,11.18279,10.635424,8.548313,10.497195,11.032193,11.468107,9.540323,8.960478,11.523875
,3.903373,7.0460196,7.587592,9.08103,9.303284,8.431842,10.2239,9.268135,7.6792006,9.962807,9.47828,10.007291,9.32104,9.347242,11.217283,11.188759,10.63839,8.567835,10.429044,11.030602,11.455938,9.544678,8.961929,11.516219
,3.8832982,7.074042,7.400153,8.976707,9.261574,8.616985,10.181149,9.350685,7.685496,9.971243,9.442117,10.001176,9.271288,9.35531,11.234372,11.181385,10.637442,8.55659,10.494453,11.026516,11.477897,9.535452,8.960318,11.523726
,3.8787904,7.024981,7.452073,9.078789,9.304875,8.9067955,10.195629,9.324469,7.6734715,9.953976,9.468024,10.030973,9.331334,9.344198,11.206029,11.187742,10.639752,8.5376625,10.429151,11.024071,11.467463,9.538792,8.961627,11.516202
,3.8670611,7.0582438,7.2538576,8.976096,9.263379,8.691116,10.1506,9.391754,7.6753907,9.961172,9.437593,10.024489,9.279275,9.353561,11.2221155,11.17989,10.638656,8.553059,10.494,11.019549,11.4880705,9.529823,8.9599085,11.523802
,3.8455765,7.004298,7.3025594,9.074271,9.305139,8.973277,10.166494,9.365576,7.6624885,9.941502,9.461837,10.05223,9.342416,9.341518,11.191871,11.186536,10.640514,8.534496,10.431277,11.016347,11.479485,9.532408,8.961076,11.516414
,3.84155,7.042726,7.094761,8.972112,9.263677,8.77029,10.117159,9.419378,7.66896,9.947035,9.436841,10.043822,9.288019,9.351835,11.20489,11.178227,10.639332,8.549974,10.495454,11.01127,11.498777,9.536928,8.959267,11.524061
,3.801941,6.9837937,7.138958,9.06718,9.304132,9.040913,10.135702,9.395869,7.65561,9.9248085,9.460127,10.070845,9.3545065,9.339327,11.1722765,11.185075,10.640883,8.531874,10.435214,11.00751,11.492191,9.53113,8.960291,11.516809
,3.804546,7.0273476,6.923443,8.964344,9.262506,8.854734,10.079052,9.437037,7.6663156,9.928164,9.44031,10.058936,9.297703,9.350121,11.178733,11.176324,10.63963,8.547308,10.498605,11.002945,11.483086,9.534414,8.958401,11.524466
,3.7460766,6.9632874,6.9625583,9.057034,9.301843,9.108891,10.101984,9.417991,7.6528883,9.903128,9.4632845,10.086497,9.367874,9.337662,11.142669,11.183281,10.640988,8.529696,10.440893,11.000568,11.502659,9.529245,8.959286,11.517352
,3.7537603,7.011964,7.050917,8.952136,9.25983,8.943999,10.033558,9.446364,7.667531,9.903719,9.448464,10.069424,9.308557,9.348291,11.104335,11.1740885,10.639639,8.545012,10.503352,10.994691,11.495241,9.531687,8.957315,11.5249815
