Episodic reward,Step
14.0,13
14.0,27
67.0,94
16.0,110
34.0,144
26.0,170
19.0,189
32.0,221
23.0,244
24.0,268
25.0,293
59.0,352
14.0,366
12.0,378
10.0,388
16.0,404
12.0,416
13.0,429
15.0,444
18.0,462
16.0,478
11.0,489
13.0,502
48.0,550
31.0,581
18.0,599
27.0,626
17.0,643
29.0,672
19.0,691
51.0,742
21.0,763
9.0,772
9.0,781
20.0,801
29.0,830
26.0,856
19.0,875
10.0,885
22.0,907
22.0,929
23.0,952
33.0,985
18.0,1003
14.0,1017
28.0,1045
34.0,1079
12.0,1091
55.0,1146
17.0,1163
36.0,1199
30.0,1229
22.0,1251
35.0,1286
26.0,1312
27.0,1339
14.0,1353
11.0,1364
13.0,1377
49.0,1426
18.0,1444
50.0,1494
16.0,1510
29.0,1539
16.0,1555
21.0,1576
96.0,1672
15.0,1687
22.0,1709
12.0,1721
20.0,1741
16.0,1757
13.0,1770
21.0,1791
15.0,1806
22.0,1828
33.0,1861
17.0,1878
26.0,1904
13.0,1917
25.0,1942
76.0,2018
11.0,2029
16.0,2045
40.0,2085
17.0,2102
30.0,2132
22.0,2154
12.0,2166
17.0,2183
22.0,2205
24.0,2229
12.0,2241
12.0,2253
33.0,2286
18.0,2304
51.0,2355
9.0,2364
20.0,2384
41.0,2425
37.0,2462
9.0,2471
124.0,2595
31.0,2626
31.0,2657
18.0,2675
15.0,2690
13.0,2703
15.0,2718
48.0,2766
22.0,2788
23.0,2811
18.0,2829
58.0,2887
38.0,2925
36.0,2961
36.0,2997
21.0,3018
10.0,3028
36.0,3064
13.0,3077
30.0,3107
37.0,3144
43.0,3187
29.0,3216
75.0,3291
52.0,3343
30.0,3373
13.0,3386
26.0,3412
20.0,3432
16.0,3448
14.0,3462
22.0,3484
17.0,3501
62.0,3563
72.0,3635
32.0,3667
54.0,3721
35.0,3756
60.0,3816
34.0,3850
21.0,3871
14.0,3885
20.0,3905
20.0,3925
89.0,4014
17.0,4031
42.0,4073
47.0,4120
33.0,4153
35.0,4188
16.0,4204
44.0,4248
39.0,4287
32.0,4319
38.0,4357
22.0,4379
16.0,4395
85.0,4480
28.0,4508
30.0,4538
30.0,4568
53.0,4621
93.0,4714
84.0,4798
39.0,4837
16.0,4853
18.0,4871
77.0,4948
27.0,4975
80.0,5055
21.0,5076
26.0,5102
23.0,5125
71.0,5196
13.0,5209
31.0,5240
40.0,5280
55.0,5335
33.0,5368
122.0,5490
43.0,5533
50.0,5583
22.0,5605
42.0,5647
26.0,5673
29.0,5702
34.0,5736
81.0,5817
54.0,5871
47.0,5918
88.0,6006
57.0,6063
35.0,6098
23.0,6121
18.0,6139
43.0,6182
28.0,6210
28.0,6238
71.0,6309
80.0,6389
41.0,6430
30.0,6460
16.0,6476
35.0,6511
87.0,6598
13.0,6611
19.0,6630
39.0,6669
33.0,6702
32.0,6734
101.0,6835
23.0,6858
49.0,6907
43.0,6950
51.0,7001
83.0,7084
60.0,7144
100.0,7244
20.0,7264
24.0,7288
56.0,7344
54.0,7398
22.0,7420
73.0,7493
24.0,7517
72.0,7589
93.0,7682
85.0,7767
74.0,7841
33.0,7874
33.0,7907
56.0,7963
22.0,7985
29.0,8014
21.0,8035
43.0,8078
23.0,8101
31.0,8132
21.0,8153
31.0,8184
53.0,8237
23.0,8260
44.0,8304
17.0,8321
104.0,8425
43.0,8468
43.0,8511
36.0,8547
54.0,8601
54.0,8655
29.0,8684
48.0,8732
58.0,8790
40.0,8830
45.0,8875
72.0,8947
26.0,8973
53.0,9026
30.0,9056
30.0,9086
56.0,9142
42.0,9184
33.0,9217
61.0,9278
29.0,9307
69.0,9376
21.0,9397
87.0,9484
127.0,9611
37.0,9648
51.0,9699
137.0,9836
209.0,10045
44.0,10089
37.0,10126
30.0,10156
34.0,10190
24.0,10214
63.0,10277
44.0,10321
114.0,10435
67.0,10502
61.0,10563
72.0,10635
69.0,10704
25.0,10729
30.0,10759
53.0,10812
64.0,10876
37.0,10913
33.0,10946
59.0,11005
23.0,11028
65.0,11093
29.0,11122
45.0,11167
23.0,11190
63.0,11253
55.0,11308
48.0,11356
40.0,11396
68.0,11464
106.0,11570
50.0,11620
82.0,11702
60.0,11762
27.0,11789
64.0,11853
41.0,11894
42.0,11936
58.0,11994
46.0,12040
93.0,12133
13.0,12146
42.0,12188
44.0,12232
40.0,12272
22.0,12294
62.0,12356
36.0,12392
29.0,12421
51.0,12472
74.0,12546
64.0,12610
77.0,12687
17.0,12704
30.0,12734
32.0,12766
61.0,12827
67.0,12894
102.0,12996
56.0,13052
51.0,13103
59.0,13162
97.0,13259
51.0,13310
118.0,13428
24.0,13452
25.0,13477
50.0,13527
45.0,13572
118.0,13690
40.0,13730
36.0,13766
52.0,13818
59.0,13877
35.0,13912
47.0,13959
48.0,14007
34.0,14041
56.0,14097
50.0,14147
115.0,14262
39.0,14301
44.0,14345
45.0,14390
80.0,14470
47.0,14517
34.0,14551
56.0,14607
54.0,14661
64.0,14725
21.0,14746
27.0,14773
60.0,14833
69.0,14902
30.0,14932
57.0,14989
86.0,15075
24.0,15099
38.0,15137
53.0,15190
30.0,15220
119.0,15339
52.0,15391
49.0,15440
35.0,15475
67.0,15542
86.0,15628
117.0,15745
53.0,15798
59.0,15857
57.0,15914
44.0,15958
29.0,15987
95.0,16082
55.0,16137
115.0,16252
64.0,16316
102.0,16418
23.0,16441
51.0,16492
51.0,16543
69.0,16612
43.0,16655
74.0,16729
61.0,16790
91.0,16881
81.0,16962
58.0,17020
84.0,17104
38.0,17142
35.0,17177
82.0,17259
39.0,17298
41.0,17339
56.0,17395
22.0,17417
34.0,17451
138.0,17589
67.0,17656
89.0,17745
43.0,17788
39.0,17827
94.0,17921
92.0,18013
63.0,18076
39.0,18115
66.0,18181
129.0,18310
30.0,18340
48.0,18388
138.0,18526
52.0,18578
55.0,18633
81.0,18714
69.0,18783
102.0,18885
110.0,18995
55.0,19050
91.0,19141
48.0,19189
56.0,19245
87.0,19332
99.0,19431
130.0,19561
175.0,19736
87.0,19823
81.0,19904
182.0,20086
72.0,20158
118.0,20276
62.0,20338
85.0,20423
101.0,20524
49.0,20573
56.0,20629
106.0,20735
52.0,20787
39.0,20826
132.0,20958
89.0,21047
42.0,21089
111.0,21200
57.0,21257
103.0,21360
124.0,21484
32.0,21516
84.0,21600
44.0,21644
144.0,21788
82.0,21870
110.0,21980
55.0,22035
99.0,22134
60.0,22194
61.0,22255
83.0,22338
70.0,22408
76.0,22484
78.0,22562
41.0,22603
76.0,22679
63.0,22742
84.0,22826
251.0,23077
78.0,23155
103.0,23258
130.0,23388
84.0,23472
72.0,23544
91.0,23635
60.0,23695
76.0,23771
52.0,23823
27.0,23850
122.0,23972
57.0,24029
85.0,24114
70.0,24184
158.0,24342
55.0,24397
117.0,24514
73.0,24587
76.0,24663
47.0,24710
115.0,24825
318.0,25143
103.0,25246
115.0,25361
93.0,25454
166.0,25620
120.0,25740
39.0,25779
89.0,25868
276.0,26144
85.0,26229
181.0,26410
60.0,26470
85.0,26555
162.0,26717
53.0,26770
77.0,26847
130.0,26977
98.0,27075
141.0,27216
311.0,27527
209.0,27736
101.0,27837
118.0,27955
138.0,28093
111.0,28204
161.0,28365
143.0,28508
139.0,28647
32.0,28679
202.0,28881
146.0,29027
197.0,29224
124.0,29348
175.0,29523
298.0,29821
175.0,29996
223.0,30219
192.0,30411
203.0,30614
141.0,30755
166.0,30921
166.0,31087
170.0,31257
79.0,31336
68.0,31404
186.0,31590
165.0,31755
34.0,31789
221.0,32010
325.0,32335
357.0,32692
179.0,32871
176.0,33047
161.0,33208
204.0,33412
119.0,33531
184.0,33715
142.0,33857
154.0,34011
42.0,34053
264.0,34317
83.0,34400
224.0,34624
163.0,34787
124.0,34911
269.0,35180
220.0,35400
72.0,35472
132.0,35604
391.0,35995
270.0,36265
347.0,36612
245.0,36857
89.0,36946
358.0,37304
304.0,37608
258.0,37866
326.0,38192
123.0,38315
132.0,38447
135.0,38582
332.0,38914
500.0,39414
185.0,39599
288.0,39887
243.0,40130
297.0,40427
354.0,40781
112.0,40893
275.0,41168
181.0,41349
281.0,41630
248.0,41878
319.0,42197
294.0,42491
500.0,42991
500.0,43491
95.0,43586
394.0,43980
256.0,44236
194.0,44430
44.0,44474
147.0,44621
243.0,44864
54.0,44918
217.0,45135
181.0,45316
108.0,45424
214.0,45638
108.0,45746
286.0,46032
114.0,46146
234.0,46380
146.0,46526
279.0,46805
290.0,47095
500.0,47595
464.0,48059
326.0,48385
449.0,48834
500.0,49334
211.0,49545
220.0,49765
299.0,50064
268.0,50332
473.0,50805
326.0,51131
181.0,51312
159.0,51471
500.0,51971
246.0,52217
487.0,52704
401.0,53105
275.0,53380
231.0,53611
299.0,53910
250.0,54160
241.0,54401
277.0,54678
281.0,54959
104.0,55063
254.0,55317
283.0,55600
378.0,55978
160.0,56138
302.0,56440
272.0,56712
417.0,57129
500.0,57629
500.0,58129
104.0,58233
500.0,58733
228.0,58961
471.0,59432
112.0,59544
500.0,60044
500.0,60544
453.0,60997
259.0,61256
428.0,61684
356.0,62040
268.0,62308
331.0,62639
500.0,63139
251.0,63390
378.0,63768
301.0,64069
365.0,64434
174.0,64608
271.0,64879
496.0,65375
298.0,65673
185.0,65858
422.0,66280
203.0,66483
215.0,66698
500.0,67198
474.0,67672
238.0,67910
500.0,68410
500.0,68910
500.0,69410
324.0,69734
500.0,70234
489.0,70723
442.0,71165
500.0,71665
498.0,72163
500.0,72663
500.0,73163
433.0,73596
500.0,74096
500.0,74596
500.0,75096
500.0,75596
500.0,76096
393.0,76489
379.0,76868
500.0,77368
500.0,77868
500.0,78368
500.0,78868
500.0,79368
500.0,79868
500.0,80368
408.0,80776
500.0,81276
137.0,81413
500.0,81913
332.0,82245
500.0,82745
500.0,83245
500.0,83745
500.0,84245
500.0,84745
500.0,85245
500.0,85745
302.0,86047
396.0,86443
352.0,86795
329.0,87124
500.0,87624
500.0,88124
500.0,88624
500.0,89124
500.0,89624
500.0,90124
500.0,90624
449.0,91073
500.0,91573
500.0,92073
128.0,92201
500.0,92701
500.0,93201
500.0,93701
500.0,94201
500.0,94701
500.0,95201
500.0,95701
500.0,96201
500.0,96701
142.0,96843
500.0,97343
500.0,97843
500.0,98343
430.0,98773
330.0,99103
287.0,99390
409.0,99799
500.0,100299
360.0,100659
477.0,101136
500.0,101636
152.0,101788
312.0,102100
500.0,102600
403.0,103003
500.0,103503
276.0,103779
212.0,103991
500.0,104491
500.0,104991
500.0,105491
340.0,105831
500.0,106331
415.0,106746
500.0,107246
442.0,107688
381.0,108069
500.0,108569
500.0,109069
500.0,109569
500.0,110069
500.0,110569
500.0,111069
500.0,111569
500.0,112069
500.0,112569
500.0,113069
500.0,113569
500.0,114069
500.0,114569
500.0,115069
500.0,115569
500.0,116069
500.0,116569
500.0,117069
500.0,117569
500.0,118069
500.0,118569
500.0,119069
500.0,119569
500.0,120069
500.0,120569
500.0,121069
423.0,121492
500.0,121992
500.0,122492
500.0,122992
500.0,123492
500.0,123992
500.0,124492
500.0,124992
500.0,125492
500.0,125992
500.0,126492
500.0,126992
500.0,127492
500.0,127992
500.0,128492
500.0,128992
500.0,129492
500.0,129992
500.0,130492
500.0,130992
500.0,131492
500.0,131992
500.0,132492
500.0,132992
500.0,133492
500.0,133992
500.0,134492
500.0,134992
500.0,135492
500.0,135992
500.0,136492
500.0,136992
500.0,137492
500.0,137992
500.0,138492
500.0,138992
500.0,139492
500.0,139992
500.0,140492
500.0,140992
500.0,141492
500.0,141992
500.0,142492
500.0,142992
500.0,143492
500.0,143992
500.0,144492
500.0,144992
500.0,145492
500.0,145992
500.0,146492
500.0,146992
500.0,147492
500.0,147992
500.0,148492
500.0,148992
500.0,149492
402.0,149894
334.0,150228
253.0,150481
444.0,150925
500.0,151425
500.0,151925
500.0,152425
500.0,152925
500.0,153425
500.0,153925
500.0,154425
500.0,154925
500.0,155425
500.0,155925
500.0,156425
500.0,156925
500.0,157425
500.0,157925
500.0,158425
500.0,158925
500.0,159425
500.0,159925
500.0,160425
500.0,160925
500.0,161425
500.0,161925
500.0,162425
500.0,162925
500.0,163425
500.0,163925
500.0,164425
500.0,164925
500.0,165425
500.0,165925
500.0,166425
500.0,166925
500.0,167425
500.0,167925
500.0,168425
500.0,168925
500.0,169425
500.0,169925
500.0,170425
500.0,170925
500.0,171425
500.0,171925
500.0,172425
500.0,172925
500.0,173425
500.0,173925
500.0,174425
500.0,174925
500.0,175425
500.0,175925
500.0,176425
500.0,176925
500.0,177425
500.0,177925
500.0,178425
500.0,178925
500.0,179425
500.0,179925
500.0,180425
500.0,180925
320.0,181245
500.0,181745
500.0,182245
500.0,182745
500.0,183245
500.0,183745
500.0,184245
500.0,184745
500.0,185245
500.0,185745
500.0,186245
500.0,186745
500.0,187245
500.0,187745
500.0,188245
500.0,188745
500.0,189245
500.0,189745
500.0,190245
500.0,190745
500.0,191245
500.0,191745
500.0,192245
500.0,192745
500.0,193245
500.0,193745
500.0,194245
500.0,194745
500.0,195245
500.0,195745
500.0,196245
500.0,196745
500.0,197245
500.0,197745
500.0,198245
500.0,198745
500.0,199245
500.0,199745
500.0,200245
500.0,200745
500.0,201245
500.0,201745
500.0,202245
500.0,202745
500.0,203245
500.0,203745
500.0,204245
500.0,204745
500.0,205245
500.0,205745
500.0,206245
500.0,206745
500.0,207245
500.0,207745
500.0,208245
500.0,208745
500.0,209245
500.0,209745
500.0,210245
500.0,210745
500.0,211245
500.0,211745
500.0,212245
500.0,212745
500.0,213245
500.0,213745
500.0,214245
419.0,214664
423.0,215087
500.0,215587
500.0,216087
500.0,216587
500.0,217087
356.0,217443
500.0,217943
500.0,218443
500.0,218943
500.0,219443
500.0,219943
500.0,220443
500.0,220943
500.0,221443
500.0,221943
500.0,222443
500.0,222943
500.0,223443
500.0,223943
500.0,224443
500.0,224943
500.0,225443
500.0,225943
500.0,226443
500.0,226943
500.0,227443
500.0,227943
500.0,228443
500.0,228943
500.0,229443
500.0,229943
349.0,230292
500.0,230792
500.0,231292
500.0,231792
500.0,232292
500.0,232792
500.0,233292
500.0,233792
500.0,234292
500.0,234792
191.0,234983
500.0,235483
500.0,235983
500.0,236483
500.0,236983
500.0,237483
500.0,237983
500.0,238483
500.0,238983
500.0,239483
119.0,239602
500.0,240102
500.0,240602
500.0,241102
500.0,241602
192.0,241794
500.0,242294
500.0,242794
500.0,243294
500.0,243794
500.0,244294
500.0,244794
500.0,245294
500.0,245794
500.0,246294
500.0,246794
453.0,247247
500.0,247747
500.0,248247
500.0,248747
437.0,249184
500.0,249684
500.0,250184
500.0,250684
500.0,251184
500.0,251684
500.0,252184
500.0,252684
500.0,253184
500.0,253684
500.0,254184
500.0,254684
500.0,255184
500.0,255684
500.0,256184
420.0,256604
500.0,257104
500.0,257604
500.0,258104
500.0,258604
500.0,259104
500.0,259604
500.0,260104
500.0,260604
500.0,261104
500.0,261604
500.0,262104
500.0,262604
500.0,263104
500.0,263604
500.0,264104
500.0,264604
500.0,265104
500.0,265604
500.0,266104
500.0,266604
500.0,267104
500.0,267604
500.0,268104
500.0,268604
500.0,269104
500.0,269604
500.0,270104
500.0,270604
500.0,271104
418.0,271522
500.0,272022
434.0,272456
479.0,272935
500.0,273435
500.0,273935
