Mean episodic reward
12.0
193.4
477.0
490.6
480.5
484.9
500.0
500.0
500.0
489.5
500.0
500.0
494.1
450.9
500.0
500.0
500.0
500.0
500.0
500.0
493.1
500.0
500.0
500.0
500.0
