Mean episodic reward
9.9
124.7
287.5
406.0
500.0
500.0
494.4
500.0
461.1
300.9
500.0
495.1
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
