Mean episodic reward
9.5
262.8
500.0
500.0
106.4
131.4
146.0
116.5
229.6
108.8
226.7
195.5
361.3
124.9
166.6
108.5
66.5
91.9
118.2
251.6
146.3
160.1
108.1
189.4
171.0
377.1
