V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000,V_Values_500000
0.063325465,5.433763,8.159124,8.951243,10.105753,9.326481,6.79906,5.2305994,3.9330254,5.039855,3.9342427,7.699239,4.9991345,7.050262,6.015464,4.078146,4.394582,6.506669,5.3989506,5.960406,4.4936495,4.5558763,4.70288,5.7839546,6.282528,5.7950125
0.054080874,5.0923805,8.174527,9.019281,10.088003,9.71481,6.2630153,5.1553917,3.800448,4.7515616,3.9278574,7.656893,4.9524293,6.637202,5.5083447,3.9898744,4.392716,6.4942155,5.6125665,5.59715,4.4880934,4.48946,4.655141,6.307219,6.218792,5.8860664
0.040440246,5.3832326,8.16172,8.85433,10.054643,9.452584,6.3420906,5.123436,3.8035803,4.69489,3.9279497,7.603918,4.9971747,7.073517,5.572896,3.975485,4.391463,6.4985733,5.4758863,5.5762396,4.4464664,4.515376,4.6780996,5.9092526,6.1150723,5.7678037
0.024648272,5.5330377,8.1756735,8.907896,10.041495,9.771985,5.58158,5.03425,3.66987,4.779068,3.9251142,7.5710726,4.944258,6.496579,5.7977324,3.8910856,4.3901873,6.481204,5.6721964,5.239815,4.439378,4.4275875,4.630183,6.336172,5.962379,5.8460674
0.0088565275,5.4151,8.163288,8.743568,10.007483,9.580389,5.6139865,4.983077,3.6639137,4.7019053,3.9251435,7.5454082,4.9774837,6.9702263,5.7882204,3.8682015,4.388979,6.4847927,5.5387316,5.2083826,4.403722,4.4523983,4.648719,5.9299183,5.79163,5.7437077
-0.0055256784,5.5374274,8.176349,8.783867,9.999288,9.781356,4.915421,4.883991,3.531566,4.789016,3.9237323,7.5237913,4.9176607,6.400509,5.8397703,3.7906315,4.3881607,6.454234,5.71644,5.3272624,4.39789,4.3263054,4.614551,6.3115315,5.7447963,5.809928
-0.017966121,5.4463005,8.164007,8.626823,9.969005,9.675528,4.894434,4.814624,3.5149097,4.717369,3.9237359,7.518121,4.9435,6.775317,5.884838,3.7609017,4.3870487,6.4542756,5.5888577,5.1828094,4.368637,4.3474073,4.623722,5.8643394,5.643875,5.7220488
-0.02857162,5.5387154,8.176625,8.655277,9.964918,9.755446,4.410871,4.763651,3.3871686,4.810315,3.924382,7.5059795,4.8752584,6.3316298,5.825512,3.7525349,4.3865557,6.3995786,5.7495236,5.302044,4.3654423,4.1591263,4.628982,6.2316756,5.5996675,5.7769003
,5.475607,8.163954,8.506882,9.940032,9.718909,4.376859,4.6837826,3.3588347,4.7423615,3.9238238,7.5112476,4.8966455,6.6308584,5.8636336,3.6947792,4.385521,6.388955,5.6286483,5.1629043,4.341597,4.1679926,4.6343412,5.7114077,5.480324,5.702486
,5.5358896,8.176525,8.524748,9.938914,9.710697,4.554233,4.6286564,3.2393196,4.8448763,3.924591,7.505725,4.819709,6.277316,5.7975836,3.6774294,4.3852577,6.2991123,5.77484,5.2810564,4.341122,3.916699,4.6528177,6.08294,5.438517,5.7463846
,5.501418,8.163114,8.379044,9.91925,9.712036,4.374977,4.5542064,3.1992896,4.779181,3.9239817,7.5150423,4.8378515,6.5295,5.8271084,3.6132178,4.384272,6.269903,5.6605763,5.1469975,4.3199644,3.9027765,4.6566043,5.4618087,5.29746,5.6850147
,5.2598886,8.176023,8.386305,9.920165,9.662248,4.5617948,4.49677,3.09118,4.8963165,3.9249122,7.5134516,4.7544813,6.2270045,5.7619095,3.5866776,4.3841853,6.161026,5.7948966,5.2630677,4.2880454,3.9342906,4.6435266,5.8414774,5.2541904,5.7182646
,5.4807487,8.161381,8.228901,9.904831,9.672768,4.382413,4.4296074,3.0403204,4.8317833,3.924231,7.522752,4.7692313,6.432455,5.7847557,3.5196881,4.383234,6.1182065,5.6868315,5.1337423,4.286161,3.7356002,4.6461873,5.117082,5.0919914,5.6698875
,5.200723,8.175037,8.222643,9.90717,9.662764,4.5806046,4.371484,2.945415,4.9706774,3.9253907,7.5230837,4.6835594,6.183776,5.8303213,3.4846597,4.3820596,6.0158787,5.8115005,5.246946,4.244108,3.766365,4.6282735,5.4815755,5.0448103,5.693144
,5.4510465,8.158545,8.031041,9.895208,9.731782,4.399065,4.312071,2.884888,4.9065733,3.9246097,7.530608,4.6944113,6.3269143,5.7808456,3.419277,4.38214,5.9729557,5.709234,5.122124,4.243651,3.61192,4.633551,4.69598,4.8765383,5.657424
,5.12896,8.173422,8.003769,9.898633,9.587777,4.6114507,4.253664,2.8029408,5.077606,3.9261043,7.5316153,4.612366,6.151474,5.824328,3.377816,4.3807397,5.9432745,5.8259706,5.2317395,4.189028,3.6361396,4.6097827,5.0164843,4.8291345,5.6721263
,5.4083157,8.154235,7.7494955,9.88924,9.745085,4.4256268,4.201195,2.7332606,5.013677,3.9251812,7.5370026,4.6181855,6.232531,5.7775707,3.3183877,4.380923,5.901965,5.729269,5.111405,4.1899047,3.5264843,4.617444,4.243338,4.6821218,5.6477685
,5.536572,8.170921,7.6872272,9.8935995,9.44824,4.65584,4.1412954,2.661835,5.2320004,3.927191,7.5380316,4.546552,6.12982,5.818692,3.273691,4.3792458,5.8885365,5.839302,5.216696,4.1209197,3.5429356,4.5865073,4.4820495,4.6420903,5.656067
,5.440268,8.147861,7.334018,9.886165,9.689487,4.4634156,4.094247,2.5819342,5.1687064,3.9260616,7.5414944,4.546441,6.168462,5.774926,3.22346,4.379533,5.8728685,5.7481537,5.1010633,4.1225615,3.4684079,4.596261,3.8740134,4.535975,5.6407557
,5.5386176,8.167117,7.209623,9.891442,9.31168,4.7156806,4.0303783,2.5167477,5.4554253,3.9289117,7.542246,4.4886684,6.115453,5.813226,3.1790824,4.377529,5.8670974,5.8522773,5.201245,4.0392284,3.4782605,4.556695,3.989012,4.5076857,5.6449194
,5.4704747,8.138501,6.6937356,9.88552,9.56695,4.514209,3.987189,2.4235733,5.3942466,3.9274745,7.5502024,4.484593,6.1332,5.773024,3.1394482,4.377925,5.861161,5.766894,5.090741,4.04043,3.4284313,4.5679684,4.5617304,4.4421225,5.6359625
,5.536644,8.161316,6.451294,9.891799,9.21809,4.793023,3.9165158,2.3594077,5.773857,3.931795,7.5570917,4.438488,6.1043997,5.8073187,3.0983691,4.3755436,5.858501,5.8655386,5.1849866,3.9460778,3.433407,4.5187345,4.253501,4.424449,5.637805
