Mean episodic reward
9.7
409.2
344.3
270.2
490.5
500.0
500.0
500.0
175.4
119.1
149.9
123.6
305.7
125.4
405.6
496.7
123.7
121.0
304.0
199.6
117.1
343.5
306.4
328.6
373.3
443.7
