Mean episodic reward
9.0
420.8
469.6
463.3
500.0
489.6
308.2
82.8
50.0
194.9
258.4
455.0
161.7
427.7
334.6
104.7
138.3
207.9
191.5
247.0
91.9
127.6
346.5
335.3
354.9
325.7
