Episodic reward,Step
5.0,0
6.0,0
6.0,0
9.0,36
4.0,36
10.0,36
9.0,72
16.0,72
12.0,72
10.0,108
4.0,108
11.0,108
5.0,108
11.0,144
4.0,144
5.0,144
7.0,144
7.0,144
7.0,180
7.0,180
8.0,180
10.0,180
29.0,216
7.0,216
9.0,216
7.0,252
12.0,252
19.0,252
8.0,252
3.0,252
7.0,288
7.0,288
5.0,288
12.0,288
5.0,324
9.0,324
10.0,324
4.0,324
15.0,360
7.0,360
6.0,396
11.0,396
5.0,396
19.0,396
25.0,432
13.0,432
6.0,432
9.0,468
12.0,468
11.0,468
14.0,504
8.0,504
11.0,540
5.0,540
14.0,540
5.0,540
5.0,576
10.0,576
20.0,576
4.0,612
12.0,612
9.0,612
8.0,612
32.0,612
5.0,612
4.0,648
5.0,648
9.0,648
14.0,648
7.0,684
6.0,684
9.0,684
5.0,684
7.0,684
5.0,684
4.0,720
15.0,756
15.0,792
14.0,792
10.0,792
5.0,828
21.0,828
11.0,828
40.0,864
5.0,864
9.0,864
16.0,864
12.0,900
9.0,900
5.0,900
8.0,936
11.0,936
15.0,936
4.0,936
4.0,936
32.0,972
5.0,972
13.0,1008
5.0,1008
11.0,1008
4.0,1008
15.0,1044
4.0,1044
6.0,1044
4.0,1044
5.0,1044
24.0,1080
12.0,1116
16.0,1116
13.0,1152
17.0,1152
8.0,1152
29.0,1224
12.0,1224
13.0,1224
16.0,1260
22.0,1260
7.0,1260
5.0,1260
4.0,1260
50.0,1296
5.0,1296
8.0,1296
9.0,1332
8.0,1332
13.0,1332
14.0,1368
18.0,1368
11.0,1368
7.0,1368
10.0,1404
4.0,1404
17.0,1404
9.0,1440
12.0,1440
9.0,1440
7.0,1476
11.0,1476
10.0,1476
8.0,1476
8.0,1512
18.0,1548
14.0,1548
19.0,1584
6.0,1584
17.0,1584
11.0,1584
10.0,1620
9.0,1656
12.0,1656
4.0,1656
14.0,1656
15.0,1692
6.0,1692
60.0,1728
5.0,1728
15.0,1728
15.0,1764
13.0,1764
6.0,1764
25.0,1764
10.0,1800
10.0,1800
7.0,1800
10.0,1836
10.0,1836
12.0,1836
8.0,1872
11.0,1872
9.0,1872
5.0,1872
13.0,1908
17.0,1908
5.0,1908
14.0,1908
9.0,1944
7.0,1944
14.0,1944
11.0,1980
11.0,1980
8.0,1980
9.0,1980
7.0,1980
6.0,2016
8.0,2052
23.0,2052
8.0,2052
13.0,2088
6.0,2088
7.0,2088
22.0,2088
10.0,2124
9.0,2124
25.0,2124
12.0,2160
8.0,2196
16.0,2196
28.0,2232
7.0,2232
25.0,2304
21.0,2304
16.0,2340
26.0,2340
17.0,2340
11.0,2340
16.0,2376
10.0,2412
7.0,2412
50.0,2412
14.0,2412
6.0,2448
6.0,2484
13.0,2484
13.0,2484
14.0,2520
7.0,2520
21.0,2520
4.0,2556
34.0,2556
16.0,2556
9.0,2556
13.0,2592
20.0,2592
8.0,2628
13.0,2664
13.0,2664
6.0,2700
24.0,2700
19.0,2700
38.0,2772
22.0,2772
8.0,2808
30.0,2880
14.0,2880
41.0,2880
17.0,2952
17.0,2988
31.0,2988
24.0,3024
53.0,3024
56.0,3024
21.0,3096
20.0,3132
8.0,3132
25.0,3168
24.0,3168
23.0,3168
36.0,3204
12.0,3204
11.0,3240
20.0,3240
23.0,3312
17.0,3312
5.0,3312
7.0,3348
39.0,3420
27.0,3420
30.0,3420
19.0,3456
19.0,3456
8.0,3456
42.0,3456
8.0,3492
12.0,3528
7.0,3528
24.0,3564
16.0,3564
10.0,3600
14.0,3636
36.0,3672
24.0,3708
53.0,3708
7.0,3744
10.0,3780
24.0,3816
34.0,3816
12.0,3816
36.0,3852
18.0,3924
61.0,3924
21.0,3924
26.0,3924
24.0,3960
23.0,3996
12.0,3996
10.0,3996
20.0,4104
35.0,4104
25.0,4176
41.0,4176
8.0,4212
25.0,4248
43.0,4284
27.0,4284
19.0,4284
8.0,4284
23.0,4356
12.0,4356
76.0,4392
