V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000
-0.041920647,4.670081,5.8818536,7.72557,9.979343,9.961364,10.289203,10.50622,10.108614,9.719904,9.504511,10.181046,9.631045,10.072189,10.8074255,9.735785,10.401122,10.61855,10.259458,11.45509,10.117459,9.98618,10.191121,10.380757,10.492137
-0.046057947,4.67024,5.8838925,7.7257543,9.979954,9.962214,10.289174,10.506675,10.126537,9.740538,9.5247,10.191982,9.629986,10.072034,10.803889,9.734408,10.405105,10.618179,10.259281,11.453385,10.116105,9.984472,10.191547,10.3795595,10.490509
-0.049709138,4.6689725,5.8853126,7.7254295,9.980641,9.962773,10.2882595,10.507172,10.131773,9.75254,9.524044,10.196295,9.628817,10.0719185,10.807983,9.741374,10.405698,10.620228,10.260921,11.454029,10.117467,9.984961,10.189892,10.380373,10.49266
-0.05307744,4.6684823,5.8874755,7.7253165,9.981162,9.963354,10.287838,10.507598,10.140855,9.762326,9.536626,10.200735,9.627598,10.071796,10.80657,9.739302,10.405681,10.619297,10.260414,11.452915,10.114227,9.984093,10.187617,10.380658,10.492064
-0.056335185,4.666687,5.8891244,7.7249475,9.981655,9.963789,10.287286,10.508007,10.147662,9.769917,9.539255,10.203903,9.626352,10.071703,10.808838,9.739978,10.405079,10.619309,10.262055,11.452869,10.117073,9.98335,10.185251,10.380916,10.4928665
-0.05963456,4.665509,5.891357,7.724639,9.982038,9.964161,10.286903,10.508365,10.154644,9.775566,9.547779,10.206468,9.625103,10.071612,10.80842,9.737045,10.404126,10.618139,10.261243,11.452033,10.108853,9.982408,10.183164,10.3811035,10.492594
-0.0631167,4.6631265,5.893151,7.724184,9.982357,9.964425,10.286557,10.508686,10.160702,9.779634,9.551349,10.208303,9.623865,10.071546,10.809756,9.734644,10.403065,10.617237,10.262896,11.451696,10.115089,9.981406,10.181476,10.381252,10.492854
-0.06691915,4.661221,5.8953953,7.723726,9.982586,9.964606,10.286313,10.508959,10.166244,9.782513,9.557379,10.209586,9.62266,10.071486,10.809763,9.730571,10.4020815,10.6158,10.261802,11.451,10.105572,9.980323,10.180103,10.381372,10.492645
-0.07118279,4.6581945,5.8972583,7.72317,9.982742,9.964694,10.2861395,10.509191,10.171084,9.78455,9.560791,10.210394,9.621498,10.071446,10.81059,9.726415,10.401301,10.614411,10.263464,11.45055,10.115093,9.979173,10.178907,10.3814745,10.492627
-0.07605794,4.655519,5.899461,7.7225823,9.982818,9.964699,10.286048,10.509377,10.175325,9.786034,9.565098,10.210845,9.620395,10.071417,10.810747,9.721544,10.400787,10.612804,10.2621155,11.4499445,10.104048,9.977955,10.177778,10.381562,10.492382
-0.08170988,4.6517944,5.901327,7.721919,9.982825,9.96462,10.28603,10.509518,10.178973,9.787175,9.567916,10.211036,9.619364,10.071405,10.811282,9.716668,10.400558,10.611238,10.263789,11.449473,10.114971,9.976668,10.176655,10.38164,10.4921875
-0.08832392,4.648306,5.903441,7.7212124,9.982763,9.964466,10.286083,10.509617,10.182088,9.788111,9.570943,10.21106,9.618413,10.0714035,10.811474,9.711706,10.4006,10.6096525,10.262218,11.44895,10.101538,9.975314,10.175517,10.38171,10.491865
-0.09610934,4.6438293,5.9052577,7.720443,9.982639,9.964242,10.286198,10.509673,10.184716,9.788918,9.573059,10.21099,9.617553,10.071417,10.811835,9.707041,10.400883,10.60818,10.2639,11.448514,10.114579,9.973892,10.17437,10.381778,10.491538
-0.10530102,4.639486,5.907249,7.7196274,9.982459,9.963957,10.286369,10.50969,10.186917,9.789624,9.575109,10.210889,9.616788,10.07144,10.812021,9.702747,10.4013605,10.606832,10.262144,11.448079,10.100758,9.972402,10.173229,10.381839,10.491129
-0.11615686,4.634206,5.9089737,7.71876,9.982229,9.963617,10.28659,10.509669,10.188737,9.7902355,9.576559,10.210802,9.616124,10.071473,10.812284,9.699044,10.401989,10.605682,10.263837,11.447717,10.1136675,9.970845,10.1721115,10.381901,10.490693
-0.1289467,4.628964,5.9108186,7.7178516,9.981956,9.963234,10.286853,10.509614,10.190225,9.790739,9.577852,10.210756,9.615563,10.071516,10.81246,9.696008,10.402723,10.604755,10.261925,11.447387,10.099081,9.969225,10.171031,10.381961,10.490198
,4.6228313,5.9124255,7.7169037,9.9816475,9.962814,10.287148,10.509524,10.1914215,9.791119,9.578728,10.210768,9.615106,10.071568,10.81267,9.693731,10.403525,10.604088,10.263631,11.447123,10.1128235,9.967546,10.170001,10.38202,10.489672
,4.616652,5.914109,7.7159257,9.981312,9.962368,10.28747,10.509406,10.19236,9.791359,9.579424,10.210839,9.614751,10.071625,10.812837,9.692234,10.404356,10.60369,10.261592,11.446909,10.09806,9.965815,10.16903,10.382081,10.489101
,4.60962,5.9155817,7.714924,9.980956,9.961907,10.28781,10.509262,10.193068,9.7914505,9.579813,10.210965,9.614497,10.0716915,10.813021,9.691514,10.40519,10.603571,10.263317,11.446761,10.111911,9.964037,10.168127,10.382143,10.4885
,4.6024647,5.917099,7.713909,9.980588,9.961441,10.288162,10.509095,10.19357,9.791398,9.580028,10.211131,9.614338,10.07176,10.813181,9.691524,10.406002,10.603722,10.261168,11.4466715,10.096306,9.962224,10.167299,10.382206,10.487866
,4.5944896,5.918429,7.7128897,9.980215,9.960977,10.288519,10.508907,10.193883,9.791205,9.579998,10.211321,9.61427,10.071833,10.81335,9.692196,10.406775,10.604126,10.262922,11.446644,10.111113,9.9603815,10.166553,10.382273,10.487211
,4.5863233,5.9197807,7.7118773,9.979847,9.960525,10.288875,10.508704,10.194024,9.790891,9.5798025,10.2115135,9.614285,10.071908,10.8135,9.693439,10.407496,10.604758,10.260675,11.446678,10.095265,9.958526,10.165891,10.38234,10.486532
