V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000
0.17426911,2.3991082,4.673762,5.674534,6.892374,6.4221745,7.35143,7.580867,9.298202,8.2157135,8.134011,10.701302,8.983195,9.536655,9.559778,10.263794,9.198922,11.337678,9.203437,9.812839,9.487435,10.756784,9.644802,11.017854,10.0840225
0.17432854,2.4005413,4.6671357,5.6774907,6.8862433,6.42385,7.353728,7.5798845,9.29745,8.217206,8.133886,10.701523,8.984237,9.536697,9.559103,10.264931,9.191803,11.337776,9.202183,9.812577,9.490261,10.759895,9.6433115,11.017757,10.083478
0.17441191,2.4014106,4.6686807,5.6804676,6.8807354,6.4228463,7.3600016,7.5779266,9.296788,8.218176,8.134069,10.701514,8.984291,9.536776,9.559104,10.267903,9.18685,11.336553,9.201345,9.812475,9.489119,10.762447,9.641242,11.017869,10.082926
0.17452498,2.4024296,4.6639037,5.683383,6.8745737,6.4247203,7.3620424,7.5768194,9.296445,8.219794,8.133851,10.701541,8.985088,9.536842,9.558653,10.268961,9.178281,11.336154,9.200419,9.812345,9.490874,10.764809,9.639428,11.017549,10.082365
0.17464878,2.4033933,4.6651144,5.6867585,6.8693595,6.4229198,7.37004,7.574341,9.296189,8.220622,8.1339035,10.701373,8.985084,9.536936,9.558685,10.271342,9.171203,11.33509,9.199878,9.812296,9.489994,10.766754,9.637087,11.017546,10.081808
0.17475076,2.4043067,4.6619663,5.6895576,6.863236,6.4251256,7.371328,7.573183,9.296256,8.222414,8.133599,10.701247,8.985694,9.537025,9.558402,10.272283,9.161686,11.33442,9.19938,9.812261,9.490843,10.768462,9.634969,11.017108,10.081263
0.1747873,2.4051228,4.6632347,5.693397,6.8584943,6.422289,7.381584,7.5700827,9.296398,8.223019,8.133535,10.70096,8.985648,9.537135,9.558471,10.274088,9.153307,11.333421,9.199208,9.812276,9.489953,10.769848,9.632436,11.01703,10.080731
0.17470236,2.4058046,4.661548,5.695987,6.852442,6.4250345,7.3813753,7.5689936,9.296855,8.2250595,8.133156,10.700722,8.986122,9.537246,9.558316,10.27481,9.143414,11.332616,9.199151,9.812316,9.489971,10.771009,9.630107,11.016551,10.080225
0.17442359,2.4063096,4.6631465,5.7003593,6.8483667,6.420841,7.394685,7.56514,9.297365,8.2253275,8.13299,10.700356,8.986052,9.537371,9.558422,10.276032,9.134499,11.3316555,9.199355,9.812391,9.48885,10.771924,9.627503,11.016425,10.07974
0.17385617,2.406594,4.6627884,5.7026315,6.842368,6.4244323,7.391876,7.564297,9.298176,8.227733,8.132546,10.700039,8.986427,9.537497,9.558372,10.276431,9.1247835,11.330798,9.199692,9.812491,9.488117,10.772648,9.625102,11.0159645,10.0792885
0.1728758,2.406613,4.6648903,5.707606,6.839185,6.418452,7.409407,7.5595098,9.299011,8.227494,8.132295,10.699628,8.986343,9.537632,9.5585165,10.277074,9.11598,11.329881,9.200227,9.812617,9.486642,10.773189,9.622566,11.015822,10.078866
0.1713206,2.406321,4.665734,5.709436,6.833159,6.4233327,7.402384,7.559164,9.300125,8.230437,8.131801,10.699268,8.986649,9.537772,9.558551,10.277079,9.106903,11.32903,9.200879,9.812762,9.48528,10.773584,9.620246,11.015423,10.078482
0.16898291,2.4056706,4.6684313,5.715083,6.8311415,6.414977,7.425821,7.5531936,9.3012295,8.229448,8.131479,10.698847,8.986559,9.537916,9.558737,10.277166,9.098696,11.328168,9.20167,9.812926,9.483457,10.773851,9.617919,11.015288,10.078129
