Episodic reward,Step
4.0,3
4.0,7
7.0,14
5.0,19
10.0,29
12.0,41
12.0,53
41.0,94
12.0,106
5.0,111
10.0,121
8.0,129
9.0,138
8.0,146
8.0,154
6.0,160
6.0,166
12.0,178
5.0,183
9.0,192
6.0,198
20.0,218
8.0,226
6.0,232
9.0,241
8.0,249
3.0,252
11.0,263
4.0,267
8.0,275
4.0,279
6.0,285
10.0,295
9.0,304
5.0,309
3.0,312
7.0,319
7.0,326
5.0,331
6.0,337
11.0,348
4.0,352
8.0,360
8.0,368
10.0,378
15.0,393
11.0,404
15.0,419
6.0,425
6.0,431
7.0,438
6.0,444
5.0,449
9.0,458
5.0,463
9.0,472
9.0,481
21.0,502
8.0,510
11.0,521
5.0,526
5.0,531
6.0,537
7.0,544
13.0,557
4.0,561
9.0,570
5.0,575
6.0,581
5.0,586
5.0,591
12.0,603
5.0,608
6.0,614
9.0,623
7.0,630
6.0,636
3.0,639
8.0,647
6.0,653
7.0,660
4.0,664
6.0,670
6.0,676
4.0,680
7.0,687
9.0,696
10.0,706
11.0,717
7.0,724
4.0,728
10.0,738
5.0,743
22.0,765
9.0,774
7.0,781
9.0,790
13.0,803
6.0,809
4.0,813
6.0,819
10.0,829
20.0,849
7.0,856
17.0,873
6.0,879
12.0,891
4.0,895
3.0,898
10.0,908
7.0,915
4.0,919
5.0,924
6.0,930
13.0,943
6.0,949
7.0,956
6.0,962
5.0,967
8.0,975
9.0,984
6.0,990
7.0,997
10.0,1007
4.0,1011
4.0,1015
8.0,1023
4.0,1027
4.0,1031
12.0,1043
4.0,1047
8.0,1055
12.0,1067
5.0,1072
10.0,1082
8.0,1090
6.0,1096
4.0,1100
5.0,1105
15.0,1120
5.0,1125
13.0,1138
6.0,1144
14.0,1158
12.0,1170
5.0,1175
3.0,1178
7.0,1185
26.0,1211
7.0,1218
20.0,1238
10.0,1248
5.0,1253
4.0,1257
21.0,1278
7.0,1285
9.0,1294
10.0,1304
8.0,1312
12.0,1324
23.0,1347
4.0,1351
8.0,1359
5.0,1364
18.0,1382
7.0,1389
7.0,1396
17.0,1413
7.0,1420
7.0,1427
11.0,1438
10.0,1448
7.0,1455
17.0,1472
7.0,1479
25.0,1504
16.0,1520
10.0,1530
9.0,1539
14.0,1553
14.0,1567
7.0,1574
6.0,1580
12.0,1592
5.0,1597
6.0,1603
4.0,1607
4.0,1611
7.0,1618
3.0,1621
10.0,1631
9.0,1640
13.0,1653
5.0,1658
12.0,1670
7.0,1677
16.0,1693
3.0,1696
15.0,1711
11.0,1722
10.0,1732
9.0,1741
8.0,1749
4.0,1753
13.0,1766
15.0,1781
10.0,1791
13.0,1804
9.0,1813
10.0,1823
5.0,1828
5.0,1833
4.0,1837
10.0,1847
9.0,1856
19.0,1875
13.0,1888
8.0,1896
5.0,1901
8.0,1909
6.0,1915
6.0,1921
23.0,1944
12.0,1956
8.0,1964
7.0,1971
5.0,1976
4.0,1980
29.0,2009
12.0,2021
5.0,2026
18.0,2044
9.0,2053
4.0,2057
14.0,2071
6.0,2077
12.0,2089
17.0,2106
9.0,2115
9.0,2124
9.0,2133
5.0,2138
7.0,2145
44.0,2189
9.0,2198
8.0,2206
4.0,2210
5.0,2215
6.0,2221
5.0,2226
12.0,2238
9.0,2247
8.0,2255
4.0,2259
15.0,2274
3.0,2277
27.0,2304
5.0,2309
8.0,2317
15.0,2332
11.0,2343
17.0,2360
4.0,2364
10.0,2374
3.0,2377
5.0,2382
14.0,2396
9.0,2405
11.0,2416
7.0,2423
7.0,2430
6.0,2436
6.0,2442
5.0,2447
8.0,2455
10.0,2465
6.0,2471
4.0,2475
6.0,2481
15.0,2496
18.0,2514
12.0,2526
7.0,2533
4.0,2537
6.0,2543
6.0,2549
5.0,2554
10.0,2564
6.0,2570
7.0,2577
7.0,2584
10.0,2594
7.0,2601
24.0,2625
5.0,2630
17.0,2647
22.0,2669
20.0,2689
5.0,2694
5.0,2699
5.0,2704
5.0,2709
20.0,2729
13.0,2742
9.0,2751
8.0,2759
8.0,2767
6.0,2773
11.0,2784
8.0,2792
8.0,2800
4.0,2804
14.0,2818
8.0,2826
13.0,2839
5.0,2844
6.0,2850
4.0,2854
3.0,2857
10.0,2867
6.0,2873
17.0,2890
16.0,2906
6.0,2912
22.0,2934
8.0,2942
11.0,2953
9.0,2962
5.0,2967
8.0,2975
5.0,2980
11.0,2991
17.0,3008
12.0,3020
6.0,3026
14.0,3040
39.0,3079
9.0,3088
16.0,3104
8.0,3112
13.0,3125
7.0,3132
6.0,3138
9.0,3147
8.0,3155
4.0,3159
14.0,3173
6.0,3179
8.0,3187
8.0,3195
9.0,3204
5.0,3209
8.0,3217
7.0,3224
14.0,3238
7.0,3245
7.0,3252
11.0,3263
9.0,3272
17.0,3289
6.0,3295
10.0,3305
4.0,3309
17.0,3326
4.0,3330
11.0,3341
5.0,3346
12.0,3358
12.0,3370
5.0,3375
14.0,3389
5.0,3394
12.0,3406
5.0,3411
11.0,3422
7.0,3429
7.0,3436
8.0,3444
8.0,3452
8.0,3460
5.0,3465
3.0,3468
13.0,3481
5.0,3486
22.0,3508
18.0,3526
20.0,3546
4.0,3550
6.0,3556
4.0,3560
7.0,3567
18.0,3585
8.0,3593
10.0,3603
11.0,3614
10.0,3624
3.0,3627
7.0,3634
5.0,3639
7.0,3646
4.0,3650
11.0,3661
30.0,3691
12.0,3703
10.0,3713
7.0,3720
7.0,3727
5.0,3732
20.0,3752
9.0,3761
6.0,3767
18.0,3785
10.0,3795
19.0,3814
10.0,3824
18.0,3842
13.0,3855
10.0,3865
17.0,3882
8.0,3890
30.0,3920
14.0,3934
4.0,3938
14.0,3952
15.0,3967
29.0,3996
13.0,4009
9.0,4018
13.0,4031
6.0,4037
8.0,4045
10.0,4055
5.0,4060
7.0,4067
15.0,4082
21.0,4103
8.0,4111
12.0,4123
11.0,4134
16.0,4150
10.0,4160
11.0,4171
8.0,4179
19.0,4198
11.0,4209
8.0,4217
8.0,4225
6.0,4231
7.0,4238
5.0,4243
9.0,4252
9.0,4261
6.0,4267
22.0,4289
29.0,4318
16.0,4334
13.0,4347
4.0,4351
10.0,4361
21.0,4382
7.0,4389
5.0,4394
6.0,4400
22.0,4422
8.0,4430
4.0,4434
4.0,4438
12.0,4450
19.0,4469
9.0,4478
12.0,4490
9.0,4499
21.0,4520
18.0,4538
13.0,4551
8.0,4559
9.0,4568
8.0,4576
5.0,4581
30.0,4611
6.0,4617
7.0,4624
7.0,4631
30.0,4661
7.0,4668
14.0,4682
10.0,4692
7.0,4699
20.0,4719
7.0,4726
16.0,4742
14.0,4756
7.0,4763
7.0,4770
5.0,4775
8.0,4783
6.0,4789
4.0,4793
6.0,4799
13.0,4812
9.0,4821
5.0,4826
54.0,4880
9.0,4889
12.0,4901
16.0,4917
14.0,4931
17.0,4948
8.0,4956
10.0,4966
14.0,4980
11.0,4991
8.0,4999
11.0,5010
3.0,5013
9.0,5022
10.0,5032
8.0,5040
17.0,5057
7.0,5064
