Critic loss,Actor loss
0.0007745104,0.027353665
1.594718e-05,-0.0036706992
0.10862852,0.3949261
0.00012379675,-0.010197176
0.018764548,-0.2321914
0.036446437,0.40959093
0.004766843,0.082698956
0.00011145142,0.009691043
0.0006645757,0.029098487
0.14951847,0.6036867
0.022446167,-0.23454207
0.033106476,-0.16523391
0.07679121,-0.48141453
0.0016362102,0.03659211
0.42853522,0.77094615
0.35630524,-1.5698597
0.00069062825,0.026389685
0.010794507,0.09362236
0.010408864,-0.11159298
0.062008753,0.40468758
0.04245873,0.43972188
0.0062528145,0.07265292
0.016423069,-0.17435747
0.002563527,-0.04577594
9.380692e-05,-0.013029163
0.005192556,-0.07934679
0.0753424,-0.77073807
0.1260268,-0.66141146
0.022304405,0.13573232
0.008263493,0.08956298
0.119312264,-0.6485946
0.004548544,-0.06460453
0.0030405268,-0.059470657
1.0845397e-06,-0.0015389563
0.0006718172,-0.06200875
0.046189293,-0.3222343
6.958951e-06,-0.002546872
0.25892478,-0.552495
0.04866042,-0.19600113
9.326044e-05,0.009031441
0.99272054,0.8976644
0.0009818596,0.03423173
0.4720801,0.7112681
0.001691349,0.048921425
7.1406284e-06,0.0025493377
0.004454169,-0.09305097
1.6941886,1.8155653
0.08682478,0.3062795
0.0045381305,-0.06105436
0.06498105,-0.25225964
0.006805932,-0.096115336
0.007026929,-0.1165674
0.00020678378,-0.013465656
0.023436256,-0.42794988
0.0024057624,-0.048660412
0.00010432277,0.019807622
0.043359045,0.2782693
0.002193378,0.058826614
0.021136181,-0.12655793
0.0009696012,-0.034474444
0.021714574,-0.12836623
0.000999434,-0.03127155
8.821113,-5.084019
0.047565144,0.2578966
0.79620206,1.5281469
0.0052979193,-0.06440997
0.820501,0.91267335
1.150506,2.1184871
0.012676364,-0.12683298
0.021052245,-0.19862121
0.069856815,0.22922501
0.01438693,0.21836798
0.009504733,-0.13699053
0.0017840283,-0.12079329
0.13232584,-1.2107807
0.012955335,-0.12111515
0.0015145008,-0.03740611
0.4995138,-0.95085704
0.04500463,0.27222422
13.861484,-4.4557443
0.16746236,-1.1833354
0.0029435542,-0.07116163
0.31686077,-1.1702372
0.10336766,0.428179
0.0071793594,-0.07574777
0.003855099,0.15163736
0.0036954896,-0.08648443
0.23227148,-0.66552085
0.058840398,0.3140251
1.8895083e-05,-0.005429757
0.012264867,-0.1776822
0.007225736,-0.073078655
0.0038345794,-0.06991781
0.0029645488,0.07760434
0.006544494,-0.15015285
0.056012247,0.5416267
0.0015600803,-0.03422873
0.0027337417,-0.04694269
0.9281283,-2.3137994
0.33543208,-2.2733533
0.006493251,-0.06784296
0.028736673,-0.15139124
0.24776578,0.45460066
0.23429129,-0.7930037
0.019675337,0.16376254
0.050099116,-0.29636818
2.1191161e-05,0.005850823
0.0020909817,-0.061677158
0.3866844,-0.5832589
0.23996988,-2.2852361
0.01279831,0.117759384
0.86009306,1.2820839
0.010617188,-0.19756149
0.33003116,-0.51554424
0.0020734877,-0.06322469
0.09710182,0.29750073
0.095439754,-0.6324671
0.01482222,-0.10162303
0.004124753,0.11773098
0.00013357763,0.010948296
0.000290549,0.029553764
0.00020790983,0.013064802
0.037095223,0.29996428
0.079629764,-0.25571495
0.00019864574,0.019032264
0.00016928557,0.017753756
0.019691259,-0.117028914
0.052157518,0.3200392
0.0007268617,0.030092413
0.0188788,-0.15033999
0.006781957,-0.07220931
0.0011460616,0.06918116
0.024066916,-0.1509575
0.024877582,-0.27099922
0.011868678,-0.14361823
0.011008688,-0.09078058
0.9399849,1.3740221
0.022253942,-0.23703264
0.0031676684,0.051277325
1.3294214,-1.2862618
0.005694421,-0.06207463
1.4341677e-05,0.0030813166
0.08922929,-0.2829998
0.004653337,-0.07478006
0.01801837,-0.15448433
0.009131181,-0.13003378
0.016860629,-0.16105014
5.680468e-05,-0.010416734
0.01366772,-0.11200436
0.012076857,-0.10268767
0.006863566,-0.16264413
0.004708929,-0.06668768
0.87065023,0.9846824
0.13712531,-0.3511992
0.0002243813,-0.013380488
0.003260226,-0.073311724
0.021407967,-0.32301265
0.0132848965,-0.10382225
0.009340324,-0.08260997
0.0059691104,-0.23834097
0.00994541,-0.08210432
0.7862465,0.94828486
0.02422845,-0.12936124
0.0014842204,0.1236136
0.030030007,-0.14277634
0.0070132255,-0.07437983
0.011136737,-0.08492692
0.008981435,-0.17630745
0.008897577,-0.080046736
0.8161823,0.73493564
0.009555565,-0.08050975
0.01668646,-0.19782676
0.010700681,-0.08618151
0.730077,0.7642257
1.1019998,0.9809067
0.017647013,-0.19718279
0.010991084,-0.08816954
0.014488686,-0.09609651
0.0011454805,0.075128555
4.493526e-05,-0.010053815
0.00037719766,-0.016097646
0.009608216,-0.09867163
0.011581089,-0.11219027
0.016791105,-0.16499549
0.011355388,-0.122789785
0.011767182,-0.12536035
0.0042105764,0.2146935
0.021378955,-0.11882964
0.00544406,-0.124912225
0.0040112543,-0.06807114
0.002911665,-0.0470321
0.68627757,2.6564074
0.01600928,-0.1172601
0.0029854053,0.07054248
0.015570212,-0.22593348
0.005427677,-0.07120654
0.043630235,-0.39423972
0.035606865,-0.4126617
0.0028354942,-0.042479105
0.0046924516,-0.06913319
0.004653597,-0.24894935
0.017711684,-0.1392028
0.0058664028,-0.08038161
0.013564673,-0.20906188
0.0023979894,-0.06700004
0.03842389,-0.24266669
0.007653513,-0.07357475
0.020323627,-0.30050263
0.011587864,-0.085168906
0.012127425,-0.105274126
0.019011248,-0.15700209
0.047839463,-0.20867673
0.010202893,-0.080164164
0.0035227637,-0.05641127
0.012910977,-0.14162655
0.8215864,0.7318203
0.01526282,-0.17332703
0.012839773,-0.09052074
0.0041622,-0.07425866
0.009401625,-0.08251323
0.010927986,-0.12269307
0.012990203,-0.10471921
0.8480592,0.7257199
0.011422763,-0.08583169
0.82297873,1.4785019
0.0007488285,-0.037492894
0.008008961,-0.07040962
0.007013385,-0.09011238
0.77684766,0.70419
0.008526234,-0.17192832
0.010667561,-0.11470945
0.0094190175,-0.07748054
0.0065473104,-0.13027324
0.015330995,-0.10191056
0.011698177,-0.15602584
0.8057563,0.7048143
0.80947584,0.7077552
0.01260399,-0.21900336
0.011248729,-0.0831093
0.009221073,-0.110893585
0.009359321,-0.07943878
0.0060793995,-0.18313448
0.005356877,-0.0625339
0.6409757,1.803937
0.009172418,-0.07772635
0.7759099,0.6947129
0.015896536,-0.1125055
6.6098095e-05,-0.006411377
0.012069102,-0.09701557
0.009993211,-0.26336828
0.02772387,-0.21854287
0.012619627,-0.13019024
0.0091197025,-0.07587535
0.01845236,-0.11853064
0.004888615,-0.1091513
0.0006959832,0.032839507
0.0100809205,-0.08114172
0.004324458,-0.0667022
0.011934327,-0.18244185
0.0130949775,-0.14818326
0.011529626,-0.14912198
0.008586926,-0.07275399
0.006661081,-0.06958323
0.013160101,-0.08967668
0.009460342,-0.10799231
0.013575782,-0.2620785
0.0049725887,-0.11189921
0.0038892217,-0.069983274
0.013532703,-0.1159388
0.00686894,-0.072032414
0.012476477,-0.11989178
0.0071754814,-0.20190509
0.007855566,-0.06962186
0.19113722,-0.34268624
0.8061655,0.70611656
0.017324936,-0.15735638
0.018864522,-0.10708831
0.0106057925,-0.080648646
0.010514064,-0.083761916
0.009880085,-0.25006488
0.020178413,-0.3402193
0.025475286,-0.13260229
0.009550159,-0.07913655
0.009201852,-0.08950021
0.0086487215,-0.08281719
0.008652448,-0.16850895
0.018904625,-0.24784647
0.010228532,-0.07974707
0.016383579,-0.39253682
0.003767903,-0.050551962
0.017077284,-0.18137926
0.010445334,-0.0905755
0.0108408285,-0.101614
0.8049809,0.93916243
0.0026114797,-0.117809266
0.01082336,-0.28784284
0.013367023,-0.19872145
0.01094095,-0.11673317
0.010977491,-0.12967746
0.038921252,-0.32066733
0.014390132,-0.09534937
0.006326045,-0.09348927
0.011740092,-0.31424326
0.010377023,-0.28156146
0.008677659,-0.08735554
0.010585374,-0.11568183
0.003207188,-0.09405798
0.007965323,-0.116481185
0.013728663,-0.19112988
0.011945373,-0.13492496
0.811734,1.5706758
0.011369823,-0.08284637
0.016429508,-0.09960441
0.009998742,-0.07873724
0.008794249,-0.07922093
0.01651764,-0.09991377
0.009496367,-0.12786265
0.014715016,-0.15379235
0.012092163,-0.08570317
0.03969305,-0.61804336
0.011940579,-0.103616156
0.012615556,-0.09076068
0.012604632,-0.11879935
0.010733064,-0.11764481
0.0045509883,-0.11473453
0.0115823215,-0.10682888
0.012415195,-0.11928835
0.009028675,-0.12847684
0.0045639933,-0.21089156
0.0068706786,-0.06475834
0.008685301,-0.13152035
0.82424057,1.0517194
0.013794446,-0.104965225
0.00860178,-0.07381856
0.0006988543,-0.023510132
0.007822804,-0.07449872
0.013194914,-0.12451241
0.76599556,0.7859299
0.011131101,-0.12608527
0.008671619,-0.075304925
0.008149542,-0.070293315
0.8085546,0.987061
0.92488974,0.97068065
0.010968899,-0.20629251
0.008387841,-0.09048064
0.8165235,0.7129413
0.0071470737,-0.19307297
0.008431044,-0.11558485
0.75980985,0.6777445
0.013899711,-0.09245254
0.8050339,0.78097695
0.009155072,-0.23387064
0.011275448,-0.089164644
0.005283422,-0.17554642
0.010237215,-0.08391515
0.016787399,-0.23925011
0.0109445425,-0.08788025
0.008650141,-0.13219456
0.003928574,0.10238779
0.016347954,-0.10255922
0.006789499,-0.06806149
0.001738284,-0.057553597
0.0005260103,-0.027041866
0.004638256,-0.052971233
0.010909252,-0.18053739
0.0100417,-0.116332285
0.01192287,-0.12687977
0.014945432,-0.12789091
0.89426494,0.7440564
0.0032568509,-0.05288481
0.8520546,1.1058333
0.00843735,-0.18686426
0.007424481,-0.11114334
0.007819431,-0.089613885
0.009290068,-0.0954513
0.7912724,0.6893405
0.009849774,-0.07950671
0.01082971,-0.08156991
0.008474357,-0.075467594
0.010144408,-0.07863066
0.033737138,-0.21663922
0.013812373,-0.10084176
0.0074466844,-0.16734852
0.012945459,-0.117927246
0.009597189,-0.14981325
0.010226218,-0.082907
0.0039247493,-0.04837492
0.0024901107,-0.038502973
0.008252834,-0.089651264
0.0029021013,-0.07113826
0.0053691687,-0.11162411
0.010119066,-0.0776414
0.007394272,-0.101357356
0.009263799,-0.22498609
0.0058311024,-0.08547295
0.018281497,-0.36590478
0.010743737,-0.08062539
0.020626023,-0.1372193
0.0184775,-0.13680206
0.008772798,-0.07513598
0.004529782,-0.06982781
0.01138386,-0.13605638
0.018390488,-0.13885356
0.013004554,-0.250272
0.011854033,-0.08425009
0.07458825,-0.25159246
0.0075854184,-0.15668198
0.0037494272,-0.056466874
0.017234424,-0.10107623
0.0349502,-0.17133434
0.010082261,-0.077427395
0.023333441,-0.15959239
0.00667432,-0.06411171
0.008123906,-0.07096723
0.009784952,-0.1149171
0.0070009315,-0.06431384
0.0032863065,-0.10298256
0.0059509985,-0.10367007
0.009735205,-0.13036382
0.00516788,-0.0648968
0.006764219,-0.0659829
0.012691508,-0.12097016
0.007887718,-0.07601513
0.0069845035,-0.066352166
0.8390043,1.6919937
0.011544787,-0.08249054
0.010412999,-0.09008143
0.007671879,-0.16809526
0.005469139,-0.092484795
0.0136617,-0.09148013
0.011610666,-0.082753085
0.018959736,-0.29283687
0.0145631675,-0.20686649
0.0090867635,-0.074091986
0.8476711,0.89384586
0.011478483,-0.09173679
0.018720973,-0.3261679
0.008591346,-0.08978851
0.009498783,-0.22216102
0.014475373,-0.6134594
0.008798542,-0.076148085
0.020722285,-0.1272815
0.013704538,-0.16827516
0.016304087,-0.18608905
0.009454407,-0.108079664
0.023639485,-0.19434446
0.011585196,-0.08772513
0.06306202,-0.41051278
0.008712162,-0.10454247
0.012234996,-0.09474352
0.8348792,0.76496893
0.027369631,-0.19730112
0.009853181,-0.09062716
0.011884372,-0.08670873
0.009477232,-0.11883994
0.010625837,-0.07953075
0.008373174,-0.072884105
0.009053522,-0.10047254
0.012305352,-0.10273552
0.0104281865,-0.10914395
0.8424653,0.7036343
0.016893087,-0.09966924
0.009818564,-0.07785502
0.010359738,-0.079666324
0.01064846,-0.091364816
0.009390716,-0.13064909
0.0092880465,-0.15745991
0.009725986,-0.08056718
0.007484754,-0.06692872
0.009295585,-0.078667745
0.0068053813,-0.07130982
0.005662657,-0.06218754
0.016071847,-0.098102935
0.012325884,-0.13379127
0.010854536,-0.07988522
0.010212142,-0.09198237
0.008854092,-0.07936272
0.00763967,-0.15464842
0.010454497,-0.085303776
0.015844395,-0.1069695
0.012394588,-0.122344
0.010086858,-0.08182988
0.009695913,-0.07552389
0.79659355,1.22108
0.0077808546,-0.26859823
0.0042522643,-0.12351792
0.008574205,-0.24615757
0.0039491635,-0.08910381
0.007525237,-0.11258596
0.010832886,-0.097251944
0.012123644,-0.1722406
0.0060445014,-0.234838
0.009765716,-0.076033235
0.008933237,-0.22113954
0.0060701827,-0.094858564
0.014924221,-0.0973926
0.007739521,-0.08914748
0.012025139,-0.11161096
0.009961014,-0.34284836
0.8272217,0.79045475
