V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000
0.28337944,3.8169014,5.0472374,5.8499727,7.0571127,8.900542,9.61608,10.636163,9.445551,9.226049,10.288973,10.530221,7.79464,11.78558,10.8287945,10.858274,9.575267,8.925753,10.790461,10.22835,8.9528475,9.746757,9.838701,10.300753,8.265581
0.27235675,3.81697,5.047331,5.849651,7.0629287,8.900259,9.61547,10.63536,9.451465,9.222843,10.288487,10.530836,7.793789,11.809151,10.828564,10.858469,9.578879,8.920887,10.785611,10.2268095,8.9546795,9.7472925,9.838447,10.304348,8.266549
0.25893623,3.8168893,5.0465727,5.850395,7.068364,8.901435,9.61519,10.633397,9.454197,9.216804,10.2898445,10.533932,7.79994,11.810647,10.8253975,10.858597,9.578942,8.920438,10.783034,10.229912,8.955341,9.746888,9.832545,10.304063,8.266398
0.24281564,3.8163748,5.0462484,5.8500457,7.0716352,8.901035,9.614768,10.632606,9.459862,9.212447,10.289821,10.533943,7.7920156,11.8225,10.824437,10.858562,9.584183,8.916235,10.779139,10.228363,8.957046,9.747275,9.832135,10.307057,8.266897
0.22369458,3.8154917,5.045268,5.8508024,7.0747404,8.902079,9.614659,10.630498,9.461341,9.205482,10.291183,10.536759,7.791505,11.824568,10.821298,10.858475,9.584642,8.915949,10.777767,10.231355,8.957534,9.747027,9.826646,10.307061,8.266951
0.20141599,3.814146,5.0445967,5.850415,7.075543,8.901553,9.614415,10.629752,9.466887,9.200257,10.291505,10.5362015,7.7781844,11.831915,10.819845,10.858242,9.591283,8.912306,10.774695,10.22989,8.959011,9.747297,9.826186,10.309642,8.267245
0.17617804,3.8123014,5.0434403,5.8511753,7.076441,8.902454,9.614464,10.627505,9.466938,9.192634,10.29285,10.538858,7.7710238,11.834209,10.816892,10.857973,9.591733,8.912195,10.774492,10.232806,8.9593,9.747132,9.82115,10.309844,8.267356
0.14878228,3.8099,5.0425096,5.8507395,7.0748773,8.901771,9.614385,10.626842,9.472575,9.186809,10.29341,10.537764,7.7531624,11.839314,10.815157,10.857578,9.599651,8.9090395,10.7720995,10.231473,8.960492,9.747301,9.820725,10.31214,8.267555
0.120790824,3.8068929,5.0412407,5.8514953,7.073724,8.902499,9.614577,10.624464,9.470997,9.178787,10.294713,10.540367,7.7394547,11.841555,10.812519,10.857162,9.599746,8.90904,10.773049,10.234328,8.960584,9.747169,9.816181,10.312476,8.2676735
,3.8032289,5.040146,5.851,7.06992,8.901613,9.614642,10.623919,9.47702,9.172615,10.295421,10.538776,7.717395,11.845168,10.810747,10.856636,9.608906,8.906276,10.771171,10.233145,8.961474,9.747243,9.815864,10.314575,8.267823
,3.7988598,5.0388355,5.851744,7.0668974,8.902123,9.614961,10.621413,9.473569,9.164443,10.296657,10.541429,7.697185,11.847101,10.808571,10.856108,9.608336,8.9062805,10.773282,10.235934,8.9613905,9.747104,9.811848,10.315006,8.267938
,3.7937393,5.0376754,5.8511796,7.0609927,8.900976,9.615152,10.621026,9.480381,9.158163,10.297438,10.539399,7.670706,11.849656,10.807052,10.855484,9.618782,8.903786,10.7717285,10.234904,8.961999,9.747089,9.811703,10.316966,8.268058
,3.7878244,5.036401,5.8519073,7.056307,8.901212,9.615578,10.618392,9.474744,9.150074,10.298586,10.542208,7.6437125,11.851154,10.805515,10.854874,9.617251,8.903686,10.775046,10.237619,8.961777,9.746919,9.808247,10.317465,8.268162
,3.781075,5.035267,5.8512635,7.048454,8.899741,9.615878,10.618209,9.482859,9.1439085,10.299382,10.539821,7.6118827,11.852904,10.804544,10.854179,9.629095,8.90134,10.77359,10.236737,8.962141,9.746816,9.8083315,10.319323,8.268265
,3.773455,5.0340986,5.8519683,7.0423274,8.899645,9.61639,10.615442,9.474632,9.136117,10.300428,10.542903,7.5773478,11.853882,10.803813,10.853518,9.626297,8.901048,10.778205,10.239373,8.961822,9.746593,9.805465,10.319877,8.268355
,3.7649345,5.0330725,5.8512397,7.032684,8.897786,9.616777,10.615507,9.484683,9.130266,10.301194,10.54027,7.5387616,11.854895,10.803618,10.852787,9.639707,8.898745,10.776572,10.238636,8.961995,9.746404,9.805825,10.321652,8.26844
,3.755488,5.032072,5.851917,7.025358,8.897303,9.617357,10.612598,9.4733715,9.122969,10.302125,10.543761,7.4960437,11.855264,10.803799,10.852102,9.635312,8.898203,10.782627,10.241191,8.961622,9.7461195,9.803563,10.322258,8.268516
,3.745097,5.0312147,5.851096,7.0140867,8.894998,9.617809,10.61296,9.486096,9.117611,10.302831,10.541023,7.4501877,11.855542,10.804497,10.851358,9.650512,8.8958645,10.780492,10.240596,8.961656,9.745843,9.804239,10.323974,8.268582
,3.7337513,5.0304255,5.8517437,7.005815,8.894077,9.618439,10.609894,9.471139,9.110972,10.303639,10.545074,7.4006863,11.855269,10.805609,10.850676,9.644148,8.895038,10.788188,10.243073,8.9612665,9.745489,9.802589,10.3246355,8.268637
,3.721448,5.029779,5.850825,6.993079,8.891284,9.618936,10.610607,9.487298,9.106258,10.304261,10.542391,7.3500504,11.854854,10.807208,10.849945,9.661395,8.892601,10.785166,10.242625,8.961208,9.745126,9.803604,10.326305,8.268679
,3.7081938,5.029224,5.8514414,6.98413,8.889892,9.619592,10.607362,9.468172,9.100417,10.30494,10.547169,7.2981386,11.85399,10.809194,10.849287,9.652655,8.891468,10.794764,10.245026,8.960832,9.744698,9.802564,10.327029,8.268705
,3.6940057,5.028804,5.850421,6.970089,8.8865795,9.620116,10.608484,9.488386,9.096464,10.305463,10.544721,7.2471924,11.852971,10.811623,10.848591,9.67222,8.888882,10.790421,10.244722,8.960724,9.74425,9.803926,10.328671,8.268717
