V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000
-0.14572258,6.37454,7.2578197,8.409649,9.04168,5.586348,8.825472,9.001349,10.412278,7.9423227,8.877476,9.728519,7.6946607,11.254102,9.883463,8.712494,10.289717,10.1078415,9.533742,10.703649,9.16942,9.607531,6.9680395,9.180977,9.893022
-0.15297681,6.451799,7.212432,8.418848,8.982355,5.596234,8.825632,9.0013685,10.347337,7.9420853,8.877049,9.729054,7.6947,11.254081,9.882869,8.712865,10.284143,10.107716,9.533742,10.70365,9.17032,9.597551,6.9680395,9.180347,9.893334
-0.15782899,6.3938,7.166438,8.414406,9.025492,5.59203,8.825576,9.001351,10.381692,7.9423757,8.877002,9.72862,7.694673,11.254105,9.883269,8.712934,10.288794,10.107807,9.533742,10.703649,9.169467,9.60561,6.9680395,9.180945,9.8929615
-0.160648,6.46637,7.109335,8.420342,8.95344,5.6037817,8.825701,9.0013685,10.315642,7.942156,8.876647,9.729084,7.6947045,11.254083,9.882465,8.712991,10.28145,10.107704,9.533742,10.70365,9.170345,9.593689,6.9680395,9.1802635,9.893218
-0.1620102,6.4065,7.050313,8.417427,9.003507,5.5972342,8.825647,9.001353,10.354046,7.94241,8.876632,9.728684,7.6946816,11.254107,9.883004,8.713165,10.286827,10.107788,9.533742,10.703649,9.16951,9.600058,6.9680395,9.180901,9.892901
-0.16252504,6.4747114,6.9874363,8.420061,8.914962,5.6114607,8.82575,9.0013685,10.287365,7.9422054,8.876883,9.729099,7.6947074,11.254086,9.883544,8.713034,10.290329,10.107697,9.533742,10.703651,9.170358,9.586927,6.9680395,9.180127,9.893115
-0.16273578,6.412797,6.9161816,8.418663,8.973315,5.602063,8.825699,9.001355,10.329754,7.942433,8.876868,9.728724,7.6946874,11.254113,9.883316,8.713282,10.28663,10.107779,9.533742,10.703649,9.169547,9.5912,6.9680395,9.18084,9.892838
-0.1630898,6.4768343,6.855432,8.41769,8.863152,5.619449,8.825787,9.0013685,10.262722,7.94224,8.877145,9.729105,7.69471,11.254088,9.883712,8.713038,10.290197,10.107693,9.533742,10.703651,9.170359,9.577629,6.9680395,9.179918,9.89302
-0.16394073,6.412592,6.7745075,8.417757,8.931147,5.6067543,8.825738,9.001357,10.309176,7.9424453,8.877145,9.728742,7.694691,11.25412,9.883544,8.713333,10.286118,10.107779,9.533742,10.703649,9.1695795,9.579624,6.9680395,9.180754,9.892765
-0.16554932,6.472488,6.7209206,8.412367,8.793253,5.6279793,8.825814,9.0013685,10.241936,7.9422626,8.877458,9.729103,7.694711,11.254092,9.8829975,8.71303,10.289982,10.107695,9.533742,10.703651,9.170351,9.566452,6.9680395,9.179604,9.892929
,6.40552,6.632077,8.413793,8.871607,5.6116996,8.8257675,9.001359,10.292668,7.94245,8.877481,9.728742,7.694694,11.254128,9.88336,8.713349,10.285242,10.107785,9.533742,10.7036495,9.169603,9.566316,6.9680395,9.18063,9.892678
,6.4611306,6.5426745,8.402155,8.69989,5.6373034,8.825835,9.001341,10.22532,7.9422765,8.877845,9.729093,7.694712,11.254098,9.883736,8.713022,10.289594,10.1077,9.533742,10.703648,9.170334,9.554365,6.9680395,9.180959,9.892839
,6.390918,6.511089,8.40471,8.7878475,5.61744,8.82579,9.001359,10.280662,7.9424486,8.877905,9.728724,7.694696,11.254139,9.883577,8.713344,10.283915,10.107802,9.533742,10.7036495,9.169621,9.55261,6.9680395,9.180675,9.893149
,6.441887,6.4124455,8.382743,8.577921,5.647629,8.825852,9.001341,10.213365,7.942284,8.877384,9.7290745,7.694712,11.254106,9.88307,8.713019,10.288876,10.107712,9.533742,10.703649,9.170308,9.555281,6.9680395,9.180997,9.892752
,6.3677764,6.383507,8.385776,8.672804,5.6246357,8.82581,9.00136,10.273757,7.9424405,8.877294,9.728684,7.694698,11.254153,9.883408,8.713318,10.2820015,10.107833,9.533742,10.7036495,9.169632,9.5443945,6.9680395,9.180714,9.893071
,6.4134736,6.2766495,8.400215,8.835827,5.6590157,8.825867,9.00134,10.206794,7.942285,8.876879,9.729046,7.694712,11.254115,9.882732,8.713021,10.287556,10.107729,9.533742,10.703649,9.170273,9.545143,6.9680395,9.181028,9.892661
,6.334671,6.247272,8.394061,8.737307,5.6339393,8.825828,9.001361,10.27284,7.942427,8.876838,9.7286215,7.694699,11.254174,9.883186,8.713265,10.279204,10.1076565,9.533742,10.703651,9.169634,9.537596,6.9680395,9.180753,9.893006
