Mean Episodic Reward,Critic loss,Actor loss
nan,4.8532534e-06,-0.0013733791
20.367346938775512,0.053294934,0.15651312
26.210526315789473,0.00085134315,0.021645196
26.27027027027027,0.48321465,0.6933862
31.12121212121212,0.00053169596,0.013537995
35.67857142857143,0.11689243,-0.2675762
46.76190476190476,0.0037793855,0.055166222
43.130434782608695,0.0029516832,-0.04047806
45.80952380952381,0.0099894935,-0.034908835
50.65,0.9444971,0.20529176
58.111111111111114,0.0033974745,0.017927624
72.07142857142857,0.0010037047,-0.005667525
75.23076923076923,0.0023211846,-0.026873183
71.6923076923077,0.94596094,0.22461429
87.25,0.0045408932,0.03228111
85.0,0.8583074,0.35510972
76.46153846153847,0.9206729,0.49597463
110.33333333333333,0.002748421,-0.008634431
104.0,0.00048627186,-0.029617088
107.3,0.25064963,-0.53518724
120.75,0.19143796,0.52200776
104.0,0.004245675,-0.045503575
124.625,0.0018212589,-0.020432519
144.0,0.025340639,-0.36717018
110.25,0.0024859484,-0.016270626
156.28571428571428,0.0026440136,0.06518917
128.375,0.0015532699,-0.024098538
219.0,0.0032236278,-0.013953528
121.55555555555556,0.00021439516,0.007424543
200.6,0.008633651,-0.03897775
145.66666666666666,0.008632677,-0.016951177
178.83333333333334,0.18885426,-0.49055976
184.0,1.1148473e-05,-0.003164154
140.0,0.002118809,-0.033928547
218.0,0.0032572318,-0.013642099
149.0,0.0077949935,-0.08848635
356.6666666666667,0.0004216859,0.024360545
225.0,0.8349908,0.20308329
207.4,0.00011355794,-0.0072138235
232.6,0.041767884,-0.3145588
233.25,0.009899811,-0.025699575
257.75,0.032352064,-0.09339512
261.25,0.84416515,0.35049233
207.25,0.007601291,-0.05124701
250.0,0.0003254653,-0.006917297
275.5,0.06509682,-0.17824914
269.75,0.008760654,-0.11217341
356.5,0.93541276,0.35410932
340.3333333333333,0.008923865,0.010335164
298.25,0.96123576,0.20886227
441.5,0.027893398,-0.19384801
345.3333333333333,0.008461369,-0.035383947
363.0,0.045244288,-0.07194102
309.0,0.010288322,-0.012743608
452.5,0.010337037,-0.034294993
402.3333333333333,0.010363039,-0.105195224
299.3333333333333,0.013720494,0.10681636
217.25,0.00050430093,-0.029735308
330.6666666666667,1.4900638,0.43336558
