V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000
-0.0889628,7.0152917,7.259221,4.808563,6.5629206,10.818747,8.709834,8.534004,5.8862014,7.3360643,10.208278,5.9821625,2.214206,3.543395,7.4872246,6.4578686,5.102695,3.7323995,6.0216246,5.4033585,7.7223983,7.098034,8.341009,6.8154335,8.191559
-0.09299627,6.960055,7.194443,4.756282,6.430236,10.832255,8.712846,8.642301,5.821657,7.3867645,10.1487055,5.9152794,2.061533,3.5466118,7.019475,6.4269285,5.094449,3.4947312,5.532427,5.382824,7.918784,7.672989,7.640876,6.257839,8.257677
-0.09872542,7.0120826,7.18292,4.7858377,6.6152964,10.825498,8.7649355,8.642196,5.795518,7.3490105,10.169468,5.9395275,1.901325,3.55616,6.860731,6.3195877,5.106629,3.8719397,5.8861103,5.3851676,7.838269,7.5285454,7.661974,6.2369013,8.189396
-0.10512325,6.9512963,7.1235547,4.737533,6.4652176,10.835597,8.742156,8.784072,5.731378,7.435046,10.152849,5.8883286,1.9291806,3.5553124,6.4565268,6.2729435,5.075971,3.577012,5.3366404,5.359276,8.044807,7.632168,7.2163563,5.9848394,8.31415
-0.11117893,7.008433,7.1149325,4.7625933,6.6705647,10.829841,8.7859335,8.806265,5.6856647,7.3697567,10.154969,5.903427,1.800161,3.566198,6.3621354,6.207229,5.086337,4.066461,5.653615,5.3612914,8.013214,8.008568,7.2194347,6.0559216,8.179367
-0.116256855,6.941498,7.06183,4.797131,6.504279,10.837824,8.741731,9.009913,5.5967093,7.5057507,10.1611,5.8715096,1.7930303,3.5602403,6.186358,6.1165657,5.0542736,3.7269871,5.1270957,5.377731,8.068677,7.401698,6.951781,6.391692,8.391045
-0.120195314,7.0042934,7.054419,4.755616,6.725939,10.832755,8.776405,9.060645,5.517729,7.404479,10.151984,5.8786936,1.7025964,3.570662,6.1292744,6.067545,5.0597324,4.3756337,5.3690634,5.3680925,8.072494,7.674031,6.943451,6.510941,8.165292
-0.12318339,6.9304633,7.0082355,4.788668,6.545492,10.839359,8.713741,9.343838,5.3933907,7.5913277,10.167391,5.8628397,1.6865091,3.5599184,6.042657,5.9091864,5.02707,4.0011415,4.9427166,5.3824387,8.048715,7.106612,6.8237867,6.474357,8.465285
-0.12556775,6.999584,7.0005383,4.7492313,6.7795353,10.83477,8.737886,9.427584,5.2844567,7.460618,10.15211,5.86578,1.659588,3.5685332,5.9776745,5.8568144,5.025098,4.8605723,5.104644,5.3726683,8.103468,7.2997823,6.817991,6.547677,8.156622
,6.917928,6.961604,4.7804127,6.587288,10.840442,8.658708,9.274579,5.215163,7.6733227,10.169892,5.8589497,1.574249,3.5543509,5.913927,5.628294,4.989374,4.4121637,4.819466,5.3854504,8.079507,6.9278355,6.7773504,6.520295,8.586987
,6.99419,6.9524894,4.742992,6.8302536,10.83619,8.670327,9.344763,5.1213036,7.5414543,10.151827,5.8599615,1.548064,3.5604444,5.8272424,5.5611095,4.978233,5.332239,4.899706,5.3756995,8.089667,7.066032,6.7751865,6.591507,8.159501
,6.903543,6.920733,4.7721214,6.6284943,10.841213,8.560285,9.197745,5.0741234,7.737441,10.168293,5.8572664,1.4748862,3.5446792,5.723546,5.2996264,4.937868,4.8933887,4.7548294,5.387067,8.081163,6.9517355,6.7627153,6.5778527,8.688591
,6.9879518,6.9095807,4.736558,6.8775434,10.8371935,8.409224,9.258713,5.0086956,7.6353083,10.1503315,5.857526,1.4511828,3.5481138,5.6934733,5.218092,4.916693,5.2906284,4.7792225,5.377529,8.085461,7.0363755,6.7619057,6.6393633,8.168127
,6.886847,6.8844275,4.7635717,6.6682835,10.841762,8.287906,9.117266,4.9829645,7.791564,10.163033,5.858632,1.3913584,3.5327363,5.514799,4.970107,4.8717103,5.084994,4.718698,5.387418,8.533458,7.044945,6.7567806,6.638897,8.724043
,6.9806547,6.871191,4.7296877,6.9212027,10.837888,8.158422,9.167935,4.9413085,7.7160177,10.148532,5.856891,1.3712487,3.533871,5.471123,4.883421,4.8405356,4.7971373,4.724779,5.37834,8.482718,7.0864735,6.75617,6.6843977,8.171697
,6.8672295,6.851392,4.7545896,6.7060976,10.842137,8.034056,9.029836,4.929453,7.87743,10.155263,5.857309,1.3243997,3.520619,5.176963,4.672449,4.7920113,4.8072805,4.6917505,5.3865805,8.7313595,7.0229716,6.758995,6.693552,8.715635
,6.9720044,6.8365874,4.7222157,6.9612093,10.838342,7.9294634,9.07012,4.9028788,7.773452,10.148945,5.855736,1.3081952,3.5201855,5.1090646,4.5953207,4.7516637,5.0952706,4.6959677,5.3782463,8.759597,7.0114126,6.7580767,6.7162733,8.165268
,6.843876,6.85559,4.7450495,6.741558,10.842378,7.807335,8.931357,4.897377,8.041967,10.147026,5.855456,1.2734437,3.5101469,4.7108474,4.3087416,4.700821,4.866376,4.6681585,5.384652,8.688121,6.7990375,6.761611,6.7308073,8.672044
,6.961597,6.875051,4.7140326,6.997608,10.838596,7.727086,8.961849,4.879025,7.853711,10.156231,5.8537445,1.2610215,3.5090027,4.6343117,4.212406,4.6524515,6.082635,4.6736183,5.377349,8.66327,6.788617,6.7604218,6.71309,8.151302
,6.8156962,6.8982944,4.7348757,6.774392,10.842501,7.6096516,8.817872,4.8751307,8.140014,10.141942,5.852663,1.2367612,3.502319,4.282073,3.9532003,4.5997267,5.6742496,4.690465,5.3818007,8.26084,6.76085,6.7654877,6.727958,8.604067
,6.9488688,6.911757,4.7050686,7.030448,10.838672,7.551222,8.83972,4.8607755,8.023989,10.177613,5.8504243,1.2272874,3.5011244,4.2258453,3.897801,4.5439615,6.8154445,4.679303,5.3757663,8.256931,6.761898,6.763794,6.614383,8.136057
,6.781214,6.9397388,4.724031,6.8043776,10.842515,7.4390745,8.688692,4.856493,7.9335146,10.146981,5.848442,1.1811424,3.497157,4.008921,3.8302119,4.4884186,6.3182697,4.6980076,5.378289,8.475667,6.7508664,6.7719007,6.6120977,8.531677
,6.933027,6.9485984,4.6952744,7.0597353,10.838574,7.3993645,8.704739,4.8437734,7.959942,10.218107,5.847192,1.1318345,3.4962215,3.9769506,3.8297038,4.424654,7.143755,4.6857786,5.373647,8.367005,6.753174,6.7693286,6.356204,8.129271
,6.7384343,6.981598,4.712504,6.831299,10.8424225,7.292178,8.549916,4.8390512,7.719302,10.174209,5.8441534,1.0793135,3.494072,3.8596568,3.8444054,4.364259,7.312962,4.710794,5.374473,8.641782,6.759082,6.783418,6.3283234,8.43889
,6.9129333,6.9869175,4.684603,7.085414,10.838299,7.2682877,8.566601,4.82655,7.7001324,10.26528,5.8431783,1.0325996,3.4934397,3.8432667,3.865326,4.2910023,6.01756,4.6938615,5.371161,8.518022,6.753811,6.7793756,5.997815,9.237434
,6.684653,7.024935,4.7002897,6.8549175,10.842217,7.1654673,8.72048,4.822397,7.786105,10.229283,5.8398213,0.9828216,3.4927492,3.7774873,3.8967052,4.224033,6.4710946,4.735817,5.370758,8.807088,6.759665,6.8054543,5.9480867,9.310832
,6.8869295,7.0276976,4.6729813,7.1073494,10.837824,7.154996,8.724288,4.816581,7.595543,10.297271,5.838895,0.9461572,3.492019,3.7689471,3.91728,4.140761,5.213369,4.705929,5.368474,8.694868,6.7538548,6.799017,5.7105093,9.966576
,6.6162477,7.070284,4.6873665,6.8749495,10.841884,7.05612,8.903556,4.8205404,7.279028,10.281584,5.8352137,0.911049,3.4916387,3.7264786,3.9355474,4.0678596,5.476886,4.7858143,5.3675246,8.9271,6.7598653,6.849922,5.68189,10.088435
,6.8525677,7.071608,4.7056084,7.1253242,10.837112,6.83527,8.931268,4.797627,7.082552,10.315317,5.83389,0.8880286,3.4913654,3.7211585,3.9452283,3.9774933,4.9439816,4.7284555,5.3657007,8.855418,6.753304,6.839588,5.6337523,10.460731
,6.5284886,7.1176248,4.68454,6.8910503,10.841395,6.7857018,9.156009,4.8069057,7.1374235,10.308321,5.8322477,0.8679018,3.4910798,3.6881876,3.9536824,3.903004,5.083261,4.876109,5.36503,9.0005455,6.7597065,6.9439125,5.631011,10.480387
,6.8061905,7.1188645,4.7025123,7.139023,10.836104,6.571741,9.209908,4.772215,7.1364098,10.266397,5.8289146,0.8419262,3.4909935,3.6586041,3.9578032,3.8129287,4.381175,4.7767177,5.362855,8.959863,6.7521214,6.927026,5.624996,10.194227
,6.415508,7.166333,4.6811137,6.9027987,10.840713,6.5647726,9.503372,4.78698,7.11007,10.287549,5.824403,0.82887185,3.4907477,3.6537402,3.958757,3.7440968,4.4596553,5.0161524,5.3633003,8.974205,6.759179,7.144857,5.627475,10.498917
,6.742332,7.1689777,4.6987886,7.148031,10.834704,6.3761673,9.589619,4.74654,7.1648664,10.212542,5.820975,0.8189702,3.4907498,3.6293707,3.960484,3.6640043,3.840701,4.8766117,5.3597903,8.987994,6.75023,7.119033,5.626744,10.191532
,6.270715,7.1091375,4.6768007,6.90969,10.839771,6.400526,9.431045,4.76546,7.1099663,10.250394,5.812571,0.813318,3.4905326,3.6251745,3.9551358,3.6078503,3.867923,5.2225785,5.3620524,8.967494,6.758246,7.531417,5.6292753,10.513157
,6.6529517,7.098854,4.694162,7.151823,10.832764,6.2613316,9.502183,4.723896,7.166277,10.167181,5.8093805,0.8088733,3.49058,3.6036317,3.9562411,3.5450945,3.655827,5.053562,5.3561563,8.941446,6.747511,7.517265,5.6287975,10.200383
,6.088078,7.046057,4.6714005,6.911124,10.838471,6.3014383,9.347269,4.7449684,7.136832,10.203775,5.7960253,0.8045298,3.4903908,3.5989788,3.944952,3.504946,3.7361336,5.594052,5.3606496,8.587145,6.7568393,7.0715766,5.630558,10.523457
,6.5268083,7.03719,4.688449,7.1497545,10.830048,6.224411,9.408852,4.7055445,7.159256,10.147448,5.7664614,0.8025155,3.490045,3.579192,3.9463978,3.4611428,3.5051126,5.377201,5.3513837,8.908185,6.7438,7.047264,5.632544,10.2188225
,5.8643627,6.991903,4.664757,6.906398,10.836656,6.2651167,9.258514,4.726179,7.178958,10.169336,5.755865,0.80108976,3.4901881,3.573251,3.9288645,3.4248774,3.4775472,6.148344,5.3581305,8.328267,6.754864,6.855317,5.6322947,10.530411
,6.350001,6.9826016,4.6815143,7.1410456,10.826167,6.245468,9.309005,4.691324,7.157093,10.144983,5.708635,0.800416,3.489796,3.5544748,3.931129,3.4095144,3.2928116,6.0617456,5.344693,8.503127,6.7388806,6.840498,5.6339417,10.245122
,5.601441,6.94499,4.656725,6.8947,10.834065,6.2777185,9.162245,4.630026,7.228901,10.154041,5.698734,0.7997817,3.4900012,3.5465674,3.9063787,3.3846698,3.266719,5.327104,5.3532987,8.114562,6.752186,6.783123,5.6334767,10.534915
,6.1097813,6.9338245,4.6732354,7.1247797,10.820464,6.2983236,9.201262,4.634866,7.1636896,10.150181,5.648615,0.7988652,3.4895816,3.5280921,3.9095888,3.3785653,3.280943,5.6930323,5.335132,8.155204,6.7324553,6.778496,5.6348944,10.277763
