Mean episodic reward
9.4
145.4
290.0
473.2
476.8
309.2
500.0
500.0
500.0
196.9
29.8
62.5
29.5
45.2
254.7
255.4
99.3
154.2
168.5
193.9
156.7
131.1
287.1
295.7
314.3
