Mean episodic reward
8.8
256.6
191.5
372.8
474.2
217.6
500.0
500.0
500.0
402.8
496.1
500.0
364.8
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
499.4
500.0
500.0
