Mean episodic reward
9.6
71.8
194.5
330.8
311.6
467.0
481.4
481.6
485.9
500.0
500.0
500.0
475.1
500.0
500.0
500.0
500.0
500.0
500.0
500.0
484.0
500.0
500.0
500.0
500.0
500.0
