Episodic reward,Step
14.0,12
14.0,24
67.0,90
16.0,108
34.0,144
26.0,168
19.0,186
21.0,210
59.0,264
29.0,294
14.0,312
34.0,342
12.0,354
25.0,378
31.0,414
16.0,426
22.0,450
23.0,474
12.0,486
10.0,492
12.0,504
11.0,516
23.0,540
13.0,552
19.0,570
23.0,594
18.0,612
14.0,630
13.0,642
18.0,660
21.0,678
32.0,714
16.0,726
28.0,756
13.0,768
13.0,780
20.0,804
39.0,840
38.0,876
20.0,900
10.0,906
29.0,936
15.0,954
56.0,1008
12.0,1020
14.0,1032
12.0,1044
10.0,1056
18.0,1074
9.0,1086
14.0,1098
26.0,1122
11.0,1134
18.0,1152
11.0,1164
29.0,1194
19.0,1212
21.0,1230
19.0,1254
21.0,1272
26.0,1296
33.0,1332
18.0,1350
13.0,1362
14.0,1374
11.0,1386
32.0,1422
29.0,1446
18.0,1464
23.0,1488
15.0,1506
11.0,1518
11.0,1524
21.0,1548
10.0,1560
16.0,1572
12.0,1584
25.0,1608
16.0,1626
11.0,1638
14.0,1650
33.0,1686
21.0,1704
11.0,1716
39.0,1758
14.0,1770
24.0,1794
13.0,1806
34.0,1842
10.0,1848
20.0,1872
44.0,1914
9.0,1926
11.0,1932
14.0,1950
14.0,1962
26.0,1986
15.0,2004
20.0,2022
36.0,2058
17.0,2076
11.0,2088
20.0,2106
17.0,2124
16.0,2142
44.0,2184
32.0,2214
18.0,2232
16.0,2250
16.0,2268
21.0,2286
13.0,2298
57.0,2358
18.0,2376
42.0,2418
27.0,2442
19.0,2466
25.0,2490
28.0,2514
16.0,2532
21.0,2556
13.0,2568
50.0,2616
15.0,2634
33.0,2664
19.0,2682
10.0,2694
31.0,2724
26.0,2748
33.0,2784
11.0,2796
19.0,2814
18.0,2832
14.0,2844
13.0,2856
15.0,2874
16.0,2892
25.0,2916
18.0,2934
31.0,2964
12.0,2976
17.0,2994
24.0,3018
9.0,3024
36.0,3060
11.0,3072
21.0,3096
12.0,3108
12.0,3120
8.0,3126
21.0,3144
24.0,3168
16.0,3186
22.0,3210
14.0,3222
19.0,3240
18.0,3258
69.0,3330
17.0,3348
13.0,3360
47.0,3408
21.0,3426
14.0,3438
37.0,3480
12.0,3492
23.0,3510
21.0,3534
15.0,3546
11.0,3558
40.0,3600
18.0,3618
20.0,3636
10.0,3648
19.0,3666
26.0,3690
15.0,3708
20.0,3726
23.0,3750
12.0,3762
29.0,3792
17.0,3810
38.0,3846
11.0,3858
27.0,3882
10.0,3894
20.0,3912
14.0,3930
52.0,3978
16.0,3996
16.0,4014
10.0,4020
22.0,4044
23.0,4068
37.0,4104
13.0,4116
15.0,4134
11.0,4146
28.0,4170
13.0,4182
59.0,4242
27.0,4272
10.0,4278
33.0,4314
10.0,4326
25.0,4350
27.0,4374
19.0,4392
18.0,4410
39.0,4452
9.0,4458
15.0,4476
25.0,4500
35.0,4536
30.0,4566
14.0,4578
11.0,4590
15.0,4608
24.0,4632
18.0,4650
19.0,4668
11.0,4680
39.0,4716
16.0,4734
53.0,4788
33.0,4818
15.0,4836
13.0,4848
12.0,4860
10.0,4866
26.0,4896
15.0,4908
20.0,4932
45.0,4974
20.0,4992
21.0,5016
23.0,5040
12.0,5052
23.0,5076
23.0,5094
9.0,5106
19.0,5124
17.0,5142
23.0,5166
17.0,5184
25.0,5208
29.0,5238
24.0,5262
20.0,5280
17.0,5298
57.0,5352
30.0,5382
26.0,5412
11.0,5418
10.0,5430
15.0,5448
21.0,5466
38.0,5502
53.0,5556
11.0,5568
21.0,5592
22.0,5610
22.0,5634
23.0,5658
12.0,5670
14.0,5682
36.0,5718
18.0,5736
38.0,5772
29.0,5802
30.0,5832
15.0,5850
31.0,5880
24.0,5904
17.0,5922
32.0,5952
19.0,5970
13.0,5982
25.0,6012
17.0,6024
15.0,6042
20.0,6060
29.0,6090
27.0,6120
16.0,6132
36.0,6168
25.0,6192
28.0,6222
20.0,6240
36.0,6276
21.0,6300
50.0,6348
12.0,6360
25.0,6384
19.0,6408
21.0,6426
19.0,6444
12.0,6456
13.0,6468
19.0,6492
18.0,6510
18.0,6528
21.0,6546
17.0,6564
44.0,6606
11.0,6618
13.0,6630
24.0,6654
18.0,6672
68.0,6744
18.0,6762
15.0,6774
15.0,6792
29.0,6816
20.0,6840
28.0,6864
19.0,6888
67.0,6954
20.0,6972
16.0,6990
9.0,6996
12.0,7008
17.0,7026
13.0,7038
17.0,7056
30.0,7086
21.0,7110
14.0,7122
26.0,7146
9.0,7158
39.0,7194
38.0,7236
11.0,7242
25.0,7272
13.0,7284
21.0,7302
19.0,7320
10.0,7332
18.0,7350
21.0,7374
66.0,7440
16.0,7452
20.0,7476
20.0,7494
13.0,7506
15.0,7524
14.0,7536
15.0,7548
27.0,7578
12.0,7590
56.0,7644
11.0,7656
10.0,7668
18.0,7686
27.0,7710
15.0,7728
35.0,7764
56.0,7818
32.0,7848
34.0,7884
30.0,7914
48.0,7962
17.0,7980
56.0,8034
23.0,8058
15.0,8070
28.0,8100
19.0,8118
17.0,8136
14.0,8148
8.0,8160
17.0,8178
42.0,8220
53.0,8268
14.0,8286
13.0,8298
62.0,8358
36.0,8394
26.0,8424
36.0,8460
17.0,8472
32.0,8508
12.0,8520
31.0,8550
44.0,8592
22.0,8616
21.0,8634
36.0,8670
14.0,8688
54.0,8742
10.0,8748
20.0,8772
11.0,8784
38.0,8820
37.0,8856
21.0,8880
21.0,8898
25.0,8922
37.0,8958
11.0,8970
43.0,9012
33.0,9048
13.0,9060
17.0,9078
27.0,9102
15.0,9120
56.0,9174
22.0,9198
44.0,9240
10.0,9252
36.0,9288
14.0,9300
53.0,9354
20.0,9372
12.0,9384
55.0,9444
14.0,9456
24.0,9480
34.0,9516
30.0,9546
20.0,9564
20.0,9582
11.0,9594
23.0,9618
13.0,9630
14.0,9642
14.0,9660
25.0,9684
43.0,9726
15.0,9744
54.0,9798
13.0,9810
31.0,9840
30.0,9870
36.0,9906
22.0,9930
25.0,9954
26.0,9978
10.0,9990
11.0,10002
11.0,10008
25.0,10038
17.0,10050
21.0,10074
41.0,10116
19.0,10134
20.0,10152
41.0,10194
16.0,10212
33.0,10242
19.0,10260
15.0,10278
24.0,10302
24.0,10326
17.0,10344
32.0,10374
10.0,10386
23.0,10410
15.0,10422
12.0,10434
12.0,10446
14.0,10458
14.0,10476
63.0,10536
41.0,10578
12.0,10590
15.0,10608
18.0,10626
13.0,10638
14.0,10650
36.0,10686
24.0,10710
27.0,10740
17.0,10752
22.0,10776
18.0,10794
45.0,10842
39.0,10878
13.0,10890
34.0,10926
28.0,10956
20.0,10974
50.0,11022
20.0,11046
23.0,11064
46.0,11112
42.0,11154
19.0,11172
47.0,11220
54.0,11274
9.0,11286
37.0,11322
21.0,11340
14.0,11358
19.0,11376
17.0,11394
22.0,11412
15.0,11430
51.0,11478
15.0,11496
11.0,11508
49.0,11556
19.0,11574
17.0,11592
54.0,11646
15.0,11658
11.0,11670
17.0,11688
32.0,11718
20.0,11742
14.0,11754
32.0,11784
20.0,11808
24.0,11832
20.0,11850
23.0,11874
24.0,11898
40.0,11934
12.0,11946
41.0,11988
46.0,12036
18.0,12054
18.0,12072
15.0,12084
19.0,12108
42.0,12150
20.0,12168
58.0,12228
37.0,12264
62.0,12324
40.0,12366
10.0,12372
18.0,12390
46.0,12438
47.0,12486
61.0,12546
36.0,12582
31.0,12612
20.0,12636
22.0,12654
18.0,12672
11.0,12684
11.0,12696
20.0,12714
26.0,12744
12.0,12756
40.0,12792
74.0,12870
12.0,12882
31.0,12912
53.0,12966
38.0,13002
40.0,13044
43.0,13086
30.0,13116
20.0,13134
25.0,13158
16.0,13176
18.0,13194
40.0,13236
28.0,13260
51.0,13314
14.0,13326
26.0,13350
76.0,13428
33.0,13464
24.0,13488
36.0,13524
19.0,13542
33.0,13572
27.0,13602
27.0,13626
13.0,13638
21.0,13662
29.0,13692
39.0,13728
35.0,13764
45.0,13812
15.0,13824
16.0,13842
24.0,13866
23.0,13890
19.0,13908
24.0,13932
21.0,13950
52.0,14004
9.0,14010
23.0,14034
30.0,14064
67.0,14130
17.0,14148
25.0,14172
35.0,14208
39.0,14250
15.0,14262
29.0,14292
26.0,14316
45.0,14364
22.0,14388
31.0,14418
18.0,14436
60.0,14496
36.0,14532
33.0,14562
45.0,14610
51.0,14658
10.0,14670
60.0,14730
32.0,14760
16.0,14778
16.0,14796
53.0,14844
11.0,14856
62.0,14922
14.0,14934
75.0,15006
13.0,15024
21.0,15042
26.0,15066
28.0,15096
16.0,15114
39.0,15150
14.0,15168
25.0,15192
29.0,15222
44.0,15264
29.0,15294
46.0,15336
57.0,15396
22.0,15420
14.0,15432
32.0,15462
40.0,15504
18.0,15522
24.0,15546
18.0,15564
27.0,15588
17.0,15606
28.0,15636
12.0,15648
28.0,15678
26.0,15702
23.0,15726
35.0,15762
32.0,15792
13.0,15804
28.0,15834
25.0,15858
23.0,15882
13.0,15894
18.0,15912
23.0,15936
17.0,15954
33.0,15984
20.0,16002
47.0,16050
69.0,16122
64.0,16182
12.0,16194
16.0,16212
12.0,16224
42.0,16266
48.0,16314
19.0,16332
19.0,16350
27.0,16380
38.0,16416
14.0,16434
22.0,16452
26.0,16482
68.0,16548
35.0,16584
17.0,16602
20.0,16620
134.0,16752
18.0,16770
13.0,16782
40.0,16824
42.0,16866
41.0,16908
51.0,16956
24.0,16980
39.0,17022
20.0,17040
24.0,17064
10.0,17076
22.0,17100
61.0,17160
14.0,17172
42.0,17214
22.0,17238
58.0,17292
16.0,17310
36.0,17346
13.0,17358
21.0,17382
29.0,17412
56.0,17466
29.0,17496
33.0,17526
37.0,17562
14.0,17580
75.0,17652
49.0,17700
22.0,17724
30.0,17754
17.0,17772
26.0,17796
18.0,17814
67.0,17880
30.0,17910
36.0,17946
23.0,17970
12.0,17982
13.0,17994
99.0,18096
36.0,18132
15.0,18144
21.0,18168
25.0,18192
46.0,18240
27.0,18264
19.0,18282
38.0,18324
44.0,18366
16.0,18384
48.0,18432
22.0,18450
13.0,18468
26.0,18492
40.0,18534
17.0,18546
26.0,18576
25.0,18600
17.0,18618
13.0,18630
15.0,18642
19.0,18666
61.0,18726
44.0,18768
28.0,18798
28.0,18822
13.0,18840
43.0,18882
26.0,18906
15.0,18924
33.0,18954
28.0,18984
35.0,19020
19.0,19038
40.0,19074
34.0,19110
25.0,19134
19.0,19152
38.0,19194
19.0,19212
23.0,19236
45.0,19278
25.0,19302
37.0,19344
29.0,19368
35.0,19404
21.0,19428
61.0,19488
38.0,19524
47.0,19572
24.0,19596
39.0,19638
78.0,19716
49.0,19764
30.0,19794
45.0,19836
30.0,19866
29.0,19896
39.0,19938
34.0,19968
22.0,19992
18.0,20010
26.0,20034
72.0,20106
31.0,20136
24.0,20160
31.0,20196
72.0,20268
39.0,20304
40.0,20346
16.0,20358
48.0,20406
36.0,20442
60.0,20502
54.0,20556
66.0,20622
29.0,20652
22.0,20676
22.0,20700
17.0,20712
22.0,20736
55.0,20790
37.0,20826
13.0,20844
69.0,20910
33.0,20946
42.0,20988
31.0,21018
38.0,21054
55.0,21108
26.0,21138
9.0,21144
30.0,21174
14.0,21186
59.0,21246
12.0,21258
29.0,21288
20.0,21306
30.0,21336
62.0,21402
16.0,21414
17.0,21432
57.0,21492
38.0,21528
17.0,21546
32.0,21576
15.0,21594
19.0,21612
20.0,21630
32.0,21666
17.0,21678
40.0,21720
45.0,21768
24.0,21792
17.0,21804
29.0,21834
63.0,21900
45.0,21942
90.0,22032
68.0,22104
68.0,22170
75.0,22242
27.0,22272
36.0,22308
24.0,22332
11.0,22344
34.0,22374
29.0,22404
71.0,22476
48.0,22524
95.0,22620
35.0,22656
11.0,22668
10.0,22674
39.0,22716
76.0,22788
22.0,22812
33.0,22848
39.0,22884
84.0,22968
31.0,22998
65.0,23064
51.0,23118
31.0,23148
22.0,23166
21.0,23190
24.0,23214
18.0,23232
41.0,23274
31.0,23304
30.0,23334
17.0,23352
44.0,23394
62.0,23454
26.0,23484
35.0,23520
86.0,23604
24.0,23628
76.0,23706
40.0,23742
42.0,23784
22.0,23808
42.0,23850
56.0,23904
58.0,23964
55.0,24018
16.0,24036
26.0,24060
24.0,24084
37.0,24120
29.0,24150
20.0,24168
15.0,24186
55.0,24240
47.0,24288
13.0,24300
65.0,24366
31.0,24396
29.0,24426
51.0,24474
23.0,24498
45.0,24546
29.0,24576
24.0,24600
42.0,24642
47.0,24684
33.0,24720
33.0,24750
80.0,24834
11.0,24846
54.0,24900
32.0,24930
25.0,24954
80.0,25032
30.0,25062
65.0,25128
18.0,25146
39.0,25188
64.0,25248
22.0,25272
70.0,25344
29.0,25374
44.0,25416
48.0,25464
19.0,25482
