V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000,V_Values_500000
-0.06636105,3.1445274,3.8928466,5.022515,6.749169,7.1172934,7.7946286,9.10085,9.471822,10.18711,9.204984,8.872157,9.9456005,8.705052,9.308976,8.610649,9.103799,10.341728,10.388993,9.099685,10.274401,10.053237,10.585472,9.825065,10.152904,10.245238
-0.13543493,3.0964158,3.8418965,4.9031587,6.7288127,7.0140934,7.72357,9.139791,9.489397,10.245011,9.225196,8.868062,9.954266,8.766146,9.311987,8.6357355,9.10528,10.318161,10.3875885,9.141138,10.260374,10.039742,10.554209,9.770723,10.137681,10.413623
-0.20082676,3.1428754,3.8949802,5.010144,6.750282,7.1086297,7.7859344,9.111591,9.484126,10.203644,9.229699,8.876981,9.949175,8.731324,9.323937,8.616487,9.103333,10.337803,10.389394,9.106917,10.268729,10.059731,10.5818405,9.819474,10.161819,10.299125
-0.2607336,3.0987458,3.8285391,4.9955297,6.7225604,7.0868363,7.7018447,9.146154,9.498937,10.2569685,9.24546,8.867683,9.956728,8.783614,9.324001,8.64082,9.104255,10.309479,10.386868,9.146184,10.254618,10.0676565,10.549322,9.761953,10.14301,10.447876
-0.31402346,3.142481,3.8943021,5.006434,6.7499757,7.1220384,7.7738724,9.11975,9.492444,10.214359,9.245658,8.880248,9.950352,8.749584,9.333096,8.621558,9.102894,10.331245,10.388931,9.109656,10.263136,10.06239,10.577606,9.812983,10.168253,10.328864
-0.2557631,3.1005156,3.808891,4.9960136,6.71448,7.076823,7.6759596,9.150549,9.505465,10.2648735,9.258502,8.865545,9.957354,8.795735,9.331128,8.645221,9.103414,10.342676,10.386483,9.147599,10.248818,10.065774,10.544281,9.752725,10.14629,10.4637165
-0.3086476,3.143364,3.889012,5.0026236,6.748329,7.129437,7.757954,9.125969,9.497951,10.220506,9.255463,8.8821125,9.94988,8.762196,9.337595,8.626057,9.102511,10.327156,10.38754,9.10814,10.257566,10.059362,10.573219,9.805646,10.172576,10.337715
-0.25071874,3.1018445,3.7805455,4.9964023,6.7044506,7.0597525,7.644828,9.153406,9.509887,10.26958,9.26644,8.861525,9.95673,8.80406,9.334202,8.649082,9.102785,10.337502,10.384277,9.145468,10.242889,10.058319,10.539398,9.742978,10.147782,10.463411
-0.3027221,3.1455038,3.8766634,4.998638,6.7452884,7.1305313,7.73727,9.130685,9.501422,10.222815,9.260849,8.88251,9.94823,8.77065,9.3379755,8.630114,9.102211,10.323181,10.385859,9.102292,10.25191,10.050281,10.56897,9.797423,10.175057,10.327109
-0.24534859,3.1027737,3.740296,4.996804,6.6921926,7.0344124,7.6068397,9.154995,9.5128,10.271568,9.270688,8.85524,9.955217,8.809568,9.333538,8.652478,9.102378,10.332586,10.381883,9.139607,10.236686,10.044578,10.534885,9.732608,10.147676,10.447533
,3.1488507,3.8539207,4.9943695,6.7406564,7.1244164,7.710411,9.134172,9.503355,10.221614,9.262963,8.881144,9.945676,8.775875,9.334289,8.633801,9.101999,10.319483,10.384029,9.091719,10.246014,10.034202,10.565037,9.78821,10.175888,10.296732
,3.1032774,3.9009686,4.9973,6.6772475,6.9988503,7.5597167,9.155446,9.514582,10.271013,9.272182,8.846003,9.953016,8.812863,9.328998,8.655424,9.102197,10.328001,10.379367,9.129548,10.229999,10.027909,10.530865,9.721477,10.146085,10.415055
,3.1533318,3.8660085,4.989673,6.7340717,7.1094646,7.675332,9.136575,9.504048,10.216895,9.262553,8.877458,9.942347,8.778434,9.326114,8.637127,9.101875,10.316135,10.382114,9.075671,10.239654,10.044896,10.561535,9.777846,10.175181,10.24451
,3.103266,3.9026616,4.997938,6.658941,6.9501843,7.500298,9.154774,9.515447,10.267819,9.271522,8.884352,9.950201,8.8143015,9.3199835,8.657852,9.102233,10.323748,10.376744,9.114481,10.222543,10.036549,10.52742,9.70943,10.143062,10.363272
,3.1588457,3.8779032,4.9843574,6.724975,7.0831413,7.6291466,9.137921,9.503644,10.208306,9.260065,8.882932,9.9382515,8.778621,9.3125105,8.64002,9.101829,10.313147,10.380124,9.052976,10.2325325,10.053896,10.558533,9.76613,10.1729965,10.523031
,3.1025803,3.9012563,4.998728,6.6363277,6.884307,7.7260957,9.152881,9.51548,10.261606,9.269057,8.881348,9.946746,8.814046,9.305351,8.6596,9.1024685,10.319775,10.373969,9.093147,10.213924,10.043347,10.524601,9.69631,10.1386,10.469156
,3.1652548,3.8885021,4.9781694,6.7125506,7.0417113,7.655636,9.138128,9.502158,10.195122,9.255728,8.884238,9.933296,8.776521,9.29188,8.642299,9.101845,10.310469,10.378023,9.021916,10.224247,10.061599,10.556068,9.752837,10.169331,10.593549
,3.1009784,3.8953333,4.9996276,6.608107,7.1107845,7.74335,9.149553,9.514656,10.251661,9.264946,8.874232,9.942533,8.812097,9.2832365,8.660364,9.102882,10.31599,10.370954,9.063704,10.203602,10.064146,10.522434,9.681966,10.132636,10.545041
