Mean episodic reward
9.0
76.4
119.9
223.3
370.3
500.0
457.2
441.7
500.0
476.6
500.0
441.2
500.0
500.0
500.0
438.3
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
