Episodic reward,Step
31.0,30
30.0,60
21.0,78
31.0,108
27.0,138
13.0,150
50.0,198
19.0,216
59.0,276
23.0,300
27.0,330
12.0,342
22.0,360
27.0,390
39.0,426
35.0,462
30.0,492
41.0,534
16.0,552
19.0,570
16.0,582
11.0,594
20.0,618
20.0,636
35.0,672
43.0,714
29.0,744
13.0,756
16.0,774
20.0,792
26.0,816
31.0,846
39.0,888
20.0,906
27.0,936
17.0,954
11.0,960
13.0,978
51.0,1026
19.0,1044
25.0,1068
40.0,1110
22.0,1134
19.0,1152
19.0,1170
19.0,1188
32.0,1224
31.0,1254
16.0,1266
34.0,1302
10.0,1314
15.0,1326
21.0,1350
23.0,1374
11.0,1380
11.0,1392
12.0,1404
34.0,1440
16.0,1458
18.0,1476
14.0,1488
21.0,1506
35.0,1542
21.0,1566
26.0,1590
70.0,1662
15.0,1674
12.0,1686
22.0,1710
56.0,1764
16.0,1782
16.0,1800
23.0,1818
27.0,1848
56.0,1902
57.0,1962
25.0,1986
37.0,2022
62.0,2082
14.0,2100
37.0,2136
17.0,2154
14.0,2166
15.0,2184
10.0,2190
38.0,2232
31.0,2262
16.0,2274
22.0,2298
12.0,2310
18.0,2328
52.0,2382
16.0,2394
42.0,2436
22.0,2460
17.0,2478
15.0,2490
40.0,2532
27.0,2562
27.0,2586
15.0,2604
18.0,2622
8.0,2628
15.0,2640
24.0,2664
46.0,2712
20.0,2730
12.0,2742
27.0,2772
25.0,2796
37.0,2832
18.0,2850
35.0,2886
58.0,2946
26.0,2970
43.0,3012
17.0,3030
19.0,3048
25.0,3072
29.0,3102
28.0,3132
18.0,3150
24.0,3174
14.0,3186
15.0,3204
10.0,3210
21.0,3234
21.0,3252
44.0,3300
23.0,3324
24.0,3348
14.0,3360
19.0,3378
28.0,3408
24.0,3432
22.0,3450
17.0,3468
12.0,3480
14.0,3498
29.0,3522
30.0,3552
33.0,3588
19.0,3606
18.0,3624
17.0,3642
30.0,3672
15.0,3684
23.0,3708
18.0,3726
14.0,3744
22.0,3762
28.0,3792
22.0,3816
14.0,3828
14.0,3840
68.0,3912
18.0,3930
28.0,3954
23.0,3978
19.0,3996
26.0,4026
22.0,4044
12.0,4056
9.0,4068
11.0,4080
24.0,4104
23.0,4122
