Mean episodic reward
13.1
339.7
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
251.6
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
