V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000
0.15670855,56.53269,78.82656,92.34251,95.83301,100.00708,100.00255,99.99937,100.00048,100.00284,100.0042,99.454636,99.824615,99.94426,100.00293,100.004364,100.00322,96.799805,100.0039,100.00129,99.99889,99.99459,99.99515,100.00123,99.99706
0.15547913,56.78005,79.07932,92.354225,95.85627,100.0069,100.00253,99.99937,100.00048,100.00284,100.0042,99.45462,99.82497,99.93703,100.003,100.00438,100.003235,96.804665,100.00414,100.00129,99.99889,99.99459,99.99515,100.001236,99.99706
0.14891185,56.596233,78.782455,92.34533,95.84359,100.00705,100.00254,99.99937,100.00048,100.00284,100.0042,99.454636,99.82446,99.94062,100.003006,100.00439,100.003235,96.80224,100.003914,100.00129,99.99889,99.99459,99.99515,100.001236,99.99706
0.13733706,56.810356,79.038475,92.35537,95.85875,100.00681,100.00254,99.99937,100.00048,100.00284,100.0042,99.45463,99.82464,99.93222,100.00306,100.004395,100.003235,96.80581,100.00415,100.00129,99.99889,99.99459,99.99515,100.001236,99.99706
0.121676855,56.651085,78.73933,92.34519,95.85193,100.007,100.00254,99.99937,100.00049,100.00284,100.0042,99.454636,99.82385,99.93738,100.00307,100.0044,100.00325,96.80424,100.00392,100.00129,99.99889,99.99459,99.99515,100.001236,99.99706
0.10303317,56.83364,78.99882,92.35408,95.85982,100.00703,100.00254,99.99937,100.00049,100.00284,100.0042,99.45463,99.82385,99.928406,100.00299,100.00441,100.00325,96.80671,100.00416,100.00129,99.9989,99.99459,99.99515,100.001236,99.99706
0.082377784,56.698677,78.69695,92.34216,95.85855,100.00707,100.00254,99.99937,100.00049,100.00284,100.0042,99.45463,99.8227,99.9349,100.00305,100.00441,100.00325,96.805756,100.00392,100.00129,99.9989,99.99459,99.99515,100.001236,99.99706
0.060442746,56.850746,78.96006,92.35032,95.85951,100.00704,100.00254,99.99937,100.00049,100.00284,100.0042,99.45463,99.822495,99.92586,100.002975,100.00442,100.00325,96.80349,100.00415,100.00129,99.9989,99.99459,99.99516,100.001236,99.99706
0.037754882,56.740116,78.65499,92.33608,95.86371,100.00711,100.00255,99.99937,100.00049,100.00284,100.0042,99.454636,99.82085,99.933365,100.00303,100.00442,100.003265,96.80619,100.00391,100.00129,99.9989,99.99459,99.99515,100.001236,99.99706
0.014719241,56.862232,78.92187,92.34376,95.8577,100.00702,100.00253,99.99937,100.00049,100.00284,100.0042,99.45463,99.82035,99.92467,100.00295,100.004425,100.00326,96.80439,100.00414,100.00129,99.9989,99.99459,99.99516,100.001236,99.99706
,56.77621,78.61302,92.32636,95.86749,100.00711,100.00254,99.99936,100.00048,100.00284,100.0042,99.454636,99.81799,99.932816,100.003006,100.004425,100.003265,96.806595,100.00388,100.00129,99.9989,99.99459,99.99515,100.001236,99.99706
,56.86839,78.8838,92.333725,95.854,100.00697,100.00254,99.99936,100.00048,100.00284,100.0042,99.45463,99.81703,99.9248,100.00293,100.004425,100.00327,96.80524,100.00413,100.00129,99.9989,99.99459,99.99516,100.001236,99.99706
