Mean episodic reward
8.9
335.2
465.2
500.0
500.0
495.1
500.0
500.0
485.7
483.4
500.0
437.6
474.0
500.0
461.8
478.6
500.0
500.0
500.0
500.0
459.2
390.3
498.0
500.0
500.0
