Episodic reward,Step
14.0,13
14.0,27
67.0,94
16.0,110
34.0,144
26.0,170
19.0,189
21.0,210
59.0,269
29.0,298
14.0,312
34.0,346
12.0,358
25.0,383
32.0,415
12.0,427
29.0,456
20.0,476
13.0,489
12.0,501
12.0,513
15.0,528
24.0,552
25.0,577
26.0,603
13.0,616
16.0,632
21.0,653
21.0,674
17.0,691
51.0,742
21.0,763
9.0,772
9.0,781
29.0,810
17.0,827
43.0,870
22.0,892
14.0,906
17.0,923
14.0,937
19.0,956
36.0,992
18.0,1010
17.0,1027
17.0,1044
17.0,1061
13.0,1074
32.0,1106
20.0,1126
16.0,1142
19.0,1161
29.0,1190
32.0,1222
15.0,1237
39.0,1276
26.0,1302
15.0,1317
19.0,1336
12.0,1348
11.0,1359
23.0,1382
10.0,1392
28.0,1420
27.0,1447
29.0,1476
11.0,1487
24.0,1511
34.0,1545
21.0,1566
17.0,1583
21.0,1604
15.0,1619
14.0,1633
26.0,1659
13.0,1672
14.0,1686
16.0,1702
39.0,1741
19.0,1760
95.0,1855
12.0,1867
84.0,1951
12.0,1963
34.0,1997
29.0,2026
23.0,2049
43.0,2092
42.0,2134
30.0,2164
13.0,2177
27.0,2204
28.0,2232
32.0,2264
45.0,2309
13.0,2322
55.0,2377
20.0,2397
25.0,2422
27.0,2449
18.0,2467
54.0,2521
22.0,2543
27.0,2570
32.0,2602
25.0,2627
13.0,2640
17.0,2657
28.0,2685
11.0,2696
19.0,2715
37.0,2752
13.0,2765
17.0,2782
13.0,2795
30.0,2825
18.0,2843
15.0,2858
12.0,2870
12.0,2882
26.0,2908
24.0,2932
11.0,2943
15.0,2958
36.0,2994
21.0,3015
12.0,3027
49.0,3076
38.0,3114
34.0,3148
29.0,3177
21.0,3198
50.0,3248
29.0,3277
11.0,3288
22.0,3310
21.0,3331
23.0,3354
12.0,3366
19.0,3385
16.0,3401
29.0,3430
10.0,3440
34.0,3474
56.0,3530
14.0,3544
22.0,3566
32.0,3598
12.0,3610
41.0,3651
14.0,3665
23.0,3688
13.0,3701
24.0,3725
55.0,3780
42.0,3822
56.0,3878
43.0,3921
14.0,3935
17.0,3952
26.0,3978
44.0,4022
22.0,4044
39.0,4083
31.0,4114
53.0,4167
45.0,4212
14.0,4226
38.0,4264
39.0,4303
16.0,4319
12.0,4331
19.0,4350
15.0,4365
17.0,4382
49.0,4431
29.0,4460
19.0,4479
20.0,4499
52.0,4551
46.0,4597
63.0,4660
23.0,4683
59.0,4742
15.0,4757
26.0,4783
39.0,4822
14.0,4836
14.0,4850
28.0,4878
16.0,4894
24.0,4918
14.0,4932
88.0,5020
34.0,5054
16.0,5070
11.0,5081
40.0,5121
49.0,5170
34.0,5204
15.0,5219
18.0,5237
20.0,5257
30.0,5287
18.0,5305
47.0,5352
21.0,5373
30.0,5403
14.0,5417
25.0,5442
25.0,5467
29.0,5496
20.0,5516
23.0,5539
19.0,5558
12.0,5570
23.0,5593
15.0,5608
25.0,5633
15.0,5648
12.0,5660
20.0,5680
18.0,5698
64.0,5762
19.0,5781
26.0,5807
40.0,5847
52.0,5899
16.0,5915
22.0,5937
17.0,5954
17.0,5971
49.0,6020
77.0,6097
15.0,6112
21.0,6133
24.0,6157
45.0,6202
18.0,6220
13.0,6233
28.0,6261
12.0,6273
16.0,6289
26.0,6315
118.0,6433
26.0,6459
12.0,6471
46.0,6517
17.0,6534
24.0,6558
27.0,6585
20.0,6605
24.0,6629
38.0,6667
22.0,6689
34.0,6723
17.0,6740
16.0,6756
20.0,6776
32.0,6808
27.0,6835
18.0,6853
12.0,6865
30.0,6895
18.0,6913
57.0,6970
96.0,7066
36.0,7102
23.0,7125
52.0,7177
100.0,7277
74.0,7351
20.0,7371
26.0,7397
21.0,7418
22.0,7440
28.0,7468
25.0,7493
20.0,7513
24.0,7537
41.0,7578
50.0,7628
29.0,7657
91.0,7748
63.0,7811
50.0,7861
53.0,7914
25.0,7939
50.0,7989
21.0,8010
20.0,8030
24.0,8054
23.0,8077
21.0,8098
34.0,8132
21.0,8153
13.0,8166
37.0,8203
45.0,8248
16.0,8264
32.0,8296
42.0,8338
69.0,8407
25.0,8432
31.0,8463
38.0,8501
27.0,8528
22.0,8550
41.0,8591
43.0,8634
35.0,8669
20.0,8689
27.0,8716
59.0,8775
23.0,8798
72.0,8870
43.0,8913
16.0,8929
24.0,8953
18.0,8971
43.0,9014
20.0,9034
30.0,9064
22.0,9086
68.0,9154
41.0,9195
31.0,9226
39.0,9265
22.0,9287
16.0,9303
58.0,9361
27.0,9388
40.0,9428
43.0,9471
40.0,9511
29.0,9540
36.0,9576
89.0,9665
21.0,9686
35.0,9721
14.0,9735
52.0,9787
25.0,9812
85.0,9897
41.0,9938
27.0,9965
38.0,10003
25.0,10028
17.0,10045
55.0,10100
44.0,10144
44.0,10188
45.0,10233
26.0,10259
19.0,10278
40.0,10318
48.0,10366
30.0,10396
70.0,10466
56.0,10522
35.0,10557
22.0,10579
42.0,10621
10.0,10631
19.0,10650
66.0,10716
51.0,10767
71.0,10838
34.0,10872
89.0,10961
66.0,11027
34.0,11061
30.0,11091
34.0,11125
20.0,11145
26.0,11171
42.0,11213
54.0,11267
24.0,11291
30.0,11321
21.0,11342
14.0,11356
30.0,11386
84.0,11470
78.0,11548
57.0,11605
63.0,11668
27.0,11695
28.0,11723
42.0,11765
26.0,11791
39.0,11830
33.0,11863
41.0,11904
38.0,11942
46.0,11988
14.0,12002
55.0,12057
13.0,12070
141.0,12211
74.0,12285
117.0,12402
34.0,12436
51.0,12487
78.0,12565
132.0,12697
30.0,12727
19.0,12746
29.0,12775
127.0,12902
55.0,12957
34.0,12991
24.0,13015
67.0,13082
32.0,13114
45.0,13159
49.0,13208
53.0,13261
31.0,13292
163.0,13455
50.0,13505
28.0,13533
55.0,13588
84.0,13672
30.0,13702
64.0,13766
68.0,13834
72.0,13906
35.0,13941
50.0,13991
26.0,14017
29.0,14046
38.0,14084
157.0,14241
46.0,14287
40.0,14327
64.0,14391
47.0,14438
56.0,14494
71.0,14565
61.0,14626
60.0,14686
81.0,14767
111.0,14878
67.0,14945
103.0,15048
66.0,15114
35.0,15149
35.0,15184
35.0,15219
85.0,15304
29.0,15333
23.0,15356
66.0,15422
60.0,15482
62.0,15544
30.0,15574
52.0,15626
25.0,15651
190.0,15841
42.0,15883
32.0,15915
20.0,15935
25.0,15960
22.0,15982
17.0,15999
42.0,16041
45.0,16086
78.0,16164
45.0,16209
15.0,16224
34.0,16258
50.0,16308
250.0,16558
38.0,16596
62.0,16658
51.0,16709
45.0,16754
64.0,16818
114.0,16932
133.0,17065
17.0,17082
91.0,17173
48.0,17221
42.0,17263
55.0,17318
61.0,17379
36.0,17415
116.0,17531
50.0,17581
35.0,17616
94.0,17710
85.0,17795
29.0,17824
28.0,17852
30.0,17882
38.0,17920
46.0,17966
30.0,17996
26.0,18022
71.0,18093
24.0,18117
48.0,18165
30.0,18195
64.0,18259
41.0,18300
106.0,18406
76.0,18482
44.0,18526
58.0,18584
54.0,18638
35.0,18673
56.0,18729
181.0,18910
55.0,18965
52.0,19017
52.0,19069
81.0,19150
89.0,19239
122.0,19361
137.0,19498
69.0,19567
88.0,19655
39.0,19694
56.0,19750
92.0,19842
52.0,19894
72.0,19966
72.0,20038
307.0,20345
112.0,20457
33.0,20490
94.0,20584
28.0,20612
33.0,20645
92.0,20737
97.0,20834
112.0,20946
31.0,20977
116.0,21093
47.0,21140
24.0,21164
89.0,21253
154.0,21407
215.0,21622
123.0,21745
169.0,21914
47.0,21961
42.0,22003
99.0,22102
233.0,22335
54.0,22389
238.0,22627
58.0,22685
138.0,22823
27.0,22850
168.0,23018
110.0,23128
131.0,23259
59.0,23318
77.0,23395
86.0,23481
79.0,23560
117.0,23677
97.0,23774
63.0,23837
188.0,24025
58.0,24083
98.0,24181
207.0,24388
164.0,24552
208.0,24760
174.0,24934
98.0,25032
250.0,25282
65.0,25347
229.0,25576
167.0,25743
18.0,25761
153.0,25914
91.0,26005
211.0,26216
196.0,26412
156.0,26568
115.0,26683
84.0,26767
91.0,26858
192.0,27050
51.0,27101
222.0,27323
118.0,27441
169.0,27610
219.0,27829
124.0,27953
144.0,28097
214.0,28311
124.0,28435
82.0,28517
122.0,28639
35.0,28674
73.0,28747
147.0,28894
220.0,29114
105.0,29219
115.0,29334
140.0,29474
128.0,29602
113.0,29715
120.0,29835
325.0,30160
173.0,30333
75.0,30408
138.0,30546
183.0,30729
119.0,30848
163.0,31011
154.0,31165
91.0,31256
178.0,31434
116.0,31550
85.0,31635
114.0,31749
135.0,31884
131.0,32015
131.0,32146
119.0,32265
122.0,32387
192.0,32579
115.0,32694
155.0,32849
62.0,32911
199.0,33110
222.0,33332
48.0,33380
160.0,33540
201.0,33741
325.0,34066
138.0,34204
85.0,34289
46.0,34335
137.0,34472
193.0,34665
139.0,34804
53.0,34857
31.0,34888
194.0,35082
183.0,35265
25.0,35290
98.0,35388
86.0,35474
103.0,35577
310.0,35887
190.0,36077
118.0,36195
139.0,36334
278.0,36612
232.0,36844
195.0,37039
194.0,37233
141.0,37374
290.0,37664
177.0,37841
313.0,38154
106.0,38260
185.0,38445
157.0,38602
153.0,38755
219.0,38974
401.0,39375
309.0,39684
191.0,39875
187.0,40062
381.0,40443
287.0,40730
372.0,41102
286.0,41388
149.0,41537
220.0,41757
198.0,41955
222.0,42177
144.0,42321
223.0,42544
261.0,42805
201.0,43006
232.0,43238
162.0,43400
249.0,43649
231.0,43880
318.0,44198
160.0,44358
352.0,44710
200.0,44910
188.0,45098
218.0,45316
112.0,45428
224.0,45652
108.0,45760
239.0,45999
500.0,46499
323.0,46822
388.0,47210
401.0,47611
491.0,48102
500.0,48602
162.0,48764
500.0,49264
112.0,49376
393.0,49769
500.0,50269
500.0,50769
303.0,51072
178.0,51250
301.0,51551
286.0,51837
290.0,52127
90.0,52217
177.0,52394
500.0,52894
500.0,53394
345.0,53739
488.0,54227
500.0,54727
500.0,55227
500.0,55727
500.0,56227
157.0,56384
500.0,56884
241.0,57125
500.0,57625
253.0,57878
500.0,58378
500.0,58878
500.0,59378
147.0,59525
500.0,60025
500.0,60525
415.0,60940
204.0,61144
424.0,61568
500.0,62068
500.0,62568
500.0,63068
500.0,63568
372.0,63940
477.0,64417
500.0,64917
500.0,65417
500.0,65917
500.0,66417
500.0,66917
500.0,67417
500.0,67917
500.0,68417
500.0,68917
500.0,69417
500.0,69917
347.0,70264
500.0,70764
418.0,71182
492.0,71674
500.0,72174
500.0,72674
500.0,73174
500.0,73674
500.0,74174
500.0,74674
500.0,75174
500.0,75674
500.0,76174
204.0,76378
500.0,76878
500.0,77378
265.0,77643
500.0,78143
500.0,78643
500.0,79143
500.0,79643
500.0,80143
500.0,80643
154.0,80797
500.0,81297
500.0,81797
500.0,82297
500.0,82797
500.0,83297
99.0,83396
500.0,83896
500.0,84396
500.0,84896
500.0,85396
500.0,85896
127.0,86023
500.0,86523
500.0,87023
500.0,87523
486.0,88009
500.0,88509
438.0,88947
483.0,89430
361.0,89791
500.0,90291
500.0,90791
500.0,91291
500.0,91791
500.0,92291
500.0,92791
500.0,93291
500.0,93791
500.0,94291
500.0,94791
500.0,95291
500.0,95791
500.0,96291
500.0,96791
500.0,97291
500.0,97791
500.0,98291
309.0,98600
500.0,99100
500.0,99600
500.0,100100
500.0,100600
500.0,101100
500.0,101600
500.0,102100
500.0,102600
406.0,103006
489.0,103495
335.0,103830
500.0,104330
500.0,104830
500.0,105330
500.0,105830
500.0,106330
500.0,106830
500.0,107330
500.0,107830
241.0,108071
500.0,108571
500.0,109071
500.0,109571
500.0,110071
500.0,110571
500.0,111071
500.0,111571
500.0,112071
500.0,112571
500.0,113071
500.0,113571
500.0,114071
500.0,114571
500.0,115071
500.0,115571
314.0,115885
500.0,116385
367.0,116752
270.0,117022
322.0,117344
364.0,117708
473.0,118181
500.0,118681
500.0,119181
500.0,119681
500.0,120181
500.0,120681
500.0,121181
500.0,121681
500.0,122181
500.0,122681
500.0,123181
500.0,123681
500.0,124181
500.0,124681
460.0,125141
500.0,125641
500.0,126141
500.0,126641
500.0,127141
500.0,127641
500.0,128141
500.0,128641
500.0,129141
500.0,129641
500.0,130141
500.0,130641
500.0,131141
500.0,131641
500.0,132141
500.0,132641
500.0,133141
500.0,133641
500.0,134141
500.0,134641
500.0,135141
500.0,135641
500.0,136141
500.0,136641
500.0,137141
500.0,137641
500.0,138141
316.0,138457
391.0,138848
500.0,139348
500.0,139848
500.0,140348
500.0,140848
500.0,141348
500.0,141848
500.0,142348
500.0,142848
500.0,143348
500.0,143848
500.0,144348
500.0,144848
500.0,145348
500.0,145848
500.0,146348
500.0,146848
500.0,147348
500.0,147848
500.0,148348
500.0,148848
500.0,149348
500.0,149848
500.0,150348
500.0,150848
500.0,151348
500.0,151848
500.0,152348
500.0,152848
500.0,153348
500.0,153848
500.0,154348
500.0,154848
500.0,155348
500.0,155848
500.0,156348
500.0,156848
425.0,157273
429.0,157702
500.0,158202
341.0,158543
494.0,159037
500.0,159537
500.0,160037
500.0,160537
500.0,161037
500.0,161537
500.0,162037
500.0,162537
500.0,163037
500.0,163537
500.0,164037
500.0,164537
500.0,165037
500.0,165537
500.0,166037
500.0,166537
500.0,167037
500.0,167537
500.0,168037
500.0,168537
500.0,169037
500.0,169537
500.0,170037
500.0,170537
500.0,171037
500.0,171537
500.0,172037
500.0,172537
500.0,173037
500.0,173537
500.0,174037
500.0,174537
500.0,175037
500.0,175537
500.0,176037
500.0,176537
500.0,177037
500.0,177537
500.0,178037
500.0,178537
500.0,179037
500.0,179537
500.0,180037
500.0,180537
500.0,181037
500.0,181537
500.0,182037
500.0,182537
500.0,183037
500.0,183537
500.0,184037
500.0,184537
500.0,185037
500.0,185537
500.0,186037
500.0,186537
500.0,187037
500.0,187537
500.0,188037
500.0,188537
500.0,189037
500.0,189537
500.0,190037
500.0,190537
500.0,191037
500.0,191537
500.0,192037
500.0,192537
500.0,193037
500.0,193537
500.0,194037
500.0,194537
500.0,195037
500.0,195537
500.0,196037
500.0,196537
500.0,197037
500.0,197537
500.0,198037
500.0,198537
500.0,199037
500.0,199537
500.0,200037
500.0,200537
500.0,201037
500.0,201537
500.0,202037
500.0,202537
500.0,203037
500.0,203537
500.0,204037
500.0,204537
500.0,205037
500.0,205537
500.0,206037
500.0,206537
500.0,207037
500.0,207537
500.0,208037
500.0,208537
500.0,209037
500.0,209537
500.0,210037
500.0,210537
500.0,211037
500.0,211537
500.0,212037
500.0,212537
500.0,213037
500.0,213537
500.0,214037
500.0,214537
500.0,215037
500.0,215537
500.0,216037
500.0,216537
500.0,217037
500.0,217537
500.0,218037
500.0,218537
500.0,219037
500.0,219537
500.0,220037
500.0,220537
500.0,221037
500.0,221537
500.0,222037
500.0,222537
500.0,223037
500.0,223537
500.0,224037
500.0,224537
500.0,225037
500.0,225537
500.0,226037
500.0,226537
500.0,227037
500.0,227537
500.0,228037
500.0,228537
500.0,229037
500.0,229537
500.0,230037
500.0,230537
500.0,231037
500.0,231537
500.0,232037
500.0,232537
500.0,233037
500.0,233537
500.0,234037
500.0,234537
500.0,235037
500.0,235537
500.0,236037
419.0,236456
500.0,236956
500.0,237456
500.0,237956
500.0,238456
500.0,238956
500.0,239456
500.0,239956
