V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000
-0.0806005,58.74935,79.98866,96.21947,97.63796,100.26303,99.99858,99.91564,99.97932,100.00033,99.99891,98.96905,87.77196,99.97165,100.003815,99.99928,100.00769,99.99759,99.99637,100.002846,100.00031,99.99816,99.99975,100.00059,100.00109
-0.15049584,58.730446,79.98979,96.218704,97.58502,100.26279,99.9984,99.91568,99.97932,100.000336,99.99889,98.96904,87.75205,99.97272,100.00381,99.999275,100.007675,99.99759,99.99637,100.002846,100.00031,99.99816,99.99975,100.00058,100.00109
-0.2166791,58.76097,79.99347,96.21935,97.6,100.26638,99.9986,99.915665,99.97934,100.000336,99.99891,98.96905,87.82126,99.97227,100.003815,99.9993,100.00769,99.9976,99.99637,100.00285,100.00031,99.99817,99.99975,100.00059,100.00109
-0.27748197,58.707035,79.975235,96.216965,97.543526,100.26437,99.99843,99.91569,99.97933,100.000336,99.99889,98.96904,87.77834,99.97305,100.00381,99.9993,100.00768,99.997604,99.996376,100.00285,100.00031,99.99817,99.99975,100.00059,100.00109
-0.33184925,58.763332,79.99287,96.218475,97.5617,100.26836,99.99862,99.91568,99.97935,100.000336,99.9989,98.96905,87.83304,99.97277,100.00382,99.99931,100.00769,99.997604,99.996376,100.00285,100.00031,99.99818,99.99975,100.000595,100.00109
-0.27220795,58.669308,79.951065,96.215,97.50274,100.264656,99.99846,99.9157,99.97934,100.000336,99.99891,98.96904,87.765396,99.97329,100.00381,99.99931,100.00769,99.997604,99.99638,100.00285,100.00031,99.99818,99.99975,100.000595,100.00109
-0.3268139,58.753582,79.984505,96.21994,97.524475,100.269066,99.998634,99.915695,99.97936,100.000336,99.99891,98.96905,87.80454,99.973175,100.003815,99.99933,100.00769,99.997604,99.99638,100.00285,100.000305,99.99818,99.99975,100.000595,100.00109
-0.26718324,58.612755,79.96276,96.21367,97.46382,100.26366,99.99848,99.91571,99.97935,100.000336,99.99891,98.96904,87.70554,99.97229,100.00381,99.99933,100.00769,99.997604,99.99638,100.00286,100.000305,99.99818,99.99975,100.000595,100.00109
-0.32155213,58.72756,79.98563,96.219284,97.48923,100.26853,99.99864,99.91571,99.97936,100.000336,99.99891,98.96905,87.725494,99.972885,100.003815,99.99934,100.00769,99.997604,99.99638,100.00286,100.00031,99.99818,99.99975,100.000595,100.0011
-0.26226428,58.530785,79.9601,96.210106,97.42749,100.26131,99.998505,99.91568,99.979355,100.00033,99.99889,98.96904,87.580894,99.97177,100.00381,99.99934,100.00769,99.997604,99.99638,100.00286,100.00031,99.99818,99.99975,100.000595,100.0011
