Mean episodic reward
9.5
377.3
284.9
174.1
226.9
500.0
491.5
500.0
500.0
467.6
500.0
500.0
297.5
407.6
500.0
477.2
441.8
302.0
500.0
369.4
442.0
500.0
500.0
500.0
138.1
266.2
