Mean episodic reward
9.5
366.6
306.3
500.0
500.0
500.0
497.0
485.3
488.0
500.0
500.0
500.0
500.0
500.0
253.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
417.2
500.0
