Mean episodic reward
9.4
335.8
324.0
498.3
498.6
500.0
484.9
499.1
484.3
500.0
500.0
500.0
500.0
500.0
259.4
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
459.8
500.0
