Mean episodic reward
9.4
358.7
396.6
500.0
500.0
432.9
500.0
500.0
500.0
500.0
474.2
500.0
178.9
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
