Mean episodic reward
9.4
330.3
500.0
500.0
493.3
500.0
500.0
500.0
493.2
500.0
315.7
156.4
500.0
500.0
304.2
500.0
500.0
500.0
152.5
434.2
500.0
475.7
500.0
500.0
469.4
500.0
