V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000,V_Values_500000
0.004477117,64.17012,80.62565,82.30276,63.61701,86.62061,84.44186,85.32289,84.26175,83.086136,84.31875,84.4912,81.88559,82.10988,84.493996,83.232346,85.91236,89.64577,84.54041,84.16917,87.21458,85.987015,84.58828,84.07248,76.82822,67.97728
0.008327141,64.20951,80.65796,82.46375,57.037403,86.62153,84.44417,85.31986,84.258575,83.086006,84.31906,84.49115,81.88559,82.10985,84.49353,83.25716,85.467354,89.442825,83.56276,84.1692,87.21393,85.98725,84.588264,84.07247,76.82684,71.85962
0.011173213,64.19259,80.62826,82.38453,59.953472,86.62123,84.4421,85.32318,84.26193,83.086136,84.31883,84.491165,81.88559,82.10989,84.49397,83.26902,85.47195,89.51637,83.63398,84.16917,87.214485,85.98708,84.58828,84.07248,76.84486,67.206985
0.012841329,64.22534,80.65732,82.51675,53.005165,86.62186,84.44392,85.318405,84.25862,83.086006,84.3191,84.49114,81.88559,82.10987,84.4935,83.282745,84.70293,89.64967,83.99203,84.1692,87.21392,85.9873,84.588264,84.07248,76.84293,71.13383
0.013248159,64.21429,80.62803,82.44652,55.993065,86.62166,84.442024,85.32272,84.26219,83.086136,84.31889,84.491135,81.88559,82.10992,84.49394,83.28937,84.63921,89.52492,83.41228,84.169174,87.21438,85.987144,84.58828,84.07248,76.8543,66.276436
0.012402421,64.23973,80.595955,82.55785,49.10505,86.62207,84.4434,85.3156,84.25879,83.086006,84.31863,84.49121,81.88559,82.10989,84.49346,83.29782,85.20962,89.64308,83.691925,84.169205,87.2139,85.98733,84.588264,84.07248,76.852875,70.20764
0.010365175,64.23418,80.6288,82.49506,51.894764,86.62196,84.44169,85.321014,84.26257,83.08612,84.31883,84.49118,81.88559,82.10993,84.49389,83.30156,84.97355,89.52528,83.188194,84.169174,87.21425,85.987206,84.58828,84.07248,76.85999,65.19117
0.007202627,64.20464,80.597206,82.590706,45.51681,86.6222,84.44264,85.310616,84.2591,83.086,84.3186,84.491234,81.88559,82.10992,84.49341,83.30743,85.47132,89.62865,83.40337,84.169205,87.21386,85.98736,84.588264,84.07248,76.85924,69.015625
0.0029645395,64.22973,80.62582,82.53422,47.83463,86.62217,84.44109,85.317276,84.26306,83.08612,84.3188,84.49121,81.88559,82.10994,84.49382,83.30936,85.28753,89.51834,82.96354,84.169174,87.21409,85.98727,84.58828,84.07248,76.825745,63.992805
-0.0023052203,64.19676,80.59456,82.617676,42.350887,86.62227,84.44163,85.30209,84.25957,83.086,84.31857,84.49126,81.88558,82.10993,84.49333,83.31396,85.704094,89.60832,83.13149,84.169205,87.2138,85.98737,84.588264,84.07248,76.8513,67.51864
,64.22383,80.619354,82.56662,44.016415,86.62229,84.44024,85.31003,84.26367,83.086105,84.318756,84.49123,81.88559,82.10996,84.49374,83.314606,85.5713,89.50482,82.734245,84.16918,87.21386,85.98733,84.58828,84.07248,76.77902,62.758965
,64.18687,80.58827,82.64039,39.6285,86.622025,84.44031,85.31778,84.2602,83.086,84.31854,84.49127,81.88558,82.109955,84.493225,83.31863,85.90424,89.58388,82.86977,84.169205,87.21372,85.98705,84.588264,84.07248,76.82851,65.74544
,64.216225,80.60934,82.59406,40.61308,86.62223,84.43909,85.30523,84.26438,83.08609,84.318726,84.49126,81.88559,82.109955,84.49362,83.3183,85.81655,89.484985,82.5066,84.16919,87.21353,85.98725,84.58828,84.07248,76.64436,61.583504
,64.174446,80.578285,82.66001,37.31339,86.621864,84.43862,85.31422,84.26099,83.08598,84.31852,84.49129,81.885574,82.10995,84.49413,83.32211,86.0693,89.55645,82.61474,84.169205,87.21358,85.986885,84.588264,84.07248,76.752625,63.82203
,64.206474,80.595406,82.617775,37.71409,86.62215,84.437584,85.299065,84.265175,83.086075,84.318695,84.491264,81.88559,82.10995,84.49366,83.32096,86.01753,89.45805,82.31632,84.16919,87.21305,85.98715,84.58828,84.07248,76.13139,60.538933
,64.1588,80.5642,82.67738,35.368008,86.62168,84.43647,85.309425,84.261856,83.08597,84.3185,84.4913,81.885574,82.10994,84.49413,83.3248,86.19874,89.52601,82.392876,84.169205,87.21333,85.98671,84.588264,84.07248,76.391045,61.939835
,64.193954,80.57679,82.63864,35.35483,86.62204,84.43563,85.291016,84.256,83.086044,84.318665,84.49129,81.88559,82.10994,84.4937,83.322914,86.17248,89.42134,82.23067,84.16919,87.212296,85.98704,84.58828,84.07248,73.58831,59.645493
,64.138885,80.54525,82.6932,33.780598,86.62149,84.43371,85.30292,84.26027,83.08596,84.31848,84.49131,81.88558,82.109924,84.49413,83.326904,86.29476,89.49089,82.27399,84.169205,87.21288,85.986534,84.588264,84.07248,74.07591,60.276703
,64.17774,80.55219,82.65731,33.548363,86.621925,84.4331,85.280266,84.25369,83.08602,84.31865,84.4913,81.88559,82.10993,84.49373,83.32436,86.28428,89.36853,82.33718,84.16919,87.21111,85.9869,84.58828,84.07248,75.44246,58.8724
,64.11321,80.52006,82.70803,32.533726,86.62127,84.43009,85.293884,84.258446,83.08593,84.31847,84.49132,81.88558,82.10992,84.49414,83.3286,86.16324,89.44679,82.23979,84.169205,87.212074,85.98636,84.588264,84.07247,72.873085,58.92485
,64.15648,80.51948,82.67431,32.24227,86.621796,84.42977,85.26554,84.25113,83.08566,84.31863,84.49131,81.885574,82.109924,84.49375,83.325424,86.19549,89.285194,82.219475,84.16919,87.21224,85.98678,84.58828,84.07248,74.5792,58.168343
,64.0796,80.4864,82.72242,31.555126,86.62105,84.42527,85.28103,84.2564,83.085846,84.31844,84.49133,81.88558,82.10991,84.49414,83.32997,85.99623,89.383865,82.19169,84.16922,87.21122,85.9862,84.588264,84.07247,71.363594,57.861275
,64.128136,80.47517,82.69011,31.259012,86.62166,84.41424,85.24474,84.2483,83.08552,84.3186,84.49133,81.885574,82.109924,84.493774,83.32617,86.03039,89.137314,82.10052,84.16919,87.211464,85.98664,84.58828,84.07248,73.16842,57.492554
,64.03473,80.440575,82.73699,30.710434,86.6208,84.41854,85.26219,84.25411,83.085754,84.318436,84.49134,81.88558,82.1099,84.49415,83.33105,85.68794,89.278366,82.16772,84.16922,87.21012,85.98604,84.58828,84.07247,69.949974,56.99134
,64.08967,80.41345,82.70524,30.344486,86.621506,84.40045,85.214355,84.24518,83.08535,84.31859,84.49133,81.885574,82.109924,84.4938,83.326645,85.71186,88.84256,82.04694,84.169205,87.21055,85.98652,84.58828,84.07248,71.364746,56.824257
,63.973568,80.37635,82.75249,30.190958,86.62052,84.40945,85.23363,84.25156,83.08565,84.31843,84.49135,81.88558,82.1099,84.494156,83.33183,85.11879,89.06764,82.17641,84.16923,87.20873,85.98589,84.58828,84.07247,69.01748,56.21199
,64.0363,80.324295,82.720375,29.943867,86.621315,84.381004,85.16844,84.24173,83.08515,84.31857,84.49135,81.885574,82.10983,84.49381,83.32687,85.1003,89.29069,82.06829,84.169205,87.20945,85.9864,84.58828,84.07248,69.789734,56.155937
,63.888065,80.28282,82.6719,29.742111,86.620224,84.397484,85.18878,84.24869,83.085526,84.31841,84.491356,81.88559,82.109856,84.494156,83.332245,85.57102,89.07267,82.17433,84.16923,87.20702,85.98576,84.58828,84.07248,68.54168,55.44561
,63.960354,80.25658,82.69866,29.45351,86.6211,84.35426,85.21439,84.237915,83.08492,84.31856,84.49136,81.885574,82.109764,84.493835,83.32687,85.42478,89.277176,82.09181,84.16921,87.208046,85.986275,84.58828,84.07248,68.861206,54.926704
,64.04838,80.21315,82.65087,29.205746,86.619865,84.382195,85.15325,84.24547,83.08537,84.318405,84.49136,81.88559,82.10981,84.49416,83.33212,85.806725,89.04477,82.11748,84.169235,87.20494,85.98564,84.58828,84.07248,68.27988,54.687157
,63.96729,80.19036,82.67975,28.878475,86.62085,84.318665,85.180984,84.233696,83.084656,84.318535,84.49136,81.885574,82.10971,84.49386,83.32663,85.708206,89.24867,82.04598,84.16922,87.206154,85.98615,84.58828,84.07248,68.42147,54.16832
,64.05376,80.12222,82.632805,28.610058,86.619446,84.36317,85.10971,84.24187,83.08522,84.31839,84.49138,81.88557,82.109764,84.49417,83.33113,86.00158,88.98714,81.89443,84.169235,87.20243,85.98554,84.58828,84.07248,67.94925,53.91999
,63.974785,80.10406,82.66371,28.253521,86.62053,84.272896,85.13939,84.229004,83.08434,84.31851,84.49138,81.885574,82.10966,84.49388,83.32605,85.94225,89.204575,81.80038,84.16922,87.20356,85.98604,84.58828,84.07248,68.15703,53.380005
,64.05955,80.00618,82.61756,28.012972,86.618935,84.34017,85.05652,84.23778,83.08504,84.318375,84.49138,81.88557,82.10972,84.49419,83.328674,86.15438,88.89696,81.64838,84.169235,87.1995,85.98546,84.58828,84.07248,67.167046,53.141296
,63.98309,79.994125,82.650635,27.654068,86.620125,84.216324,85.08771,84.2238,83.08397,84.31848,84.49138,81.885574,82.10962,84.49392,83.32487,86.123566,89.14102,81.5162,84.16923,87.19999,85.98595,84.58828,84.07247,67.76596,52.529022
,64.06593,79.8598,82.60494,27.48226,86.61828,84.3132,84.99147,84.23314,83.08483,84.31836,84.49138,81.88557,82.10968,84.49419,83.313446,85.86574,88.76553,81.35134,84.16924,87.196075,85.98542,84.58828,84.07248,66.3329,52.31874
,63.992348,79.85567,82.640755,27.158697,86.6196,84.14928,85.0234,84.21797,83.083534,84.31846,84.491394,81.885574,82.10957,84.49394,83.316086,85.89855,89.0502,81.171745,84.169235,87.19522,85.98587,84.58828,84.07247,66.9562,51.610153
,64.07305,79.67628,82.5948,27.056583,86.61745,84.28266,84.91166,84.227844,83.084595,84.318344,84.49138,81.88557,82.10966,84.494194,83.30307,86.12876,88.57707,80.98199,84.16922,87.192024,85.98647,84.58828,84.07248,66.09986,51.429344
,64.002716,79.68212,82.634544,26.787441,86.61889,84.073204,84.942924,84.21147,83.08301,84.31841,84.491394,81.885574,82.10954,84.49397,83.30464,86.09506,88.918,80.76837,84.16923,87.189125,85.98623,84.58828,84.07247,66.24807,50.63623
,64.08104,79.44705,82.58725,26.720047,86.6205,84.24932,84.81334,84.22177,83.08432,84.31832,84.49138,81.88557,82.10962,84.494194,83.28985,85.81481,88.30754,80.558464,84.169205,87.18694,85.98674,84.58828,84.07248,66.08744,50.472412
,64.01431,79.46501,82.51333,26.482058,86.619965,83.990776,84.84154,84.20419,83.08238,84.31836,84.491394,81.885574,82.10951,84.493996,83.28945,85.84754,88.71974,80.350746,84.16922,87.18166,85.98649,84.58828,84.07248,66.12435,49.6212
,64.08998,79.161804,82.52236,26.397203,86.62114,84.21442,84.691956,84.21475,83.084,84.31828,84.49141,81.88557,82.109604,84.49347,83.27237,85.36916,87.927734,80.14735,84.16919,87.17994,85.98693,84.58828,84.07248,66.26265,49.459656
,64.027245,79.19364,82.44448,26.357399,86.62073,83.90569,84.7132,84.19603,83.08161,84.31828,84.491425,81.885574,82.1095,84.49404,83.268616,85.3762,88.41565,79.74468,84.169205,87.17252,85.98669,84.58828,84.07247,66.142944,48.578445
,64.09997,78.808655,82.454765,26.169695,86.62157,84.17961,84.710144,84.206635,83.08363,84.31822,84.49144,81.88557,82.10959,84.493546,83.24837,85.774315,87.416214,79.541435,84.16916,87.176285,85.98707,84.58828,84.07248,66.1919,48.400787
,64.0416,78.85494,82.3729,26.113102,86.62127,83.82246,84.585396,84.18692,83.08064,84.31818,84.49144,81.88558,82.10947,84.494064,83.238785,85.6778,87.95526,79.27059,84.16918,87.16338,85.98685,84.58829,84.07247,66.114555,47.52314
,64.11107,78.3751,82.38481,25.89579,86.62186,84.14698,84.57692,84.19724,83.08319,84.31813,84.49146,81.88557,82.10935,84.49358,83.21421,85.98345,86.76851,79.19974,84.169205,87.170944,85.98716,84.58828,84.07248,66.19285,47.293327
,64.057434,78.433876,82.29861,25.821815,86.621666,83.74612,84.457756,84.1768,83.07941,84.31801,84.491455,81.885544,82.1094,84.494064,83.19377,85.925995,87.30739,79.037605,84.16919,87.15439,85.98698,84.58829,84.07247,65.847755,46.457756
,64.1233,77.84967,82.3131,25.581453,86.622055,84.11892,84.45652,84.18644,83.08268,84.317986,84.49148,81.88556,82.10931,84.49361,83.16394,86.14612,88.12082,79.02224,84.16921,87.16444,85.987236,84.58829,84.07248,65.956924,46.116646
,64.07475,77.91469,82.22151,25.5044,86.62194,83.681984,84.34146,84.165665,83.07775,84.31795,84.49147,81.885544,82.109344,84.49408,83.121185,86.11687,87.4008,78.911255,84.16919,87.145256,85.98708,84.58829,84.07247,65.17072,45.336914
,64.13664,77.22483,82.240654,25.277826,86.62218,84.09805,84.35983,84.174164,83.08203,84.31789,84.491486,81.88556,82.10927,84.49361,83.08733,85.85987,88.14896,78.917854,84.16921,87.15602,85.98729,84.58829,84.07248,65.10794,44.829063
,64.09352,77.283905,82.14161,25.21953,86.62215,83.63537,84.24489,84.15352,83.075424,84.31787,84.491486,81.88553,82.10931,84.49407,83.001755,85.89615,87.4185,78.82919,84.16919,87.13534,85.98717,84.58829,84.07247,64.52495,44.050407
,64.15105,76.499985,81.96496,25.043997,86.62225,84.087006,84.291756,84.16043,83.08121,84.31781,84.4915,81.88555,82.10924,84.49361,82.88789,85.464005,88.130516,78.847145,84.16921,87.14485,85.98733,84.58829,84.07248,64.394394,43.54284
,64.11363,76.534706,81.90911,25.01455,86.62226,83.61143,84.172615,84.17773,83.07193,84.31781,84.49149,81.88552,82.10927,84.49405,82.76297,85.48125,87.372765,78.768654,84.16919,87.12372,85.98725,84.58829,84.07247,64.52037,43.00535
,64.16637,75.683205,81.70495,24.896236,86.622284,84.08813,84.25247,84.1655,83.080086,84.31773,84.491516,81.885544,82.10922,84.49358,82.56536,85.84974,88.07378,78.79447,84.16922,87.12995,85.98692,84.58829,84.07248,64.52552,42.432014
