Mean episodic reward,Critic loss,Actor loss
nan,0.9885468,0.5888717
23.5,4.774856,1.4025929
26.783783783783782,1.2836401,0.6241318
29.764705882352942,0.7969477,-0.85400534
36.74074074074074,1.8487185,0.39970466
49.63157894736842,0.15996918,0.28740108
53.421052631578945,6.572566,-4.0930524
51.8,0.034413487,-0.096072406
62.3125,0.48635492,0.3254882
72.64285714285714,1.2305605,0.5975043
93.0,0.024473106,-0.0750224
106.5,0.5025615,0.5087281
97.0,7.0608935,2.0309625
131.0,0.09755376,-0.26887584
120.6,2.0656824,-1.5994714
242.75,0.90262467,-0.5264187
178.83333333333334,0.4149191,0.11950145
135.57142857142858,5.5169363,0.32987344
119.75,0.46015155,0.049041238
220.0,0.00013997927,0.0024890953
128.875,1.7889308,2.055266
171.33333333333334,0.49134248,0.78635025
121.875,0.04449624,-0.12507235
211.6,0.20672129,0.17044014
212.8,0.95145535,1.0337329
236.5,0.28394362,0.16481054
133.14285714285714,6.05826,-2.562341
166.33333333333334,11.30022,-2.361038
313.0,12.718628,-1.3597728
310.3333333333333,0.949343,1.7111945
427.6666666666667,0.0649458,0.040732004
296.3333333333333,1.3964729,0.9355857
251.0,0.022548549,0.02462576
342.25,0.38108054,-0.13140772
340.3333333333333,0.04495285,0.023866387
400.0,0.0476182,0.07781808
354.0,1.2235291,-0.99113464
343.6666666666667,1.9569293,-0.9945452
434.0,0.08488114,0.073831744
437.5,0.012366787,0.06559988
500.0,0.029037021,0.017772196
377.6666666666667,0.02971173,0.06282313
355.6666666666667,0.049708396,0.09359684
498.0,0.031755157,0.17254959
350.0,0.038167838,0.049839184
396.5,1.7884818,-1.4435887
376.3333333333333,0.13677503,0.14940079
247.25,0.31747144,-0.75744766
364.6666666666667,0.030099623,0.08382634
498.0,0.028733602,0.10388819
479.5,0.0012364984,0.011014462
447.5,3.2965605,1.7167938
275.75,0.020403648,-0.10608276
250.0,0.0078027416,-0.050244257
430.5,0.024221325,0.09207102
500.0,0.45762947,0.22757438
440.5,0.8236831,0.48480242
341.6666666666667,31.034502,-6.827056
490.5,1.8898278,1.1088244
500.0,0.08590223,0.03130907
500.0,0.024411678,0.0515509
500.0,0.02503547,0.009161608
500.0,0.020402558,0.21497233
500.0,0.6052482,0.38243148
500.0,0.022172071,0.17808287
415.3333333333333,0.0060488023,0.043533634
457.0,0.026512481,0.009422569
500.0,0.026378486,0.085930705
442.0,0.023948997,0.07313618
500.0,0.02472739,0.08269243
500.0,0.037980262,0.04699206
405.5,0.024984796,0.03796986
454.6666666666667,0.02637353,0.13269486
500.0,0.029203668,0.029368935
500.0,0.0145861935,0.026266757
500.0,0.026284397,0.04370423
500.0,0.025161175,0.013433656
417.0,0.021636859,0.0141258715
500.0,0.022144815,0.38498414
500.0,0.0041296547,0.05449671
441.5,0.11018396,0.021187311
390.6666666666667,0.005646306,0.056912873
500.0,0.026833955,0.014315685
485.0,0.024840292,0.068051755
476.5,0.022670152,0.13839637
405.0,0.07544132,0.08634027
500.0,0.02406958,0.018236112
