V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000,V_Values_500000
0.06502636,62.66254,83.48821,84.47166,84.75644,86.20421,84.354996,82.906395,84.87466,82.20879,84.395905,57.95224,87.10899,86.34467,85.58477,85.973274,84.95137,83.84392,67.950195,64.5428,86.37372,85.8483,85.16719,83.99497,84.21614,86.586555
0.056576714,62.08161,83.49094,84.4701,84.75633,86.21178,84.354965,82.90639,84.87372,82.208565,84.28975,58.14981,87.112816,86.34509,85.58617,85.96017,84.95138,83.84392,67.81156,63.619236,86.41494,85.84903,85.16742,83.99496,84.216125,86.5866
0.043689713,62.2474,83.48874,84.471436,84.756424,86.20376,84.354996,82.906395,84.87453,82.20873,84.29325,59.08163,87.112854,86.34486,85.58515,85.96581,84.95138,83.84392,67.884636,63.75396,86.38251,85.84809,85.167145,83.99497,84.21615,86.58648
0.028454095,61.511806,83.49112,84.46925,84.75632,86.211,84.35496,82.90638,84.87354,82.20847,84.18442,59.009216,87.11519,86.345245,85.58633,85.94381,84.95138,83.84391,67.69778,64.82222,86.41708,85.84871,85.1674,83.99495,84.21614,86.586525
0.012960434,61.67066,83.489006,84.47104,84.75641,86.20237,84.35499,82.906395,84.8744,82.208664,84.19151,60.081715,87.11506,86.34498,85.585526,85.95468,84.95138,83.84392,67.7715,63.703785,86.38693,85.84781,85.16707,83.99497,84.216156,86.58637
-0.0013443008,61.847458,83.49117,84.47099,84.75629,86.209465,84.35495,82.90638,84.873375,82.20837,84.079445,59.810833,87.116585,86.34535,85.58649,85.922264,84.95138,83.84391,67.51377,64.53466,86.4174,85.8484,85.16735,83.99494,84.21614,86.586426
-0.013842337,61.075993,83.489075,84.47121,84.75638,86.19988,84.35498,82.906395,84.874275,82.20858,84.08881,60.99929,87.11636,86.345055,85.585884,85.939476,84.951385,83.84392,67.59828,63.660355,86.388535,85.8475,85.16696,83.99497,84.21616,86.586235
-0.024559408,61.29972,83.49116,84.47086,84.75627,86.20702,84.35494,82.90638,84.87323,82.20821,83.97269,60.584984,87.11745,86.34542,85.58664,85.89636,84.951385,83.84391,67.218346,64.20735,86.41635,85.84813,85.1673,83.99493,84.216156,86.58628
-0.03385894,60.452312,83.488976,84.47123,84.75636,86.19596,84.354965,82.906395,84.87415,82.20846,83.98283,61.871098,87.11716,86.34509,85.586205,85.92025,84.95139,83.84392,67.32872,63.62814,86.388054,85.84723,85.16682,83.99497,84.21616,86.58606
,60.71923,83.49104,84.47064,84.75625,86.20334,84.354935,82.90638,84.87309,82.208,83.86157,61.355278,87.11797,86.34545,85.58677,85.86709,84.95139,83.84391,66.734505,63.929276,86.41422,85.84793,85.16723,83.99491,84.216156,86.58609
