Mean episodic reward
9.2
388.1
304.2
182.9
233.9
500.0
500.0
500.0
500.0
491.1
500.0
500.0
277.2
370.5
500.0
467.1
492.2
293.6
493.9
391.4
325.2
500.0
500.0
500.0
140.4
261.1
