Mean episodic reward
9.6
341.3
500.0
500.0
492.7
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
437.9
476.0
459.6
500.0
500.0
500.0
500.0
500.0
