Mean Episodic Reward,Critic loss,Actor loss
nan,1.9047178e-05,-0.00080330577
26.86965427945243,0.37658954,0.13626945
35.0879656813493,0.020965226,-0.049454395
51.95133351054403,0.1652673,0.03272201
60.041546688605514,0.023788312,-0.0055180066
86.17989417989418,0.15147705,0.1797691
107.87638888888887,0.13747312,-0.28587338
107.44391534391535,0.010835231,-0.028200567
125.65545935545936,0.014566169,-0.021157244
177.8611111111111,0.074874185,-0.062813535
218.06111111111113,0.01353572,0.038482934
240.71111111111108,0.17072146,0.07284158
317.2388888888889,0.22661085,0.05707341
361.3055555555555,0.013389139,-0.059837487
353.1666666666667,2.6865704,1.2919575
334.375,0.09947949,0.099410124
403.41666666666674,0.14536008,0.0041554756
345.5555555555556,0.15975468,0.016585054
465.6944444444445,0.2932556,0.12256084
395.75,0.008948277,-0.04312025
442.9166666666667,0.13411178,-0.0053137937
495.9166666666667,0.0075979903,-0.015362301
336.30555555555554,0.28167477,0.036203843
439.4166666666667,0.0054509235,-0.025351195
473.4722222222222,0.16592775,0.02714447
461.0555555555555,0.0057788896,-0.04172032
424.5833333333333,0.015657498,-0.054270998
440.8333333333333,0.008770491,-0.028784981
447.3333333333333,0.31708583,0.11080692
394.4166666666667,0.17082499,0.014568102
451.75,0.13764958,0.04679523
473.1666666666667,0.1516004,0.24889816
473.6666666666667,0.1477529,0.03005263
448.22222222222223,0.013030681,-0.027189335
488.9166666666667,0.008634427,-0.023670627
480.25,0.009117077,-0.046518695
440.27777777777777,0.16811295,0.08986729
458.9166666666667,0.012350383,-0.04791871
291.9444444444444,0.14778087,0.033789642
500.0,0.13880198,0.063178524
494.0,0.14398748,-0.015333533
490.8333333333333,0.14358987,0.2670888
494.3333333333333,0.1357807,0.04997949
495.75,0.6756949,0.2803643
446.4166666666667,0.0104287295,-0.023951879
468.0,0.012787965,-0.009318272
496.3333333333333,0.28154215,0.08266685
483.25,0.14589629,0.4899955
480.6666666666667,0.011292107,-0.075102426
471.1944444444444,0.14110182,0.19576387
431.8055555555555,0.014600466,0.05744535
340.18055555555554,0.15667573,-0.1076875
400.5277777777778,0.14366761,-0.00552058
466.8333333333333,0.2819623,0.17949335
443.1666666666667,0.14619009,0.0013052836
483.25,0.27873248,0.18194562
473.3333333333333,0.009846759,-0.020853935
445.75000000000006,0.14401047,-0.039968584
493.1666666666667,0.008124873,-0.026844183
487.3333333333333,0.14264798,-0.050290275
494.1666666666667,0.27977136,0.10520161
472.5833333333333,0.009440827,-0.026495526
472.4166666666667,0.14141138,-0.08947482
473.5277777777778,0.006938921,-0.040863764
390.76388888888886,0.29204917,0.13046172
448.8888888888889,0.42629373,0.20008604
498.0,0.0105839735,-0.03296613
402.61111111111114,0.013188955,-0.044523988
500.0,0.008889065,-0.04132754
481.5,0.01208619,-0.062331364
475.88888888888886,0.008123645,-0.015324925
315.81944444444446,0.30413777,0.3002157
345.4444444444444,0.14238985,0.06057565
475.72222222222223,0.01027079,-0.055757266
343.375,0.16108184,0.075236864
468.9166666666667,0.010617211,-0.030913541
500.0,0.14691989,0.10446984
500.0,0.010368124,-0.043868482
500.0,0.14257048,-0.036400456
500.0,0.011477779,-0.008298461
500.0,0.14291276,0.040441263
500.0,0.011302705,-0.032945152
500.0,0.010153038,-0.052901953
500.0,0.27668938,0.06075318
478.1666666666667,0.147236,-0.052598804
443.75,0.0089411205,-0.047924157
348.9166666666667,0.28614345,0.1437784
469.4166666666667,0.009782568,-0.021700544
500.0,0.2755207,0.16799766
500.0,0.14411065,0.025271473
500.0,0.008075672,-0.0161424
492.5555555555555,0.010611371,-0.03666936
500.0,0.011824117,-0.08159184
496.6666666666667,0.010384992,-0.037159387
443.8611111111111,0.13801311,0.22335112
483.2222222222222,0.010235141,-0.026854904
478.25,0.008140362,-0.014730566
490.5833333333333,0.14676158,-0.028190965
494.6666666666667,0.009753675,-0.07149987
500.0,0.009554781,-0.026154011
475.0833333333334,0.14408857,0.10316848
307.00000000000006,0.31551835,0.067893736
393.4444444444445,0.010127561,-0.029236758
500.0,0.012000076,-0.07874134
500.0,0.010836784,-0.036839083
491.3333333333333,0.012323845,-0.026259517
500.0,0.010955834,-0.07335269
474.77777777777777,0.025621817,-0.12926354
500.0,0.27677998,0.12499967
500.0,0.14291537,0.022806188
500.0,0.034341678,-0.2384094
488.3333333333333,0.010235063,-0.07965951
423.1111111111111,0.17265804,-0.05291893
451.3333333333333,0.008405115,-0.040193412
500.0,0.14010237,0.06719541
500.0,0.009441093,-0.05615285
500.0,0.0090738265,-0.06899943
500.0,0.01063839,-0.022393877
500.0,0.009946513,-0.025610173
483.9722222222222,0.1436877,0.015665019
500.0,0.14267085,-0.027998373
500.0,0.14376369,-0.017126668
500.0,0.14394183,-0.034218214
500.0,0.010847508,-0.051379714
495.0,0.008787047,-0.09363389
500.0,0.010948368,-0.027970828
