Mean episodic reward
9.2
500.0
500.0
500.0
500.0
381.4
500.0
500.0
500.0
500.0
500.0
486.8
500.0
432.6
500.0
180.5
99.6
164.2
87.4
324.3
476.8
500.0
500.0
98.1
73.0
