Mean episodic reward
9.8
458.6
136.4
500.0
447.8
181.6
308.3
490.9
94.8
437.2
444.1
377.6
246.5
413.3
105.8
500.0
500.0
391.1
84.6
175.7
500.0
402.8
185.2
438.8
42.7
