V_Values_0,V_Values_20000,V_Values_40000,V_Values_60000,V_Values_80000,V_Values_100000,V_Values_120000,V_Values_140000,V_Values_160000,V_Values_180000,V_Values_200000,V_Values_220000,V_Values_240000,V_Values_260000,V_Values_280000,V_Values_300000,V_Values_320000,V_Values_340000,V_Values_360000,V_Values_380000,V_Values_400000,V_Values_420000,V_Values_440000,V_Values_460000,V_Values_480000
0.0068305004,9.2461405,8.150545,10.699218,7.0148697,9.343697,6.606164,9.791078,6.167409,8.030065,7.7563853,8.26501,6.0181417,8.760688,4.807587,9.903412,9.701776,8.581973,5.179535,9.417656,6.88506,9.099097,9.31918,6.9768333,1.6548941
0.010319898,9.275868,8.222788,10.644241,7.0566816,9.109517,6.8370047,9.402236,5.8705873,8.087859,7.9380097,8.681692,5.9786406,9.024878,4.7476416,9.82881,9.71737,8.580048,5.0401893,9.330275,7.0380297,8.5739155,9.131657,7.49984,1.6429563
0.012843156,9.259217,8.154742,10.702472,7.015772,9.1704235,6.854084,9.560781,5.8339787,8.068904,7.9601345,8.196426,5.9440336,8.838552,4.640367,9.818386,9.708749,8.573558,5.089777,9.439068,7.064769,8.573256,8.942678,7.4764385,1.6316545
0.014213596,9.285023,8.22801,10.642653,7.0566654,9.038004,6.69368,9.351167,5.619426,8.11061,8.090822,8.652006,5.9029665,9.079109,4.5678825,9.735469,9.745609,8.432731,4.9404745,9.353573,7.2740498,8.395482,8.509914,7.8129616,1.6262529
0.014338313,9.270364,8.158676,10.702632,7.0135775,9.063713,6.738393,9.389692,5.5787964,8.095648,8.098219,8.140904,5.8766994,8.884047,4.4625797,9.724718,9.724169,8.431953,4.9837937,9.43215,7.368078,8.3377285,8.44641,7.8423576,1.6105807
0.013220347,9.29283,8.059675,10.638456,7.053137,9.004335,6.5518107,9.343719,5.371086,8.124536,8.230742,8.622509,5.834341,9.104309,4.366084,9.6332245,9.779833,8.343244,4.843264,9.355988,7.750087,8.265844,8.13837,8.093057,1.6058176
0.010917209,9.280157,8.120602,10.700031,7.008192,9.0137415,6.581716,9.3764715,5.3221483,8.114665,8.20147,8.104693,5.8161006,8.8947735,4.2650237,9.619986,9.74439,8.341782,4.879217,9.423068,7.974038,8.189213,8.205128,8.096804,1.5876417
0.007493401,9.2995825,8.012078,10.631878,7.0460377,8.987603,6.463318,9.356063,5.118755,8.132824,8.400124,8.601429,5.7727766,9.105717,4.157581,9.522396,9.81502,8.180433,4.7519064,9.357912,7.5060167,8.196337,7.956212,8.47843,1.5809093
0.003000184,9.288906,8.078421,10.694919,6.9996376,8.992493,6.4725623,9.383716,5.048823,8.128361,8.327282,8.089002,5.762078,8.867554,4.0620465,9.504879,9.766108,8.167775,4.780718,9.40573,7.3695726,8.070376,8.061406,8.312054,1.5624018
,9.3053055,7.9596925,10.623047,7.0354156,8.977168,6.251816,9.390206,4.835517,8.13666,8.5823,8.591167,5.718137,9.077332,3.9724336,9.406345,9.848124,8.028832,4.666024,9.368177,7.0892897,8.065369,7.856316,8.733399,1.5534799
